,Team,Orders Out,Cash
0,groupe13,4718,"$1,960,849.45"
1,Les coquelicots,4882,"$1,955,033.71"
2,Photovoltamites,3501,"$1,804,999.38"
3,Lux,4636,"$1,544,666.24"
4,HomeIsNotAWorkPlace,3771,"$1,530,434.96"
5,SalsaBaguette,3718,"$1,237,505.17"
6,GPTeam,3253,"$1,223,011.25"
7,Serious team,3828,"$1,220,349.73"
8,CookieClickerPGM,4018,"$864,312.74"
9,Missile Sol-Air,3713,"$850,060.56"
10,Campagn'Arts Sibersssois,3359,"$760,499.59"
11,La Qualiteam,4329,"$748,046.89"
12,LeCercle,3781,"$722,208.83"
13,EHTP,2257,"$662,028.61"
14,Solar leaders,4331,"$622,608.87"
15,L'OBRG,4799,"$431,207.50"
16,Harissa,2318,"$372,258.40"
17,Panelli 2000,3314,"$354,055.04"
18,Équipe__93183,3432,"$344,934.77"
19,pacyma,3985,"$339,083.52"
20,Les 4 fantastiques,3169,"$337,611.19"
21,Solairestp,4451,"$284,339.55"
22,ElectroFusion innovation Inc.,3316,"$272,450.36"
23,Solar1200,3217,"$212,644.96"
24,BRJEUX,2487,"$205,471.74"
25,Châlon’s Limited,2001,"$198,348.97"
26,Solary,4444,"$184,579.71"
27,Le dernier rang,2977,"$170,785.27"
28,Col partners,1850,"$161,842.10"
29,Le Renard,2178,"$138,461.42"
30,Equipe_42,4401,"$113,821.32"
31,Les campagnards,3341,"$107,234.74"
32,Saison raclette ouverte,1564,"$77,421.31"
33,Max Verstappen,2320,"$68,400.44"
34,Cocorico,2863,"$21,556.99"
35,PPM CORP. AND ASSOCIATES,2740,"($17,449.26)"
36,CapitaineAbandonné,2250,"($43,334.69)"
37,Nuclear > Solar,3122,"($124,423.09)"
38,Les Backstreet Boyz,3278,"($186,890.75)"
39,BR Électricité,2308,"($221,310.95)"
40,DinoCo,2900,"($223,994.73)"
41,Solar Cover,2312,"($260,046.12)"
42,Les fifrelins,3272,"($264,076.15)"
43,ça zinzinule,3087,"($316,371.55)"
44,Emily Franquiel,2320,"($339,834.02)"
45,team11,2226,"($422,655.44)"
46,Les Clunsois,2220,"($449,949.41)"
47,CACIB LargeCap Industry,4285,"($516,876.47)"
48,ANTIBE,3308,"($539,671.87)"
49,xX_K1ll3rC4rd1_Xx,2160,"($595,867.66)"
50,PoêleWater,2417,"($656,456.77)"
51,Solar Team,1999,"($739,953.61)"
52,Les foufous2,3004,"($803,254.74)"
53,151160,2992,"($828,537.33)"
54,27kiπne,2775,"($939,290.99)"
55,AL-Suppliers,2973,"($1,113,094.05)"
56,HPC 220,2238,"($1,237,940.20)"
57,Ninte,3101,"($1,323,888.83)"
58,Erasmus,1523,"($1,408,863.97)"
59,Palanca,2190,"($1,482,326.47)"
60,Factorylearn,2058,"($1,531,105.87)"
61,Equipe 7,3224,"($1,570,804.45)"
62,A&C,2710,"($1,807,701.71)"
63,Pucela,2169,"($1,857,850.79)"
64,The_team,4509,"($1,991,639.53)"
65,décUV,2834,"($2,081,850.04)"
66,J&TS,2320,"($2,318,102.04)"
67,Nom d’équipe,2308,"($2,722,101.75)"
68,Vivrela,1821,"($2,853,351.17)"
69,GADZ CREDA,3320,"($2,994,711.57)"
70,TEAM257778126,2308,"($4,004,025.54)"
71,L'Horizon,2308,"($4,578,800.48)"
72,Chad Industries,2308,"($5,062,100.59)"
73,D’or et de platine,2320,"($5,168,600.59)"
74,équipe sans action,2320,"($5,395,100.60)"
75,Les foufous,2320,"($5,395,100.60)"
76,solo factory,2308,"($5,505,592.78)"
