,Team,Orders Out,Cash
0,groupe13,5987,2651598.665814
1,Photovoltamites,4422,2647248.820842
2,Les coquelicots,6130,2560032.365149
3,SalsaBaguette,4652,2257159.31753
4,Lux,5838,2195415.333966
5,HomeIsNotAWorkPlace,4835,1979371.396866
6,GPTeam,4022,1941197.972189
7,pacyma,5193,1459582.564034
8,CookieClickerPGM,5040,1454624.31584
9,La Qualiteam,5598,1410795.927635
10,CapitaineAbandonné,3002,1094476.973423
11,Équipe__93183,4660,1088863.99755
12,Solar leaders,5572,1050795.486539
13,EHTP,2806,987278.150514
14,L'OBRG,6041,881581.602808
15,Panelli 2000,4206,816866.812791
16,Les 4 fantastiques,3964,807235.460619
17,Serious team,5018,645348.192861
18,PPM CORP. AND ASSOCIATES,3477,568112.215496
19,Harissa,2894,552858.058363
20,Le Renard,2595,549811.266713
21,Les Clunsois,2801,498300.206705
22,team11,2796,439844.219238
23,Les Backstreet Boyz,4110,429233.257768
24,Solary,5689,361415.964109
25,CACIB LargeCap Industry,5559,335595.671219
26,BRJEUX,3352,324846.125262
27,Châlon’s Limited,2493,314713.6227
28,Les campagnards,4458,312158.453269
29,DinoCo,3637,283379.603381
30,ANTIBE,4116,220363.721164
31,Max Verstappen,2887,203480.317992
32,ça zinzinule,3712,193190.439363
33,PoêleWater,2905,133605.117007
34,ElectroFusion innovation Inc.,4254,127824.435592
35,Solairestp,5727,125588.386257
36,Solar1200,3959,77878.743436
37,Solar Cover,2895,70048.325674
38,Missile Sol-Air,4844,47972.297116
39,Cocorico,3546,47731.688373
40,Saison raclette ouverte,2024,31420.720803
41,Nuclear > Solar,3878,23888.754908
42,Les foufous2,3804,-31443.642114
43,AL-Suppliers,3712,-49594.999149
44,BR Électricité,2898,-62298.606176
45,Campagn'Arts Sibersssois,4477,-89626.593849
46,Les fifrelins,4090,-106514.589538
47,LeCercle,4959,-111041.866805
48,Col partners,2204,-149504.491407
49,Le dernier rang,4005,-193335.683973
50,Emily Franquiel,2921,-205534.640438
51,Solar Team,2417,-302704.376624
52,151160,3699,-414287.915376
53,27kiπne,3458,-578603.952529
54,xX_K1ll3rC4rd1_Xx,2713,-786118.311461
55,HPC 220,2819,-794753.427715
56,Factorylearn,2471,-874106.652119
57,Equipe 7,4024,-935242.594088
58,The_team,5591,-963954.439055
59,Equipe_42,5593,-973415.521586
60,Ninte,3924,-1124681.359632
61,Pucela,2667,-1192351.216932
62,A&C,3404,-1271889.668582
63,Palanca,2763,-1326639.663292
64,Erasmus,1523,-1408864.944523
65,décUV,3472,-1581100.709001
66,GADZ CREDA,4374,-1841058.852178
67,Nom d’équipe,2913,-2139602.916709
68,J&TS,2933,-2151756.897692
69,Vivrela,1879,-2635852.42525
70,TEAM257778126,2935,-3882526.466066
71,L'Horizon,2949,-5565700.634889
72,D’or et de platine,3088,-6935600.917082
73,Les foufous,3100,-7159101.130752
74,Chad Industries,3088,-7159101.130752
75,équipe sans action,3088,-7159101.130752
76,solo factory,3100,-7269593.338262
