,Team,Orders Out,Cash
0,groupe13,4562,"$2,024,849.50"
1,Les coquelicots,4726,"$2,010,533.79"
2,Photovoltamites,3396,"$1,744,249.43"
3,HomeIsNotAWorkPlace,3651,"$1,743,435.05"
4,Lux,4488,"$1,523,866.30"
5,GPTeam,3166,"$1,128,223.81"
6,SalsaBaguette,3608,"$1,045,970.25"
7,Serious team,3672,"$985,349.77"
8,Missile Sol-Air,3588,"$791,748.09"
9,CACIB LargeCap Industry,4138,"$735,873.71"
10,Équipe__93183,3290,"$683,434.81"
11,L'OBRG,4653,"$649,707.57"
12,LeCercle,3640,"$636,458.87"
13,CookieClickerPGM,3898,"$530,437.80"
14,Les campagnards,3223,"$490,859.82"
15,EHTP,2199,"$444,528.64"
16,BRJEUX,2397,"$420,034.29"
17,La Qualiteam,4174,"$379,796.95"
18,pacyma,3839,"$344,583.56"
19,Solar leaders,4174,"$313,258.93"
20,Harissa,2258,"$282,258.42"
21,ElectroFusion innovation Inc.,3209,"$278,700.43"
22,Les 4 fantastiques,3079,"$277,111.24"
23,Panelli 2000,3212,"$273,055.09"
24,Campagn'Arts Sibersssois,3238,"$264,499.66"
25,Le dernier rang,2856,"$257,860.35"
26,Solairestp,4301,"$121,839.60"
27,Le Renard,2136,"$69,398.93"
28,Châlon’s Limited,1951,"$7,411.49"
29,Cocorico,2791,"($8,443.00)"
30,Col partners,1804,"($10,657.89)"
31,Solar1200,3151,"($46,605.01)"
32,Saison raclette ouverte,1528,"($48,578.67)"
33,Solary,4298,"($80,732.72)"
34,Max Verstappen,2260,"($85,943.81)"
35,CapitaineAbandonné,2166,"($145,334.59)"
36,Nuclear > Solar,3042,"($204,423.04)"
37,Equipe_42,4251,"($222,178.55)"
38,PPM CORP. AND ASSOCIATES,2660,"($275,949.18)"
39,team11,2168,"($315,155.41)"
40,ANTIBE,3218,"($323,716.06)"
41,Les fifrelins,3182,"($388,576.09)"
42,PoêleWater,2367,"($390,456.71)"
43,Les foufous2,2914,"($436,254.63)"
44,ça zinzinule,3022,"($445,184.01)"
45,BR Électricité,2248,"($445,855.19)"
46,Solar Cover,2252,"($472,066.92)"
47,DinoCo,2822,"($488,369.66)"
48,Les Backstreet Boyz,3188,"($524,390.68)"
49,AL-Suppliers,2893,"($537,093.96)"
50,Emily Franquiel,2260,"($549,833.99)"
51,xX_K1ll3rC4rd1_Xx,2112,"($573,285.35)"
52,151160,2915,"($641,287.29)"
53,Les Clunsois,2160,"($674,949.33)"
54,Solar Team,1959,"($755,641.05)"
55,27kiπne,2715,"($1,085,790.97)"
56,Factorylearn,2016,"($1,249,105.81)"
57,HPC 220,2178,"($1,319,940.14)"
58,Erasmus,1523,"($1,408,863.89)"
59,Equipe 7,3134,"($1,510,804.40)"
60,Palanca,2130,"($1,529,326.44)"
61,Ninte,3011,"($1,661,388.79)"
62,A&C,2630,"($1,776,701.68)"
63,Pucela,2121,"($2,037,850.74)"
64,décUV,2765,"($2,078,787.49)"
65,J&TS,2260,"($2,528,101.97)"
66,The_team,4371,"($2,543,076.68)"
67,Nom d’équipe,2248,"($2,555,601.66)"
68,GADZ CREDA,3200,"($2,724,708.89)"
69,Vivrela,1816,"($2,872,101.06)"
70,TEAM257778126,2248,"($4,184,025.46)"
71,L'Horizon,2248,"($4,542,300.47)"
72,Chad Industries,2248,"($5,062,100.56)"
73,D’or et de platine,2260,"($5,062,100.56)"
74,équipe sans action,2260,"($5,062,100.56)"
75,Les foufous,2260,"($5,062,100.56)"
76,solo factory,2248,"($5,505,592.74)"
