,Team,Orders Out,Cash
0,Les coquelicots,6535,3530727.419911
1,groupe13,6334,3366098.453438
2,HomeIsNotAWorkPlace,5153,2986394.570953
3,Photovoltamites,4683,2784811.207818
4,GPTeam,4233,2266427.825539
5,pacyma,5591,2186582.384386
6,CookieClickerPGM,5367,2130936.59237
7,Lux,6238,1801702.680044
8,SalsaBaguette,5031,1792177.46298
9,CapitaineAbandonné,3232,1496164.372216
10,Équipe__93183,4902,1284473.813815
11,Panelli 2000,4483,1233241.641643
12,Serious team,5428,1226261.966589
13,Solar leaders,5860,1146167.776856
14,EHTP,2967,1136028.059549
15,Missile Sol-Air,5271,1129409.607773
16,Solairestp,6201,1076338.163278
17,L'OBRG,6423,954206.399389
18,Harissa,3061,847216.834581
19,Les Clunsois,2968,761650.136443
20,Les 4 fantastiques,4214,711235.308538
21,team11,2945,673594.140447
22,Campagn'Arts Sibersssois,4906,666435.575906
23,Le Renard,2672,600923.224118
24,ça zinzinule,3900,542752.810083
25,Solar1200,4240,517753.627699
26,ANTIBE,4358,512452.084211
27,PPM CORP. AND ASSOCIATES,3728,485112.025565
28,Les Backstreet Boyz,4374,477045.560397
29,BRJEUX,3685,445095.912342
30,Les campagnards,4853,445095.6504
31,La Qualiteam,5985,439045.709264
32,Cocorico,3747,428769.120609
33,CACIB LargeCap Industry,6138,393845.382949
34,Saison raclette ouverte,2155,381920.568451
35,Col partners,2335,374370.412819
36,Châlon’s Limited,2611,372818.572597
37,DinoCo,3873,357691.898179
38,The_team,5956,290295.18604
39,Les fifrelins,4375,270735.206064
40,PoêleWater,3050,268104.968837
41,Max Verstappen,3054,242558.376449
42,BR Électricité,3065,217153.850874
43,ElectroFusion innovation Inc.,4611,208279.974897
44,Le dernier rang,4385,195609.08185
45,Nuclear > Solar,4120,189013.58358
46,Les foufous2,3992,161118.547199
47,Equipe_42,6018,126209.207091
48,Solar Cover,3034,83198.182933
49,151160,3916,66461.943045
50,Solar Team,2534,-20079.542189
51,Emily Franquiel,3088,-40534.750386
52,Solary,6143,-60471.804685
53,LeCercle,5312,-70065.466544
54,xX_K1ll3rC4rd1_Xx,2880,-159868.490693
55,AL-Suppliers,3902,-191345.206421
56,27kiπne,3663,-347604.057117
57,Ninte,4166,-440181.501218
58,HPC 220,2986,-660628.560244
59,Factorylearn,2581,-756919.320862
60,Equipe 7,4267,-806930.241567
61,Palanca,2930,-1142952.291593
62,Pucela,2798,-1262913.884382
63,décUV,3645,-1269100.788768
64,A&C,3535,-1388202.273711
65,Erasmus,1523,-1408865.173446
66,GADZ CREDA,4671,-1525113.728708
67,Nom d’équipe,3080,-2216103.182524
68,Vivrela,1894,-2579602.685708
69,J&TS,3100,-2730804.047433
70,TEAM257778126,3102,-4087664.655672
71,L'Horizon,2951,-5569100.688847
72,solo factory,3280,-7269593.477357
73,D’or et de platine,3268,-7453100.992289
74,équipe sans action,3268,-7708101.216369
75,Les foufous,3280,-7708101.216369
76,Chad Industries,3268,-7708101.216369
