,Team,Orders Out,Cash
0,SalsaBaguette,2755,"$1,738,255.42"
1,groupe13,3418,"$1,042,662.37"
2,Photovoltamites,2555,"$939,499.74"
3,CookieClickerPGM,3043,"$878,250.77"
4,Lux,3351,"$794,166.79"
5,Les campagnards,2377,"$787,647.80"
6,Missile Sol-Air,2723,"$758,998.33"
7,L'OBRG,3385,"$709,207.99"
8,Équipe__93183,2448,"$647,935.19"
9,HomeIsNotAWorkPlace,2830,"$578,685.63"
10,Solary,3064,"$567,163.21"
11,Les coquelicots,3478,"$557,534.43"
12,ElectroFusion innovation Inc.,2343,"$548,888.42"
13,Solairestp,3088,"$544,990.16"
14,Campagn'Arts Sibersssois,2358,"$522,125.22"
15,GPTeam,2487,"$508,649.18"
16,Solar leaders,2941,"$503,309.39"
17,La Qualiteam,2960,"$480,224.46"
18,pacyma,2937,"$441,214.20"
19,BRJEUX,1743,"$390,472.15"
20,Le dernier rang,2045,"$335,488.28"
21,Serious team,2562,"$280,412.90"
22,Equipe_42,3036,"$158,322.10"
23,CACIB LargeCap Industry,2991,"$141,944.85"
24,The_team,3266,"$118,611.96"
25,CapitaineAbandonné,1725,"$87,728.57"
26,LeCercle,2637,"$59,209.19"
27,Panelli 2000,2506,"$18,055.51"
28,EHTP,1751,"($24,470.95)"
29,Col partners,1484,"($118,657.64)"
30,Harissa,1778,"($156,941.43)"
31,Les 4 fantastiques,2426,"($189,674.85)"
32,Châlon’s Limited,1584,"($233,025.81)"
33,Le Renard,1776,"($235,588.46)"
34,Les Clunsois,1704,"($261,748.58)"
35,Max Verstappen,1792,"($356,588.96)"
36,Cocorico,2233,"($387,555.36)"
37,Saison raclette ouverte,1178,"($391,578.32)"
38,Nuclear > Solar,2415,"($527,672.72)"
39,Solar1200,2529,"($625,604.73)"
40,Emily Franquiel,1792,"($646,621.17)"
41,team11,1720,"($702,957.32)"
42,DinoCo,2239,"($743,744.20)"
43,Les Backstreet Boyz,2511,"($751,140.14)"
44,Les fifrelins,2498,"($760,575.72)"
45,Solar Cover,1784,"($800,334.65)"
46,ça zinzinule,2481,"($814,746.22)"
47,BR Électricité,1792,"($817,291.28)"
48,Les foufous2,2281,"($928,503.98)"
49,AL-Suppliers,2285,"($1,065,093.43)"
50,Solar Team,1655,"($1,081,265.61)"
51,PPM CORP. AND ASSOCIATES,2052,"($1,102,448.42)"
52,PoêleWater,1957,"($1,219,456.37)"
53,151160,2306,"($1,222,536.94)"
54,ANTIBE,2516,"($1,380,660.88)"
55,Erasmus,1523,"($1,408,863.30)"
56,HPC 220,1722,"($1,414,939.78)"
57,xX_K1ll3rC4rd1_Xx,1706,"($1,433,165.25)"
58,27kiπne,2185,"($1,438,290.77)"
59,Factorylearn,1683,"($1,591,480.48)"
60,Ninte,2331,"($1,867,388.47)"
61,Equipe 7,2432,"($2,225,960.27)"
62,A&C,2058,"($2,327,626.48)"
63,Pucela,1753,"($2,341,100.52)"
64,Vivrela,1777,"($2,473,850.42)"
65,Nom d’équipe,1792,"($2,474,601.01)"
66,GADZ CREDA,2288,"($2,492,929.72)"
67,décUV,2218,"($2,518,412.16)"
68,Palanca,1686,"($2,534,538.59)"
69,J&TS,1792,"($3,193,101.18)"
70,TEAM257778126,1792,"($3,282,024.99)"
71,D’or et de platine,1792,"($3,739,100.26)"
72,Les foufous,1792,"($3,739,100.26)"
73,Chad Industries,1792,"($3,739,100.26)"
74,équipe sans action,1792,"($3,739,100.26)"
75,solo factory,1792,"($4,182,592.44)"
76,L'Horizon,1792,"($4,433,090.13)"
