,Team,Orders Out,Cash
0,groupe13,7422,4613098.154588
1,Les coquelicots,7655,3864883.08474
2,HomeIsNotAWorkPlace,5993,3571394.061981
3,Photovoltamites,5414,3348060.898543
4,CookieClickerPGM,6197,3306936.185235
5,pacyma,6667,3297582.054612
6,SalsaBaguette,6119,3217808.754703
7,Lux,7466,2975702.253453
8,GPTeam,4773,2636604.996018
9,Solairestp,7574,2262298.655244
10,Équipe__93183,5922,2178973.511546
11,Serious team,6594,2112982.737581
12,Solar leaders,7144,2038052.790831
13,CapitaineAbandonné,3828,1967164.134227
14,Panelli 2000,5185,1964741.309503
15,La Qualiteam,7066,1757482.657278
16,Les campagnards,5873,1504344.96672
17,PPM CORP. AND ASSOCIATES,4454,1449611.641187
18,EHTP,3370,1404277.859247
19,ANTIBE,4970,1272352.76763
20,Campagn'Arts Sibersssois,6067,1207247.518627
21,Harissa,3469,1123216.666666
22,Les Clunsois,3376,1119649.871502
23,Solary,7393,1104190.152979
24,Nuclear > Solar,4729,1058763.296494
25,LeCercle,6398,1047752.003345
26,Les fifrelins,5099,1020734.781864
27,ça zinzinule,4359,880190.054509
28,Le Renard,2870,862123.153897
29,The_team,6874,849294.814608
30,L'OBRG,7594,813206.023606
31,team11,3318,772343.96173
32,PoêleWater,3390,744104.65635
33,ElectroFusion innovation Inc.,5627,708727.528225
34,Col partners,2570,687120.245183
35,Missile Sol-Air,6406,576721.761685
36,Saison raclette ouverte,2461,570920.271637
37,Solar Cover,3454,569422.345548
38,BR Électricité,3473,505254.57535
39,151160,4476,405461.671823
40,Châlon’s Limited,2888,404675.945576
41,Solar1200,4981,332922.689385
42,Max Verstappen,3540,332767.643919
43,Les foufous2,4615,276430.368538
44,Les Backstreet Boyz,5123,273795.119595
45,Emily Franquiel,3496,257264.966152
46,xX_K1ll3rC4rd1_Xx,3300,252631.325805
47,Solar Team,2806,243295.081575
48,BRJEUX,4709,217658.040716
49,DinoCo,4364,208946.948943
50,27kiπne,4173,153895.745321
51,Ninte,4763,102477.087517
52,Cocorico,4271,100892.442921
53,Le dernier rang,5393,47996.160679
54,Les 4 fantastiques,4933,-48452.650712
55,Equipe 7,4879,-232430.525626
56,AL-Suppliers,4501,-447095.652702
57,CACIB LargeCap Industry,7364,-566905.420977
58,HPC 220,3394,-583753.891911
59,Factorylearn,2836,-593794.785101
60,A&C,4079,-995765.132477
61,Pucela,3112,-1211914.11125
62,GADZ CREDA,5487,-1251163.633664
63,Erasmus,1523,-1408865.692339
64,décUV,3945,-1470100.950363
65,Palanca,3338,-1642827.62685
66,Nom d’équipe,3488,-1840103.753133
67,Vivrela,1928,-2452103.221681
68,Equipe_42,7199,-2813795.425698
69,J&TS,3520,-3360710.925986
70,TEAM257778126,3510,-5187769.254181
71,L'Horizon,3157,-6082600.753274
72,solo factory,3379,-7080593.754895
73,D’or et de platine,3676,-9068601.134051
74,Chad Industries,3676,-9364101.479594
75,Les foufous,3688,-9364101.479594
76,équipe sans action,3676,-9364101.479594
