,Team,Orders Out,Cash
0,Les coquelicots,5688,2584533.300286
1,groupe13,5517,2567099.204605
2,Photovoltamites,4062,2234749.181704
3,SalsaBaguette,4276,2210689.854039
4,HomeIsNotAWorkPlace,4419,2058434.570985
5,Lux,5380,1727065.929827
6,GPTeam,3695,1497363.4741
7,La Qualiteam,5106,1463796.582634
8,LeCercle,4516,1172458.625006
9,CookieClickerPGM,4641,1170812.424629
10,Équipe__93183,4197,1110184.551
11,Solar leaders,5133,1071908.50417
12,EHTP,2556,873278.451901
13,Le dernier rang,3598,848097.44253
14,Panelli 2000,3832,840054.801655
15,Solairestp,5258,796589.152781
16,pacyma,4739,795583.244166
17,ElectroFusion innovation Inc.,3870,743762.507905
18,CapitaineAbandonné,2687,719414.970651
19,Missile Sol-Air,4402,714810.345144
20,Les 4 fantastiques,3619,656610.946857
21,Solary,5250,650616.750967
22,BRJEUX,3007,578096.516808
23,Harissa,2618,575058.294742
24,L'OBRG,5580,574957.229738
25,Serious team,4610,569974.168669
26,Campagn'Arts Sibersssois,4042,476374.131319
27,PPM CORP. AND ASSOCIATES,3156,472050.379817
28,Les campagnards,4021,426134.339264
29,The_team,5168,423046.823046
30,DinoCo,3303,395067.518391
31,Cocorico,3239,388756.902441
32,Solar1200,3624,358683.863684
33,Le Renard,2399,336248.853832
34,CACIB LargeCap Industry,5086,332846.865396
35,Châlon’s Limited,2261,309223.815168
36,Max Verstappen,2610,302536.270923
37,Les Backstreet Boyz,3728,290608.904638
38,Les Clunsois,2532,286250.407077
39,Nuclear > Solar,3549,282826.686455
40,Les foufous2,3454,118244.787299
41,Col partners,2011,105141.504326
42,Saison raclette ouverte,1798,14421.059476
43,ça zinzinule,3438,-4684.239367
44,Les fifrelins,3740,-48076.423451
45,PoêleWater,2667,-82456.988797
46,Solar Cover,2624,-103346.38269
47,BR Électricité,2620,-113630.980233
48,ANTIBE,3758,-193450.812677
49,Equipe_42,5151,-222051.936723
50,team11,2538,-227655.553699
51,151160,3395,-269287.545058
52,Emily Franquiel,2632,-378034.237995
53,AL-Suppliers,3389,-429094.418382
54,xX_K1ll3rC4rd1_Xx,2459,-461117.778814
55,Solar Team,2207,-553078.908299
56,HPC 220,2550,-653940.42319
57,27kiπne,3151,-715791.147331
58,Equipe 7,3674,-1019804.67149
59,Ninte,3569,-1333555.792096
60,Erasmus,1523,-1408864.349323
61,A&C,3126,-1463701.875885
62,Pucela,2429,-1468850.969534
63,Palanca,2502,-1596326.715856
64,Factorylearn,2260,-1615106.219015
65,décUV,3185,-1744037.787209
66,GADZ CREDA,3944,-2095954.079508
67,J&TS,2632,-2247133.77411
68,Nom d’équipe,2620,-2397602.204107
69,Vivrela,1846,-2759601.68785
70,TEAM257778126,2620,-4097025.853037
71,L'Horizon,2620,-4888800.545768
72,D’or et de platine,2620,-6052100.709725
73,Chad Industries,2620,-6277100.797695
74,équipe sans action,2632,-6277100.809188
75,Les foufous,2632,-6277100.809188
76,solo factory,2632,-6720592.985195
