,Team,Orders Out,Cash
0,groupe13,7198,4216098.211269
1,Les coquelicots,7431,3666203.512448
2,HomeIsNotAWorkPlace,5801,3604394.175588
3,Photovoltamites,5285,3368310.957275
4,CookieClickerPGM,6015,3273623.777612
5,pacyma,6443,3188582.131865
6,SalsaBaguette,5895,3085682.305754
7,GPTeam,4656,2789187.589071
8,Lux,7202,2685402.340959
9,Serious team,6377,2252232.839983
10,Équipe__93183,5712,2008973.574518
11,CapitaineAbandonné,3708,1958164.186143
12,Panelli 2000,5041,1869241.377378
13,Solairestp,7286,1805298.734483
14,Solar leaders,6851,1639302.866431
15,La Qualiteam,6850,1515670.271328
16,EHTP,3289,1433527.898922
17,Les campagnards,5662,1349345.101154
18,Harissa,3385,1140016.701592
19,PPM CORP. AND ASSOCIATES,4304,1030111.718749
20,ça zinzinule,4278,959877.608999
21,LeCercle,6190,890718.197336
22,Missile Sol-Air,6132,879559.332358
23,Le Renard,2834,817348.165665
24,team11,3243,816093.999629
25,Les Clunsois,3292,804649.904834
26,ANTIBE,4844,800490.847432
27,The_team,6690,744044.924411
28,ElectroFusion innovation Inc.,5435,743053.116169
29,Les fifrelins,4951,678734.880183
30,Les 4 fantastiques,4760,673797.443489
31,Les foufous2,4474,650680.515506
32,Châlon’s Limited,2827,623070.969028
33,Solar1200,4831,615159.711451
34,PoêleWater,3320,593104.713727
35,Nuclear > Solar,4603,586263.349883
36,Col partners,2540,568307.760381
37,AL-Suppliers,4334,552654.417042
38,Les Backstreet Boyz,4957,552295.203872
39,Solary,7164,523127.740992
40,Solar Cover,3370,499590.435924
41,Campagn'Arts Sibersssois,5851,493497.610976
42,L'OBRG,7302,484206.103625
43,DinoCo,4260,477512.086096
44,Cocorico,4161,459306.530221
45,BR Électricité,3389,439892.650505
46,Saison raclette ouverte,2397,346920.323553
47,151160,4364,318461.724689
48,BRJEUX,4519,293158.115706
49,Solar Team,2750,262732.661022
50,xX_K1ll3rC4rd1_Xx,3216,233631.362496
51,Max Verstappen,3444,227531.727449
52,Le dernier rang,5176,198783.746778
53,27kiπne,4069,66395.786079
54,CACIB LargeCap Industry,7077,36344.69916
55,Ninte,4639,17477.128581
56,Emily Franquiel,3424,5265.009918
57,HPC 220,3310,-284316.324946
58,Equipe 7,4771,-370430.472447
59,Factorylearn,2783,-809044.699489
60,Pucela,3052,-850914.077913
61,GADZ CREDA,5319,-1332207.820615
62,A&C,3983,-1353655.701041
63,Erasmus,1523,-1408865.585508
64,décUV,3885,-1440100.916913
65,Palanca,3266,-1781202.56705
66,Nom d’équipe,3404,-1849603.639263
67,Vivrela,1921,-2478353.117505
68,J&TS,3436,-3409929.578162
69,Equipe_42,6947,-3874294.656704
70,TEAM257778126,3426,-5202571.247462
71,L'Horizon,3097,-6006600.745226
72,solo factory,3340,-7197593.708138
73,D’or et de platine,3592,-8810601.105583
74,Chad Industries,3592,-9031101.433648
75,équipe sans action,3604,-9031101.440439
76,Les foufous,3616,-9031101.440439
