,Team,Orders Out,Cash
0,groupe13,3960,"$1,508,349.67"
1,Photovoltamites,2966,"$1,472,749.59"
2,Lux,3875,"$1,397,016.56"
3,Les coquelicots,4086,"$1,363,034.12"
4,HomeIsNotAWorkPlace,3203,"$1,108,372.84"
5,GPTeam,2817,"$849,296.50"
6,Solary,3644,"$755,555.12"
7,SalsaBaguette,3176,"$690,300.54"
8,Campagn'Arts Sibersssois,2737,"$632,124.97"
9,Serious team,3077,"$511,600.09"
10,Missile Sol-Air,3114,"$477,560.72"
11,ElectroFusion innovation Inc.,2775,"$473,013.20"
12,Solar leaders,3524,"$379,059.21"
13,CACIB LargeCap Industry,3564,"$354,595.50"
14,Solairestp,3656,"$324,089.92"
15,CookieClickerPGM,3439,"$297,875.52"
16,Equipe_42,3640,"$282,071.87"
17,L'OBRG,3977,"$199,707.80"
18,Le dernier rang,2404,"$183,073.09"
19,pacyma,3432,"$155,021.31"
20,BRJEUX,2032,"$149,409.47"
21,Équipe__93183,2866,"$135,435.00"
22,Panelli 2000,2848,"$128,555.30"
23,La Qualiteam,3508,"$120,068.01"
24,Les campagnards,2749,"$117,085.09"
25,LeCercle,3072,"$98,459.02"
26,Harissa,2006,"$62,658.50"
27,EHTP,1969,"$37,028.77"
28,CapitaineAbandonné,1939,"$17,915.68"
29,Les 4 fantastiques,2719,"($20,888.56)"
30,Col partners,1624,"($99,657.73)"
31,Le Renard,1966,"($161,876.02)"
32,Solar1200,2871,"($187,104.88)"
33,Les fifrelins,2822,"($199,575.86)"
34,Châlon’s Limited,1751,"($207,338.39)"
35,Cocorico,2516,"($236,892.94)"
36,Max Verstappen,2008,"($243,029.66)"
37,Nuclear > Solar,2712,"($247,922.86)"
38,Saison raclette ouverte,1340,"($265,578.48)"
39,PPM CORP. AND ASSOCIATES,2340,"($548,448.82)"
40,Les foufous2,2544,"($563,254.25)"
41,team11,1928,"($565,155.32)"
42,ça zinzinule,2752,"($569,558.86)"
43,Les Backstreet Boyz,2843,"($608,140.41)"
44,DinoCo,2512,"($621,744.41)"
45,BR Électricité,2020,"($634,673.23)"
46,Emily Franquiel,2008,"($721,133.82)"
47,Solar Cover,2012,"($740,540.62)"
48,PoêleWater,2157,"($796,456.53)"
49,AL-Suppliers,2589,"($801,093.69)"
50,ANTIBE,2858,"($885,892.91)"
51,The_team,3844,"($902,575.95)"
52,Les Clunsois,1920,"($933,948.79)"
53,151160,2605,"($968,912.11)"
54,xX_K1ll3rC4rd1_Xx,1913,"($1,023,852.98)"
55,Solar Team,1807,"($1,085,953.34)"
56,HPC 220,1938,"($1,190,939.94)"
57,27kiπne,2445,"($1,191,790.87)"
58,Erasmus,1523,"($1,408,863.57)"
59,Factorylearn,1836,"($1,490,230.64)"
60,Palanca,1890,"($1,774,726.34)"
61,Pucela,1906,"($1,801,100.66)"
62,Ninte,2651,"($1,839,388.62)"
63,Equipe 7,2756,"($1,904,929.18)"
64,A&C,2325,"($1,988,526.57)"
65,décUV,2473,"($2,241,287.31)"
66,Vivrela,1796,"($2,402,600.65)"
67,J&TS,2020,"($2,492,101.55)"
68,Nom d’équipe,2008,"($2,594,101.33)"
69,GADZ CREDA,2744,"($2,600,208.64)"
70,TEAM257778126,2020,"($3,868,025.23)"
71,équipe sans action,2008,"($4,180,100.39)"
72,L'Horizon,2008,"($4,464,900.37)"
73,D’or et de platine,2020,"($4,513,100.40)"
74,Les foufous,2020,"($4,513,100.40)"
75,Chad Industries,2020,"($4,513,100.40)"
76,solo factory,2008,"($4,623,592.58)"
