,Team,Orders Out,Cash
0,groupe13,4718,"1 960 849,45 €"
1,Les coquelicots,4854,"1 850 033,72 €"
2,Photovoltamites,3482,"1 733 749,39 €"
3,HomeIsNotAWorkPlace,3771,"1 530 434,96 €"
4,Lux,4608,"1 498 166,25 €"
5,SalsaBaguette,3718,"1 237 505,17 €"
6,GPTeam,3253,"1 223 011,25 €"
7,Serious team,3796,"1 100 349,75 €"
8,CookieClickerPGM,4018,"864 312,74 €"
9,Missile Sol-Air,3713,"850 060,56 €"
10,LeCercle,3781,"722 208,83 €"
11,Campagn'Arts Sibersssois,3336,"664 499,61 €"
12,La Qualiteam,4302,"646 796,91 €"
13,EHTP,2245,"617 028,62 €"
14,Solar leaders,4304,"521 358,88 €"
15,Équipe__93183,3432,"344 934,77 €"
16,pacyma,3985,"339 083,52 €"
17,L'OBRG,4772,"329 957,52 €"
18,Harissa,2306,"327 258,40 €"
19,Les 4 fantastiques,3151,"296 611,20 €"
20,Solairestp,4451,"284 339,55 €"
21,Panelli 2000,3294,"279 055,05 €"
22,ElectroFusion innovation Inc.,3316,"272 450,36 €"
23,Solar1200,3217,"212 644,96 €"
24,Châlon’s Limited,2001,"198 348,97 €"
25,Col partners,1850,"161 842,10 €"
26,BRJEUX,2467,"128 909,25 €"
27,Equipe_42,4401,"113 821,32 €"
28,Le Renard,2170,"105 273,92 €"
29,Saison raclette ouverte,1564,"77 421,31 €"
30,Solary,4414,"71 454,72 €"
31,Le dernier rang,2952,"68 535,28 €"
32,Max Verstappen,2308,"23 491,59 €"
33,Cocorico,2863,"21 556,99 €"
34,Les campagnards,3319,"13 859,76 €"
35,PPM CORP. AND ASSOCIATES,2740,"-17 449,26 €"
36,CapitaineAbandonné,2232,"-110 834,67 €"
37,Nuclear > Solar,3122,"-124 423,09 €"
38,BR Électricité,2308,"-221 310,95 €"
39,DinoCo,2900,"-223 994,73 €"
40,Les Backstreet Boyz,3260,"-254 390,74 €"
41,Les fifrelins,3272,"-264 076,15 €"
42,Solar Cover,2300,"-302 046,12 €"
43,ça zinzinule,3076,"-363 309,04 €"
44,Emily Franquiel,2308,"-381 834,01 €"
45,Les Clunsois,2220,"-449 949,41 €"
46,team11,2214,"-467 655,43 €"
47,CACIB LargeCap Industry,4285,"-516 876,47 €"
48,ANTIBE,3290,"-607 080,71 €"
49,xX_K1ll3rC4rd1_Xx,2148,"-640 685,37 €"
50,PoêleWater,2407,"-698 456,76 €"
51,Solar Team,1999,"-739 953,61 €"
52,Les foufous2,2986,"-870 754,71 €"
53,151160,2977,"-884 787,32 €"
54,27kiπne,2775,"-939 290,99 €"
55,AL-Suppliers,2973,"-1 113 094,05 €"
56,HPC 220,2238,"-1 237 940,20 €"
57,Ninte,3101,"-1 323 888,83 €"
58,Erasmus,1523,"-1 408 863,95 €"
59,Palanca,2178,"-1 527 326,46 €"
60,Equipe 7,3206,"-1 551 804,45 €"
61,Factorylearn,2051,"-1 560 355,86 €"
62,A&C,2694,"-1 867 701,71 €"
63,Pucela,2161,"-1 887 850,78 €"
64,décUV,2834,"-2 081 850,04 €"
65,The_team,4482,"-2 104 701,97 €"
66,J&TS,2308,"-2 360 102,02 €"
67,Nom d’équipe,2308,"-2 722 101,75 €"
68,Vivrela,1820,"-2 857 101,15 €"
69,GADZ CREDA,3320,"-2 994 711,57 €"
70,TEAM257778126,2308,"-4 004 025,54 €"
71,L'Horizon,2308,"-4 578 800,48 €"
72,D’or et de platine,2308,"-5 062 100,58 €"
73,Chad Industries,2308,"-5 062 100,59 €"
74,équipe sans action,2308,"-5 062 100,59 €"
75,Les foufous,2308,"-5 062 100,59 €"
76,solo factory,2308,"-5 505 592,78 €"
