,Team,Orders Out,Cash
0,SalsaBaguette,2777,"$1,820,521.04"
1,groupe13,3448,"$1,155,162.37"
2,Photovoltamites,2579,"$1,029,499.73"
3,Les campagnards,2398,"$872,147.79"
4,Missile Sol-Air,2743,"$840,935.82"
5,L'OBRG,3416,"$825,457.99"
6,Lux,3381,"$775,166.77"
7,Solary,3094,"$679,663.20"
8,Les coquelicots,3510,"$677,534.42"
9,HomeIsNotAWorkPlace,2854,"$668,685.61"
10,Solairestp,3118,"$657,490.15"
11,ElectroFusion innovation Inc.,2367,"$638,888.41"
12,Solar leaders,2971,"$615,809.38"
13,Campagn'Arts Sibersssois,2380,"$609,062.70"
14,pacyma,2967,"$553,714.19"
15,GPTeam,2511,"$493,054.17"
16,La Qualiteam,2990,"$449,724.45"
17,BRJEUX,1756,"$442,972.14"
18,Le dernier rang,2063,"$412,800.77"
19,CookieClickerPGM,3063,"$408,750.75"
20,Équipe__93183,2469,"$376,685.18"
21,Serious team,2586,"$370,412.88"
22,Equipe_42,3068,"$278,322.08"
23,The_team,3298,"$238,611.93"
24,LeCercle,2659,"$141,709.18"
25,CapitaineAbandonné,1736,"$128,978.56"
26,Panelli 2000,2524,"$85,555.50"
27,EHTP,1762,"$16,779.04"
28,Col partners,1494,"($88,657.64)"
29,Harissa,1790,"($111,941.43)"
30,Le Renard,1788,"($190,588.46)"
31,Châlon’s Limited,1594,"($194,838.31)"
32,CACIB LargeCap Industry,3009,"($218,698.41)"
33,Les 4 fantastiques,2437,"($261,924.86)"
34,Max Verstappen,1804,"($311,680.11)"
35,Cocorico,2249,"($327,555.37)"
36,Saison raclette ouverte,1186,"($363,578.33)"
37,Les Clunsois,1716,"($391,348.59)"
38,Solar1200,2547,"($558,104.74)"
39,team11,1732,"($657,957.32)"
40,Les Backstreet Boyz,2529,"($683,640.15)"
41,DinoCo,2255,"($690,494.21)"
42,Nuclear > Solar,2433,"($727,172.73)"
43,Les fifrelins,2516,"($734,575.73)"
44,ça zinzinule,2497,"($754,746.22)"
45,BR Électricité,1804,"($772,382.44)"
46,Les foufous2,2296,"($872,253.99)"
47,Emily Franquiel,1804,"($895,821.18)"
48,Solar Cover,1796,"($899,834.66)"
49,AL-Suppliers,2301,"($1,005,093.44)"
50,PPM CORP. AND ASSOCIATES,2068,"($1,042,448.45)"
51,Solar Team,1663,"($1,047,828.12)"
52,151160,2322,"($1,162,536.95)"
53,PoêleWater,1967,"($1,177,456.38)"
54,ANTIBE,2534,"($1,313,252.05)"
55,HPC 220,1734,"($1,369,939.78)"
56,27kiπne,2201,"($1,378,290.78)"
57,xX_K1ll3rC4rd1_Xx,1717,"($1,392,352.76)"
58,Erasmus,1523,"($1,408,863.31)"
59,Factorylearn,1686,"($1,582,480.49)"
60,Ninte,2349,"($1,799,888.48)"
61,Equipe 7,2450,"($2,158,460.28)"
62,A&C,2074,"($2,267,626.48)"
63,Pucela,1758,"($2,326,100.53)"
64,décUV,2234,"($2,458,412.17)"
65,Vivrela,1778,"($2,470,100.44)"
66,Palanca,1698,"($2,494,101.11)"
67,Nom d’équipe,1804,"($2,921,601.04)"
68,GADZ CREDA,2312,"($2,933,929.74)"
69,J&TS,1804,"($3,157,101.21)"
70,TEAM257778126,1804,"($3,282,025.00)"
71,équipe sans action,1804,"($3,739,100.26)"
72,Les foufous,1804,"($3,739,100.26)"
73,Chad Industries,1804,"($3,739,100.26)"
74,D’or et de platine,1804,"($3,739,100.26)"
75,solo factory,1804,"($4,182,592.45)"
76,L'Horizon,1804,"($4,433,090.15)"
