,Team,Orders Out,Cash
0,groupe13,8030,5152097.979191
1,HomeIsNotAWorkPlace,6473,4223893.820912
2,Les coquelicots,8263,3983656.202766
3,CookieClickerPGM,6711,3979998.471115
4,SalsaBaguette,6727,3971776.297568
5,Lux,8252,3447352.014237
6,Photovoltamites,5844,3421560.675094
7,pacyma,7275,3384581.858775
8,GPTeam,5113,2919989.773742
9,Solairestp,8339,2848548.395945
10,Serious team,7199,2797755.752091
11,Équipe__93183,6492,2622973.345487
12,Solar leaders,7826,2602552.459271
13,La Qualiteam,7716,2437107.37883
14,Panelli 2000,5599,2345241.113819
15,CapitaineAbandonné,4150,2292664.007893
16,Les campagnards,6473,2259344.553802
17,PPM CORP. AND ASSOCIATES,4858,1792611.422494
18,Campagn'Arts Sibersssois,6788,1704184.685831
19,EHTP,3588,1680277.746401
20,LeCercle,7014,1653090.413815
21,Les fifrelins,5505,1491234.536514
22,Solary,8153,1312102.322622
23,Harissa,3709,1297816.568198
24,ça zinzinule,4629,1271564.91082
25,ANTIBE,5312,1234120.768585
26,Missile Sol-Air,7147,1198534.039952
27,Nuclear > Solar,5065,1124763.119885
28,ElectroFusion innovation Inc.,6179,1094716.91008
29,Le Renard,2990,994073.114175
30,The_team,7450,901669.516087
31,team11,3521,883593.872092
32,Solar Cover,3682,822798.53558
33,Les Clunsois,3628,802649.710546
34,PoêleWater,3590,775104.458189
35,Les 4 fantastiques,5513,743047.099988
36,Saison raclette ouverte,2631,724920.114219
37,Col partners,2740,716932.609054
38,AL-Suppliers,5041,701904.137621
39,Le dernier rang,6067,701333.356451
40,BR Électricité,3701,694072.607238
41,Châlon’s Limited,3082,628698.387684
42,151160,4780,593461.521624
43,BRJEUX,5432,546907.78818
44,DinoCo,4694,545577.073945
45,Solar Team,2958,512107.375481
46,Les foufous2,5083,499430.004421
47,xX_K1ll3rC4rd1_Xx,3528,494131.22708
48,Solar1200,5383,483906.946195
49,Max Verstappen,3811,424639.76859
50,Emily Franquiel,3736,386564.808625
51,27kiπne,4459,343895.632896
52,Ninte,5105,323476.96427
53,Les Backstreet Boyz,5581,323430.312128
54,Cocorico,4559,125113.217808
55,L'OBRG,8333,109330.780627
56,Equipe_42,7881,58453.066399
57,Factorylearn,2986,17455.097623
58,Equipe 7,5239,5069.321992
59,HPC 220,3622,-391941.575638
60,GADZ CREDA,5943,-486736.739672
61,CACIB LargeCap Industry,8084,-506405.927283
62,Pucela,3321,-1014164.256157
63,A&C,4399,-1035796.599846
64,Erasmus,1523,-1408865.99757
65,Nom d’équipe,3716,-1703104.078523
66,Palanca,3578,-1912765.309338
67,décUV,4147,-1946601.181858
68,Vivrela,1951,-2377103.501696
69,J&TS,3748,-4103117.571538
70,TEAM257778126,3738,-5582311.161323
71,L'Horizon,3251,-6344600.780882
72,solo factory,3549,-6857218.919614
73,D’or et de platine,3904,-9694101.235334
74,Chad Industries,3904,-9913101.639951
75,Les foufous,3928,-9913101.645959
76,équipe sans action,3916,-9913101.645959
