,Team,Orders Out,Cash
0,groupe13,4306,"$1,950,849.57"
1,Les coquelicots,4438,"$1,615,033.94"
2,Lux,4225,"$1,603,316.41"
3,Photovoltamites,3200,"$1,513,249.50"
4,HomeIsNotAWorkPlace,3459,"$1,174,935.16"
5,SalsaBaguette,3436,"$1,027,670.34"
6,GPTeam,3029,"$756,131.38"
7,Serious team,3407,"$629,599.94"
8,ElectroFusion innovation Inc.,3040,"$537,950.53"
9,EHTP,2096,"$477,778.69"
10,Missile Sol-Air,3396,"$469,685.65"
11,La Qualiteam,3902,"$425,567.88"
12,LeCercle,3409,"$391,208.93"
13,pacyma,3666,"$377,021.18"
14,Solar leaders,3876,"$354,659.07"
15,Équipe__93183,3098,"$341,434.89"
16,L'OBRG,4359,"$313,207.67"
17,The_team,4134,"$301,736.30"
18,Panelli 2000,3044,"$277,555.18"
19,Equipe_42,3988,"$276,071.60"
20,CookieClickerPGM,3684,"$271,062.89"
21,CapitaineAbandonné,2065,"$138,915.51"
22,Harissa,2150,"$135,858.45"
23,BRJEUX,2242,"$135,846.86"
24,Les 4 fantastiques,2917,"$132,111.33"
25,Les campagnards,3005,"$123,359.94"
26,Le dernier rang,2678,"$71,830.44"
27,Campagn'Arts Sibersssois,3016,"$63,499.81"
28,Solary,3998,"$59,154.93"
29,Le Renard,2059,"$56,098.95"
30,Solairestp,4038,"$1,589.73"
31,Solar1200,3039,"($15,604.96)"
32,Cocorico,2678,"($30,792.97)"
33,Max Verstappen,2152,"($97,123.46)"
34,DinoCo,2698,"($102,244.56)"
35,Châlon’s Limited,1871,"($190,088.46)"
36,Nuclear > Solar,2910,"($212,422.98)"
37,Saison raclette ouverte,1448,"($220,578.58)"
38,CACIB LargeCap Industry,3875,"($250,376.17)"
39,Les fifrelins,3038,"($265,576.01)"
40,Col partners,1732,"($280,657.85)"
41,PPM CORP. AND ASSOCIATES,2532,"($312,949.05)"
42,team11,2060,"($395,155.37)"
43,Les Backstreet Boyz,3026,"($472,890.56)"
44,Solar Cover,2144,"($550,061.60)"
45,BR Électricité,2152,"($556,125.93)"
46,Emily Franquiel,2152,"($636,633.91)"
47,ça zinzinule,2898,"($658,433.94)"
48,xX_K1ll3rC4rd1_Xx,2031,"($671,540.54)"
49,ANTIBE,3056,"($697,395.66)"
50,PoêleWater,2277,"($768,456.64)"
51,151160,2775,"($833,287.21)"
52,Solar Team,1895,"($971,640.97)"
53,Les foufous2,2752,"($982,254.47)"
54,AL-Suppliers,2765,"($1,017,093.88)"
55,Les Clunsois,2064,"($1,034,949.15)"
56,27kiπne,2595,"($1,039,290.92)"
57,HPC 220,2082,"($1,236,940.07)"
58,Erasmus,1523,"($1,408,863.75)"
59,Factorylearn,1938,"($1,543,668.25)"
60,Ninte,2867,"($1,615,388.72)"
61,Palanca,2022,"($1,667,326.40)"
62,Equipe 7,2972,"($1,672,804.31)"
63,Pucela,2029,"($1,683,850.68)"
64,A&C,2486,"($1,985,701.62)"
65,décUV,2648,"($2,201,162.42)"
66,Nom d’équipe,2152,"($2,607,101.54)"
67,GADZ CREDA,3008,"($2,732,635.86)"
68,Vivrela,1807,"($2,905,850.86)"
69,J&TS,2152,"($2,906,101.79)"
70,TEAM257778126,2152,"($3,868,025.37)"
71,L'Horizon,2152,"($4,505,800.45)"
72,Chad Industries,2152,"($4,621,100.48)"
73,D’or et de platine,2152,"($4,621,100.48)"
74,équipe sans action,2152,"($4,621,100.48)"
75,Les foufous,2152,"($4,621,100.48)"
76,solo factory,2152,"($5,064,592.67)"
