,Team,Orders Out,Cash
0,CookieClickerPGM,1541,"506 428,72 €"
1,Équipe__93183,1167,"449 185,91 €"
2,ElectroFusion innovation Inc.,1055,"381 034,99 €"
3,Lux,1427,"352 967,66 €"
4,Solar leaders,1263,"331 802,33 €"
5,Photovoltamites,1244,"316 828,40 €"
6,HomeIsNotAWorkPlace,1254,"309 436,47 €"
7,SalsaBaguette,1341,"306 478,08 €"
8,groupe13,1398,"240 662,99 €"
9,Les coquelicots,1516,"191 907,80 €"
10,Solairestp,1306,"183 667,64 €"
11,L'OBRG,1449,"168 247,70 €"
12,The_team,1341,"152 832,04 €"
13,Missile Sol-Air,1374,"133 498,82 €"
14,Les campagnards,1264,"99 748,42 €"
15,BRJEUX,937,"63 285,38 €"
16,Equipe_42,1258,"60 879,82 €"
17,Le dernier rang,944,"57 959,00 €"
18,Campagn'Arts Sibersssois,1188,"28 701,09 €"
19,GPTeam,1217,"15 094,94 €"
20,Solary,1406,"-51 343,68 €"
21,pacyma,1321,"-114 506,40 €"
22,La Qualiteam,1230,"-137 959,59 €"
23,LeCercle,1244,"-187 063,59 €"
24,Serious team,1191,"-187 096,31 €"
25,EHTP,954,"-450 173,06 €"
26,CapitaineAbandonné,955,"-561 275,19 €"
27,Saison raclette ouverte,512,"-649 265,22 €"
28,Col partners,928,"-671 743,18 €"
29,Panelli 2000,1292,"-1 018 443,77 €"
30,Les 4 fantastiques,1261,"-1 223 674,18 €"
31,CACIB LargeCap Industry,1129,"-1 257 389,50 €"
32,Emily Franquiel,980,"-1 295 974,75 €"
33,DinoCo,1209,"-1 315 555,84 €"
34,Harissa,980,"-1 384 390,88 €"
35,Cocorico,1222,"-1 430 641,79 €"
36,Solar1200,1322,"-1 533 062,28 €"
37,Châlon’s Limited,948,"-1 635 975,02 €"
38,Les Clunsois,968,"-1 688 974,85 €"
39,Max Verstappen,968,"-1 695 974,89 €"
40,Le Renard,980,"-1 695 975,06 €"
41,D’or et de platine,968,"-1 736 974,69 €"
42,L'Horizon,968,"-1 736 974,69 €"
43,Chad Industries,968,"-1 736 974,69 €"
44,Erasmus,1130,"-1 747 175,47 €"
45,team11,980,"-1 754 685,87 €"
46,Les Backstreet Boyz,1299,"-1 774 139,19 €"
47,BR Électricité,968,"-1 782 135,80 €"
48,Les fifrelins,1306,"-1 831 137,64 €"
49,Solar Cover,980,"-1 920 114,67 €"
50,solo factory,968,"-2 010 685,63 €"
51,Palanca,980,"-2 050 474,65 €"
52,Vivrela,980,"-2 069 974,70 €"
53,Factorylearn,980,"-2 069 974,70 €"
54,équipe sans action,980,"-2 069 974,70 €"
55,Pucela,980,"-2 069 974,70 €"
56,Les foufous,980,"-2 069 974,70 €"
57,Solar Team,968,"-2 082 277,13 €"
58,Les foufous2,1326,"-2 136 849,04 €"
59,J&TS,980,"-2 171 974,84 €"
60,Nom d’équipe,968,"-2 222 474,79 €"
61,ANTIBE,1282,"-2 246 514,09 €"
62,PPM CORP. AND ASSOCIATES,1071,"-2 319 196,39 €"
63,PoêleWater,1245,"-2 339 705,60 €"
64,xX_K1ll3rC4rd1_Xx,980,"-2 382 164,21 €"
65,151160,1242,"-2 383 286,21 €"
66,A&C,1054,"-2 398 375,75 €"
67,Nuclear > Solar,1320,"-2 407 046,78 €"
68,ça zinzinule,1369,"-2 442 745,64 €"
69,TEAM257778126,968,"-2 461 367,94 €"
70,AL-Suppliers,1199,"-2 465 342,51 €"
71,27kiπne,1180,"-2 612 813,60 €"
72,HPC 220,928,"-2 812 188,62 €"
73,Equipe 7,1283,"-3 120 146,78 €"
74,Ninte,1241,"-3 669 200,13 €"
75,décUV,1229,"-3 708 911,10 €"
76,GADZ CREDA,822,"-4 099 303,28 €"
