,Team,Orders Out,Cash
0,groupe13,6878,4314098.303076
1,Les coquelicots,7079,3374688.065878
2,Photovoltamites,5051,3327811.059233
3,SalsaBaguette,5575,2991213.070243
4,CookieClickerPGM,5775,2973998.89777
5,HomeIsNotAWorkPlace,5561,2947394.310901
6,pacyma,6123,2719582.223943
7,GPTeam,4486,2404125.190246
8,Lux,6833,2316552.467345
9,Serious team,5994,2070964.812017
10,Équipe__93183,5412,1802973.661231
11,Solar leaders,6534,1713553.025994
12,Missile Sol-Air,5812,1713209.439804
13,CapitaineAbandonné,3522,1701664.257637
14,Panelli 2000,4835,1682741.480025
15,Solairestp,6880,1541499.398863
16,EHTP,3163,1416027.9688
17,La Qualiteam,6532,1358295.438031
18,Harissa,3265,1021816.75007
19,Les Clunsois,3172,940650.001753
20,Les campagnards,5362,936095.314751
21,ANTIBE,4664,892402.420789
22,PPM CORP. AND ASSOCIATES,4090,813611.836128
23,ça zinzinule,4132,781752.686962
24,Le Renard,2768,754360.686985
25,CACIB LargeCap Industry,6744,746344.996604
26,DinoCo,4130,719793.383804
27,team11,3126,702344.051087
28,ElectroFusion innovation Inc.,5128,619128.738335
29,Nuclear > Solar,4423,618263.43248
30,BRJEUX,4182,566408.235463
31,Solar1200,4609,558274.359736
32,Châlon’s Limited,2747,540716.0087
33,Les fifrelins,4737,539234.989262
34,Solary,6775,528452.913551
35,Les 4 fantastiques,4552,514797.595974
36,PoêleWater,3220,506104.810893
37,Saison raclette ouverte,2307,472920.423309
38,L'OBRG,6944,460706.198033
39,BR Électricité,3269,412454.202854
40,Cocorico,4015,390681.564419
41,Campagn'Arts Sibersssois,5461,340435.287229
42,Les Backstreet Boyz,4722,330045.329839
43,LeCercle,5862,304973.469166
44,Solar Cover,3238,263293.122581
45,Le dernier rang,4891,251463.872376
46,Col partners,2450,210182.805598
47,Solar Team,2670,136357.771969
48,151160,4188,134461.80746
49,Les foufous2,4279,132430.696519
50,Max Verstappen,3300,105688.00634
51,The_team,6419,55795.032443
52,xX_K1ll3rC4rd1_Xx,3084,34631.419949
53,Emily Franquiel,3292,-37234.900671
54,AL-Suppliers,4174,-47345.437985
55,27kiπne,3919,-101104.15391
56,Ninte,4459,-202522.789304
57,Equipe 7,4573,-609930.384146
58,HPC 220,3190,-693691.228298
59,Factorylearn,2708,-1114669.535578
60,A&C,3807,-1208202.453067
61,Pucela,2950,-1247726.505652
62,Palanca,3134,-1303889.958458
63,Erasmus,1523,-1408865.432893
64,GADZ CREDA,5079,-1487660.824083
65,décUV,3791,-1510600.871529
66,Nom d’équipe,3284,-2269603.461774
67,Vivrela,1911,-2515852.963131
68,J&TS,3304,-3487273.096859
69,TEAM257778126,3306,-4637716.957147
70,Equipe_42,6587,-5389293.358312
71,L'Horizon,3045,-5733100.725487
72,solo factory,3330,-7227593.628142
73,D’or et de platine,3472,-8336601.062006
74,Chad Industries,3472,-8590101.346952
75,équipe sans action,3472,-8590101.346952
76,Les foufous,3484,-8590101.346952
