,Team,Orders Out,Cash
0,groupe13,4997,"$2,358,099.37"
1,Les coquelicots,5136,"$2,073,533.59"
2,Photovoltamites,3675,"$1,953,499.32"
3,SalsaBaguette,3909,"$1,649,855.07"
4,Lux,4878,"$1,494,966.15"
5,HomeIsNotAWorkPlace,4011,"$1,434,434.84"
6,GPTeam,3404,"$1,433,561.16"
7,LeCercle,4036,"$1,057,458.76"
8,Solar leaders,4589,"$781,208.75"
9,Équipe__93183,3696,"$707,434.70"
10,CookieClickerPGM,4233,"$702,750.13"
11,L'OBRG,5061,"$647,707.42"
12,EHTP,2349,"$638,528.56"
13,La Qualiteam,4591,"$631,546.79"
14,Serious team,4088,"$578,349.59"
15,ElectroFusion innovation Inc.,3503,"$576,637.74"
16,Solairestp,4743,"$513,339.42"
17,Les 4 fantastiques,3313,"$511,611.12"
18,Equipe_42,4662,"$453,321.21"
19,CapitaineAbandonné,2382,"$451,665.19"
20,pacyma,4244,"$401,333.42"
21,Harissa,2414,"$400,458.36"
22,Panelli 2000,3480,"$390,554.96"
23,Les campagnards,3559,"$375,109.63"
24,BRJEUX,2647,"$341,971.68"
25,Solary,4706,"$300,817.07"
26,Solar1200,3357,"$282,832.40"
27,Cocorico,2996,"$280,306.96"
28,Le dernier rang,3173,"$274,747.67"
29,Le Renard,2246,"$265,111.40"
30,Campagn'Arts Sibersssois,3555,"$264,436.94"
31,DinoCo,3039,"$246,067.71"
32,Missile Sol-Air,3930,"$236,622.98"
33,CACIB LargeCap Industry,4574,"$216,873.32"
34,Châlon’s Limited,2091,"$101,036.41"
35,PPM CORP. AND ASSOCIATES,2884,"$38,050.60"
36,Max Verstappen,2416,"$34,671.23"
37,ANTIBE,3452,($401.12)
38,Col partners,1893,"($9,223.03)"
39,Les Clunsois,2328,"($44,949.52)"
40,Nuclear > Solar,3269,"($60,173.16)"
41,Saison raclette ouverte,1646,"($76,578.79)"
42,ça zinzinule,3195,"($161,621.61)"
43,Solar Cover,2408,"($180,546.19)"
44,Les Backstreet Boyz,3422,"($197,890.86)"
45,Les foufous2,3148,"($263,254.89)"
46,Les fifrelins,3434,"($319,576.23)"
47,PoêleWater,2497,"($320,456.83)"
48,151160,3116,"($363,537.39)"
49,BR Électricité,2416,"($385,281.36)"
50,team11,2322,"($387,655.47)"
51,Emily Franquiel,2416,"($423,334.09)"
52,xX_K1ll3rC4rd1_Xx,2252,"($524,367.69)"
53,AL-Suppliers,3117,"($573,094.18)"
54,Solar Team,2071,"($588,516.21)"
55,HPC 220,2346,"($832,940.26)"
56,27kiπne,2895,"($895,791.05)"
57,The_team,4718,"($1,114,827.52)"
58,Factorylearn,2123,"($1,278,543.45)"
59,Ninte,3263,"($1,302,805.60)"
60,Equipe 7,3368,"($1,353,304.53)"
61,Erasmus,1523,"($1,408,864.09)"
62,Pucela,2249,"($1,557,850.83)"
63,A&C,2838,"($1,658,701.76)"
64,Palanca,2286,"($1,675,326.56)"
65,décUV,2954,"($1,967,350.13)"
66,Nom d’équipe,2416,"($2,450,601.91)"
67,Vivrela,1829,"($2,823,351.34)"
68,GADZ CREDA,3536,"($2,902,344.49)"
69,J&TS,2416,"($2,902,727.21)"
70,TEAM257778126,2416,"($3,680,025.63)"
71,L'Horizon,2416,"($4,683,300.51)"
72,D’or et de platine,2416,"($5,428,100.63)"
73,équipe sans action,2416,"($5,503,100.67)"
74,Les foufous,2416,"($5,503,100.67)"
75,Chad Industries,2416,"($5,503,100.67)"
76,solo factory,2428,"($5,946,592.86)"
