,Team,Orders Out,Cash
0,SalsaBaguette,1675,"$1,064,751.33"
1,Solar leaders,1608,"$443,856.82"
2,Le dernier rang,1157,"$376,228.83"
3,L'OBRG,1858,"$365,997.56"
4,CookieClickerPGM,1941,"$321,282.67"
5,pacyma,1675,"$298,438.68"
6,LeCercle,1544,"$298,303.45"
7,Photovoltamites,1496,"$244,328.30"
8,CACIB LargeCap Industry,1528,"$234,524.07"
9,Équipe__93183,1423,"$200,185.71"
10,BRJEUX,999,"$199,285.19"
11,Lux,1830,"$195,817.46"
12,Serious team,1469,"$161,163.84"
13,Campagn'Arts Sibersssois,1419,"$131,588.35"
14,Missile Sol-Air,1741,"$131,498.67"
15,Les coquelicots,1891,"$130,097.71"
16,GPTeam,1493,"$128,337.18"
17,Equipe_42,1619,"$78,620.13"
18,HomeIsNotAWorkPlace,1609,"$55,498.83"
19,groupe13,1800,"$53,162.84"
20,Les campagnards,1460,"$37,448.33"
21,La Qualiteam,1576,($162.95)
22,Solary,1772,"($30,912.47)"
23,Solairestp,1656,"($80,660.70)"
24,ElectroFusion innovation Inc.,1264,"($112,972.98)"
25,The_team,1688,"($127,324.46)"
26,Saison raclette ouverte,640,"($458,843.50)"
27,Panelli 2000,1573,"($550,693.94)"
28,Col partners,1050,"($577,743.27)"
29,CapitaineAbandonné,1143,"($640,588.07)"
30,EHTP,1142,"($832,173.37)"
31,Harissa,1154,"($954,391.17)"
32,DinoCo,1453,"($992,556.05)"
33,Les 4 fantastiques,1529,"($994,424.34)"
34,Emily Franquiel,1168,"($1,127,974.91)"
35,Max Verstappen,1168,"($1,127,975.13)"
36,Les fifrelins,1594,"($1,353,637.81)"
37,Châlon’s Limited,1132,"($1,467,975.38)"
38,Solar1200,1621,"($1,495,041.69)"
39,Le Renard,1164,"($1,539,975.44)"
40,team11,1168,"($1,586,686.14)"
41,Les Clunsois,1142,"($1,598,975.24)"
42,BR Électricité,1168,"($1,641,042.34)"
43,Nuclear > Solar,1573,"($1,675,797.06)"
44,ça zinzinule,1650,"($1,699,995.81)"
45,Les Backstreet Boyz,1580,"($1,714,389.41)"
46,ANTIBE,1581,"($1,740,738.28)"
47,Solar Cover,1168,"($1,752,115.07)"
48,Solar Team,1165,"($1,923,277.48)"
49,Les foufous2,1557,"($1,992,315.52)"
50,Vivrela,1168,"($2,009,974.84)"
51,Factorylearn,1168,"($2,009,974.84)"
52,Chad Industries,1168,"($2,009,974.84)"
53,Pucela,1168,"($2,009,974.84)"
54,Les foufous,1168,"($2,009,974.84)"
55,D’or et de platine,1168,"($2,009,974.84)"
56,équipe sans action,1168,"($2,009,974.84)"
57,L'Horizon,1168,"($2,009,974.84)"
58,Cocorico,1488,"($2,108,642.28)"
59,xX_K1ll3rC4rd1_Xx,1159,"($2,130,914.60)"
60,PPM CORP. AND ASSOCIATES,1260,"($2,134,446.98)"
61,PoêleWater,1429,"($2,139,455.85)"
62,151160,1474,"($2,143,536.44)"
63,AL-Suppliers,1453,"($2,220,092.72)"
64,Nom d’équipe,1168,"($2,232,475.08)"
65,solo factory,1168,"($2,310,592.03)"
66,TEAM257778126,1168,"($2,339,868.17)"
67,Erasmus,1323,"($2,478,175.63)"
68,27kiπne,1446,"($2,508,813.90)"
69,Palanca,1168,"($2,641,974.82)"
70,HPC 220,1123,"($2,644,189.03)"
71,Equipe 7,1512,"($2,680,579.37)"
72,J&TS,1168,"($2,879,975.21)"
73,Ninte,1466,"($3,194,388.05)"
74,A&C,1304,"($3,275,375.93)"
75,décUV,1495,"($3,486,911.44)"
76,GADZ CREDA,1077,"($3,766,303.69)"
