,Team,Orders Out,Cash
0,SalsaBaguette,2563,"$1,796,494.59"
1,Photovoltamites,2364,"$1,060,249.82"
2,Lux,3086,"$941,816.90"
3,The_team,2983,"$803,362.16"
4,Missile Sol-Air,2553,"$699,623.39"
5,groupe13,3137,"$637,912.46"
6,HomeIsNotAWorkPlace,2614,"$583,185.76"
7,Les campagnards,2203,"$569,122.89"
8,CACIB LargeCap Industry,2739,"$519,945.00"
9,La Qualiteam,2690,"$496,724.57"
10,BRJEUX,1601,"$489,784.75"
11,GPTeam,2312,"$468,756.75"
12,L'OBRG,3112,"$451,458.10"
13,ElectroFusion innovation Inc.,2127,"$422,888.54"
14,Équipe__93183,2256,"$403,935.27"
15,Les coquelicots,3190,"$396,112.70"
16,pacyma,2717,"$378,815.85"
17,Campagn'Arts Sibersssois,2180,"$368,250.35"
18,Serious team,2349,"$361,663.08"
19,LeCercle,2429,"$343,209.27"
20,Solary,2794,"$329,857.63"
21,Solar leaders,2681,"$311,809.48"
22,Le dernier rang,1883,"$296,825.87"
23,CookieClickerPGM,2858,"$290,688.37"
24,Solairestp,2802,"$50,490.28"
25,Panelli 2000,2344,"($146,444.39)"
26,Harissa,1670,"($230,141.39)"
27,Saison raclette ouverte,1096,"($237,578.24)"
28,CapitaineAbandonné,1621,"($302,271.27)"
29,Châlon’s Limited,1504,"($304,163.29)"
30,Col partners,1404,"($358,657.61)"
31,Les 4 fantastiques,2279,"($394,424.77)"
32,EHTP,1647,"($414,470.85)"
33,Le Renard,1669,"($417,225.93)"
34,Les Clunsois,1596,"($419,148.54)"
35,Cocorico,2104,"($448,105.33)"
36,Max Verstappen,1684,"($529,168.61)"
37,DinoCo,2105,"($548,744.06)"
38,team11,1632,"($717,009.37)"
39,Solar1200,2367,"($722,104.64)"
40,Les Backstreet Boyz,2349,"($807,640.00)"
41,Les foufous2,2151,"($846,503.82)"
42,Emily Franquiel,1684,"($896,321.10)"
43,Equipe_42,2748,"($921,677.64)"
44,Les fifrelins,2336,"($925,075.66)"
45,Nuclear > Solar,2268,"($949,922.65)"
46,Solar Cover,1676,"($1,007,334.53)"
47,ça zinzinule,2352,"($1,031,496.15)"
48,BR Électricité,1684,"($1,074,970.88)"
49,PoêleWater,1867,"($1,121,456.28)"
50,Solar Team,1583,"($1,159,203.01)"
51,PPM CORP. AND ASSOCIATES,1908,"($1,199,448.21)"
52,ANTIBE,2354,"($1,201,340.46)"
53,151160,2162,"($1,251,536.85)"
54,xX_K1ll3rC4rd1_Xx,1612,"($1,279,665.14)"
55,Erasmus,1523,"($1,408,863.16)"
56,27kiπne,2061,"($1,578,290.73)"
57,AL-Suppliers,2141,"($1,605,093.34)"
58,Factorylearn,1628,"($1,636,480.41)"
59,HPC 220,1614,"($1,819,939.70)"
60,Ninte,2179,"($2,294,388.39)"
61,Equipe 7,2270,"($2,390,460.16)"
62,Pucela,1684,"($2,416,100.39)"
63,A&C,1914,"($2,465,126.42)"
64,décUV,2074,"($2,466,412.09)"
65,Vivrela,1684,"($2,477,600.31)"
66,J&TS,1684,"($2,641,101.02)"
67,TEAM257778126,1684,"($2,696,024.85)"
68,Nom d’équipe,1684,"($2,750,600.87)"
69,Palanca,1616,"($2,794,600.89)"
70,GADZ CREDA,2072,"($3,124,929.58)"
71,D’or et de platine,1684,"($3,298,100.17)"
72,Chad Industries,1684,"($3,298,100.17)"
73,équipe sans action,1684,"($3,298,100.17)"
74,Les foufous,1684,"($3,298,100.17)"
75,L'Horizon,1684,"($3,565,689.96)"
76,solo factory,1684,"($3,741,592.36)"
