,Team,Orders Out,Cash
0,groupe13,7518,4324098.11962
1,HomeIsNotAWorkPlace,6065,3689894.028116
2,Photovoltamites,5500,3670560.87756
3,CookieClickerPGM,6279,3646498.658238
4,SalsaBaguette,6215,3577691.521403
5,Les coquelicots,7751,3540031.471274
6,Lux,7577,2995452.217291
7,pacyma,6763,2926582.020197
8,GPTeam,4826,2847729.968439
9,Équipe__93183,6012,2516473.491398
10,Solar leaders,7269,2351302.757846
11,Serious team,6675,2236131.112546
12,Solairestp,7705,2119048.605759
13,Panelli 2000,5247,2055741.27904
14,La Qualiteam,7163,1992857.616432
15,CapitaineAbandonné,3878,1821664.11145
16,Les campagnards,5962,1677094.901248
17,EHTP,3404,1445277.838235
18,Campagn'Arts Sibersssois,6211,1339247.450035
19,L'OBRG,7710,1279205.992216
20,Les fifrelins,5163,1260734.75899
21,The_team,6961,1235169.788862
22,Harissa,3505,1196416.652169
23,PPM CORP. AND ASSOCIATES,4518,1103611.59706
24,ça zinzinule,4402,1044127.534693
25,ANTIBE,5024,921579.281957
26,ElectroFusion innovation Inc.,5735,912227.489466
27,team11,3350,892343.949046
28,Le Renard,2894,886173.145399
29,LeCercle,6470,871405.628061
30,Nuclear > Solar,4777,751763.269006
31,Missile Sol-Air,6527,728971.733447
32,Solary,7508,720615.100826
33,Les Clunsois,3424,668649.837189
34,Saison raclette ouverte,2487,661920.250819
35,BRJEUX,4817,622658.000622
36,151160,4524,585461.648915
37,Les Backstreet Boyz,5195,543795.094775
38,PoêleWater,3420,537104.62264
39,Solar Cover,3490,525782.002656
40,Les foufous2,4681,523930.325107
41,BR Électricité,3509,493481.104586
42,Solar1200,5035,425821.113851
43,Châlon’s Limited,2919,407488.435501
44,xX_K1ll3rC4rd1_Xx,3336,366131.31228
45,Solar Team,2830,287107.547304
46,Les 4 fantastiques,5021,281547.312935
47,Le dernier rang,5479,274771.112866
48,Cocorico,4323,272792.435988
49,27kiπne,4219,233895.729356
50,DinoCo,4428,223915.684067
51,Max Verstappen,3572,212495.755068
52,Col partners,2596,167995.209611
53,Emily Franquiel,3532,92064.938623
54,Ninte,4817,31477.070376
55,AL-Suppliers,4593,-102095.697042
56,Equipe 7,4933,-147930.547471
57,HPC 220,3430,-460941.428351
58,Factorylearn,2858,-503419.814422
59,CACIB LargeCap Industry,7461,-783843.033706
60,Pucela,3152,-1061914.155176
61,GADZ CREDA,5559,-1159437.11496
62,A&C,4143,-1218171.431517
63,Erasmus,1523,-1408865.738124
64,Palanca,3374,-1573640.14617
65,Nom d’équipe,3524,-1714103.802003
66,décUV,3955,-1910194.742531
67,Equipe_42,7307,-2359295.720004
68,Vivrela,1932,-2440853.265349
69,J&TS,3556,-3339617.221018
70,TEAM257778126,3546,-5181425.531021
71,L'Horizon,3166,-6159100.75846
72,solo factory,3405,-7317218.781577
73,D’or et de platine,3712,-9328101.156132
74,Chad Industries,3712,-9472101.510548
75,équipe sans action,3712,-9472101.510548
76,Les foufous,3736,-9472101.519298
