,Team,Orders Out,Cash
0,SalsaBaguette,2051,"1 101 582,36 €"
1,Missile Sol-Air,2105,"967 123,52 €"
2,Solar leaders,2047,"598 809,73 €"
3,Équipe__93183,1765,"530 685,51 €"
4,Photovoltamites,1863,"522 500,01 €"
5,BRJEUX,1221,"483 159,98 €"
6,Lux,2382,"458 917,21 €"
7,Les campagnards,1743,"452 323,14 €"
8,LeCercle,1900,"351 459,49 €"
9,Campagn'Arts Sibersssois,1714,"347 650,65 €"
10,GPTeam,1849,"296 454,47 €"
11,Equipe_42,2084,"286 516,05 €"
12,ElectroFusion innovation Inc.,1596,"253 964,33 €"
13,Solary,2228,"223 700,24 €"
14,groupe13,2381,"220 912,68 €"
15,HomeIsNotAWorkPlace,2038,"215 186,11 €"
16,L'OBRG,2377,"200 653,65 €"
17,Le dernier rang,1455,"149 523,64 €"
18,La Qualiteam,2032,"137 836,83 €"
19,CookieClickerPGM,2368,"83 501,19 €"
20,Solairestp,2112,"63 290,59 €"
21,Les coquelicots,2422,"-71 743,69 €"
22,pacyma,2135,"-78 561,55 €"
23,Serious team,1787,"-137 524,03 €"
24,The_team,2221,"-308 137,38 €"
25,CACIB LargeCap Industry,2049,"-308 455,53 €"
26,Harissa,1382,"-394 941,29 €"
27,Saison raclette ouverte,868,"-412 578,03 €"
28,CapitaineAbandonné,1349,"-440 145,80 €"
29,Panelli 2000,1912,"-451 444,14 €"
30,Col partners,1214,"-577 024,67 €"
31,EHTP,1370,"-684 538,23 €"
32,Les 4 fantastiques,1857,"-761 924,55 €"
33,Emily Franquiel,1396,"-774 120,89 €"
34,DinoCo,1745,"-780 743,78 €"
35,Max Verstappen,1396,"-820 981,01 €"
36,Châlon’s Limited,1290,"-861 288,17 €"
37,Les Clunsois,1335,"-878 725,54 €"
38,team11,1371,"-904 186,32 €"
39,Le Renard,1381,"-963 225,75 €"
40,BR Électricité,1396,"-1 066 683,16 €"
41,Cocorico,1754,"-1 153 205,15 €"
42,Solar Cover,1388,"-1 158 190,98 €"
43,Les Backstreet Boyz,1922,"-1 198 889,67 €"
44,Les fifrelins,1904,"-1 230 075,47 €"
45,Solar1200,1963,"-1 276 541,90 €"
46,xX_K1ll3rC4rd1_Xx,1360,"-1 364 414,83 €"
47,Erasmus,1523,"-1 405 792,79 €"
48,Solar Team,1359,"-1 441 327,74 €"
49,Nuclear > Solar,1879,"-1 476 672,33 €"
50,ANTIBE,1922,"-1 480 530,21 €"
51,ça zinzinule,1992,"-1 589 495,97 €"
52,Factorylearn,1372,"-1 636 480,21 €"
53,Les foufous2,1815,"-1 638 253,39 €"
54,PoêleWater,1627,"-1 653 456,07 €"
55,PPM CORP. AND ASSOCIATES,1524,"-1 670 447,56 €"
56,27kiπne,1730,"-1 729 814,04 €"
57,151160,1778,"-1 847 536,64 €"
58,TEAM257778126,1396,"-2 002 618,38 €"
59,AL-Suppliers,1757,"-2 169 092,99 €"
60,HPC 220,1334,"-2 262 939,43 €"
61,L'Horizon,1396,"-2 342 099,88 €"
62,D’or et de platine,1396,"-2 416 099,98 €"
63,équipe sans action,1396,"-2 416 099,98 €"
64,Les foufous,1396,"-2 416 099,98 €"
65,Chad Industries,1396,"-2 416 099,98 €"
66,Vivrela,1396,"-2 416 100,01 €"
67,Pucela,1396,"-2 416 100,05 €"
68,Ninte,1788,"-2 432 888,22 €"
69,J&TS,1396,"-2 737 100,57 €"
70,Nom d’équipe,1396,"-2 750 600,42 €"
71,Palanca,1396,"-2 812 600,29 €"
72,solo factory,1396,"-2 859 592,17 €"
73,Equipe 7,1854,"-2 862 397,35 €"
74,A&C,1582,"-3 015 126,24 €"
75,décUV,1727,"-3 222 974,34 €"
76,GADZ CREDA,1533,"-3 655 366,66 €"
