,Team,Orders Out,Cash
0,groupe13,4178,"$1,676,849.60"
1,HomeIsNotAWorkPlace,3363,"$1,569,435.24"
2,Photovoltamites,3138,"$1,451,749.52"
3,Lux,4134,"$1,393,566.45"
4,Les coquelicots,4342,"$1,255,033.99"
5,Serious team,3317,"$885,099.98"
6,GPTeam,2959,"$879,706.43"
7,SalsaBaguette,3350,"$680,420.39"
8,Le dernier rang,2610,"$527,180.48"
9,Panelli 2000,2992,"$525,555.22"
10,Solar leaders,3780,"$475,659.11"
11,Équipe__93183,3010,"$425,934.93"
12,Solairestp,3907,"$399,339.80"
13,EHTP,2061,"$382,028.71"
14,Missile Sol-Air,3272,"$380,685.68"
15,L'OBRG,4228,"$374,957.72"
16,CapitaineAbandonné,2027,"$346,415.55"
17,BRJEUX,2187,"$255,034.40"
18,Les campagnards,2935,"$201,859.99"
19,La Qualiteam,3803,"$197,317.91"
20,ElectroFusion innovation Inc.,2953,"$195,638.08"
21,Campagn'Arts Sibersssois,2945,"$173,499.86"
22,Les 4 fantastiques,2863,"$141,611.36"
23,Harissa,2114,"$135,858.47"
24,CookieClickerPGM,3592,"$52,812.94"
25,pacyma,3585,"$40,208.71"
26,Châlon’s Limited,1831,"($9,838.43)"
27,Saison raclette ouverte,1412,"($13,578.55)"
28,The_team,4055,"($26,701.15)"
29,LeCercle,3293,"($43,791.04)"
30,Le Renard,2034,"($46,026.04)"
31,Cocorico,2622,"($79,392.96)"
32,Solary,3907,"($104,395.02)"
33,Max Verstappen,2104,"($115,358.86)"
34,Equipe_42,3857,"($215,178.31)"
35,Solar1200,2983,"($225,604.93)"
36,Les Backstreet Boyz,2972,"($232,390.51)"
37,DinoCo,2636,"($334,744.52)"
38,ANTIBE,2984,"($414,031.01)"
39,ça zinzinule,2860,"($414,808.91)"
40,Col partners,1696,"($415,657.81)"
41,Nuclear > Solar,2844,"($459,922.94)"
42,BR Électricité,2104,"($466,811.31)"
43,PPM CORP. AND ASSOCIATES,2468,"($511,448.97)"
44,team11,2024,"($530,155.36)"
45,Les fifrelins,2966,"($535,575.97)"
46,Les foufous2,2698,"($631,754.39)"
47,Emily Franquiel,2116,"($634,333.89)"
48,Solar Cover,2108,"($682,769.90)"
49,xX_K1ll3rC4rd1_Xx,2000,"($704,790.52)"
50,CACIB LargeCap Industry,3744,"($741,626.08)"
51,Solar Team,1863,"($851,890.92)"
52,PoêleWater,2247,"($894,456.61)"
53,151160,2729,"($1,005,787.19)"
54,27kiπne,2545,"($1,141,790.90)"
55,Les Clunsois,2016,"($1,214,949.04)"
56,AL-Suppliers,2701,"($1,257,093.82)"
57,Erasmus,1523,"($1,408,863.71)"
58,Palanca,1986,"($1,414,726.38)"
59,HPC 220,2034,"($1,416,940.03)"
60,Factorylearn,1912,"($1,646,230.72)"
61,Pucela,2000,"($1,733,600.68)"
62,Ninte,2795,"($1,742,388.68)"
63,Equipe 7,2918,"($1,855,314.70)"
64,A&C,2438,"($1,942,701.61)"
65,décUV,2589,"($2,149,037.38)"
66,Nom d’équipe,2104,"($2,775,101.47)"
67,Vivrela,1804,"($2,917,100.79)"
68,J&TS,2116,"($3,032,101.72)"
69,GADZ CREDA,2912,"($3,092,271.24)"
70,TEAM257778126,2104,"($3,868,025.32)"
71,L'Horizon,2104,"($4,469,300.42)"
72,Chad Industries,2104,"($4,621,100.46)"
73,D’or et de platine,2104,"($4,621,100.46)"
74,équipe sans action,2116,"($4,621,100.47)"
75,Les foufous,2116,"($4,621,100.47)"
76,solo factory,2104,"($5,064,592.65)"
