,Team,Orders Out,Cash
0,groupe13,5923,2806598.865187
1,Photovoltamites,4358,2359248.924192
2,HomeIsNotAWorkPlace,4771,2354371.663282
3,Les coquelicots,6066,2272032.699699
4,SalsaBaguette,4588,2218249.484641
5,Lux,5774,1907415.527222
6,GPTeam,3958,1653198.165823
7,La Qualiteam,5534,1279796.160024
8,pacyma,5129,1171582.840136
9,CookieClickerPGM,4976,1166624.590613
10,Équipe__93183,4596,850434.214266
11,Panelli 2000,4142,830554.498169
12,CapitaineAbandonné,2938,807102.106902
13,Solar leaders,5508,762795.624477
14,EHTP,2742,747278.241677
15,Les 4 fantastiques,3900,615360.623776
16,Solary,5625,557916.25985
17,Harissa,2830,509658.152427
18,Le Renard,2544,485761.284221
19,Serious team,4954,357348.528411
20,Les Clunsois,2737,329200.29282
21,PPM CORP. AND ASSOCIATES,3413,282924.969525
22,Les campagnards,4394,275158.800271
23,L'OBRG,5977,243581.820977
24,Col partners,2145,236006.025732
25,team11,2732,199844.288784
26,ElectroFusion innovation Inc.,4190,189824.62153
27,ça zinzinule,3648,172815.547441
28,Les Backstreet Boyz,4046,141858.474297
29,Saison raclette ouverte,1960,140420.823302
30,ANTIBE,4052,131863.928092
31,Solar1200,3895,123066.445801
32,Max Verstappen,2823,102442.897921
33,Missile Sol-Air,4780,83372.502577
34,Campagn'Arts Sibersssois,4413,73873.632967
35,CACIB LargeCap Industry,5495,47596.120504
36,LeCercle,4895,43958.340848
37,Châlon’s Limited,2429,36901.176842
38,BRJEUX,3288,36846.244537
39,DinoCo,3573,-3995.27357
40,Cocorico,3482,-13943.219191
41,Le dernier rang,3941,-109485.47747
42,PoêleWater,2841,-151582.272239
43,BR Électricité,2834,-155798.443182
44,Solairestp,5663,-162411.314091
45,151160,3635,-178287.781455
46,Solar Cover,2831,-206764.042868
47,Nuclear > Solar,3814,-263673.554207
48,Les foufous2,3740,-318818.308285
49,AL-Suppliers,3648,-334782.315582
50,Les fifrelins,4026,-394326.828922
51,Emily Franquiel,2857,-429534.50304
52,Solar Team,2353,-478516.710497
53,27kiπne,3394,-590791.333657
54,xX_K1ll3rC4rd1_Xx,2649,-1026118.079055
55,Factorylearn,2403,-1034606.557089
56,Equipe 7,3960,-1050804.964333
57,HPC 220,2755,-1057190.74245
58,The_team,5527,-1251953.979583
59,Equipe_42,5529,-1261415.089063
60,Ninte,3860,-1267556.109994
61,Erasmus,1523,-1408864.746123
62,A&C,3369,-1429389.575764
63,Pucela,2603,-1432351.16541
64,Palanca,2699,-1588576.981525
65,décUV,3408,-1718288.059387
66,GADZ CREDA,4310,-2129058.658863
67,Nom d’équipe,2849,-2363602.680625
68,J&TS,2869,-2388006.710141
69,Vivrela,1867,-2680852.187635
70,TEAM257778126,2871,-4106526.251089
71,L'Horizon,2929,-5421300.594009
72,D’or et de platine,2932,-6677600.854166
73,Chad Industries,2932,-6826101.029102
74,équipe sans action,2944,-6826101.038049
75,Les foufous,2956,-6826101.038049
76,solo factory,2944,-7269593.217712
