,Team,Orders Out,Cash
0,Les coquelicots,4914,"$2,075,033.69"
1,groupe13,4745,"$2,062,099.44"
2,Photovoltamites,3525,"$1,894,999.38"
3,Lux,4666,"$1,657,166.23"
4,HomeIsNotAWorkPlace,3795,"$1,620,434.95"
5,SalsaBaguette,3737,"$1,317,755.16"
6,GPTeam,3268,"$1,137,961.24"
7,CookieClickerPGM,4042,"$966,687.74"
8,Missile Sol-Air,3735,"$943,060.55"
9,Solar leaders,4363,"$742,608.86"
10,EHTP,2268,"$667,778.61"
11,LeCercle,3808,"$645,458.83"
12,Équipe__93183,3460,"$449,934.76"
13,Panelli 2000,3336,"$436,555.03"
14,L'OBRG,4799,"$431,207.50"
15,La Qualiteam,4361,"$425,046.88"
16,Les 4 fantastiques,3187,"$405,111.18"
17,Solairestp,4481,"$396,839.53"
18,ElectroFusion innovation Inc.,3335,"$351,887.84"
19,Solary,4476,"$300,829.68"
20,Harissa,2330,"$282,258.39"
21,BRJEUX,2507,"$282,034.23"
22,Solar1200,3233,"$271,144.95"
23,Le dernier rang,3000,"$267,472.75"
24,pacyma,4009,"$251,083.50"
25,Equipe_42,4428,"$215,071.30"
26,Col partners,1857,"$188,092.10"
27,Le Renard,2187,"$174,211.41"
28,Serious team,3859,"$143,599.71"
29,Saison raclette ouverte,1574,"$112,421.30"
30,Cocorico,2879,"$81,556.98"
31,Les campagnards,3393,"$64,634.73"
32,PPM CORP. AND ASSOCIATES,2756,"$42,550.72"
33,Campagn'Arts Sibersssois,3385,"$12,999.57"
34,CapitaineAbandonné,2265,"$12,915.29"
35,Max Verstappen,2332,"($48,090.71)"
36,Nuclear > Solar,3140,"($56,923.10)"
37,Châlon’s Limited,2011,"($96,463.54)"
38,Les Backstreet Boyz,3296,"($119,390.77)"
39,DinoCo,2915,"($171,682.24)"
40,Les fifrelins,3290,"($196,576.16)"
41,Solar Cover,2324,"($218,046.13)"
42,ça zinzinule,3103,"($257,871.55)"
43,team11,2238,"($377,655.44)"
44,Les Clunsois,2232,"($404,949.43)"
45,CACIB LargeCap Industry,4312,"($415,626.50)"
46,BR Électricité,2320,"($425,402.11)"
47,ANTIBE,3326,"($472,263.03)"
48,xX_K1ll3rC4rd1_Xx,2171,"($554,617.67)"
49,PoêleWater,2427,"($614,456.78)"
50,Emily Franquiel,2332,"($717,334.03)"
51,Les foufous2,3022,"($735,754.76)"
52,151160,3008,"($768,537.34)"
53,Solar Team,2007,"($799,516.12)"
54,27kiπne,2785,"($925,291.00)"
55,AL-Suppliers,2989,"($1,053,094.07)"
56,HPC 220,2250,"($1,192,940.21)"
57,Erasmus,1523,"($1,408,863.98)"
58,Palanca,2202,"($1,437,326.47)"
59,Factorylearn,2068,"($1,495,668.38)"
60,Equipe 7,3242,"($1,503,304.46)"
61,Ninte,3119,"($1,699,388.85)"
62,A&C,2726,"($1,747,701.72)"
63,Pucela,2181,"($1,812,850.80)"
64,The_team,4535,"($1,882,327.10)"
65,décUV,2846,"($2,034,600.05)"
66,J&TS,2332,"($2,281,680.17)"
67,Nom d’équipe,2320,"($2,680,101.77)"
68,Vivrela,1822,"($2,849,601.19)"
69,GADZ CREDA,3344,"($2,905,870.43)"
70,TEAM257778126,2320,"($3,968,025.55)"
71,L'Horizon,2320,"($4,578,800.49)"
72,D’or et de platine,2332,"($5,168,600.59)"
73,Chad Industries,2320,"($5,395,100.60)"
74,équipe sans action,2332,"($5,395,100.61)"
75,Les foufous,2332,"($5,395,100.61)"
76,solo factory,2320,"($5,838,592.79)"
