,Team,Orders Out,Cash
0,SalsaBaguette,1773,"$939,368.44"
1,Missile Sol-Air,1885,"$463,498.62"
2,Photovoltamites,1617,"$437,000.11"
3,Equipe_42,1763,"$386,476.29"
4,Campagn'Arts Sibersssois,1528,"$374,400.77"
5,CACIB LargeCap Industry,1672,"$373,977.13"
6,Le dernier rang,1258,"$370,828.76"
7,BRJEUX,1083,"$342,160.11"
8,Solary,1940,"$284,596.27"
9,Lux,2034,"$282,117.37"
10,Serious team,1574,"$231,288.71"
11,La Qualiteam,1744,"$186,836.97"
12,ElectroFusion innovation Inc.,1375,"$176,464.46"
13,Solairestp,1800,"$170,190.79"
14,GPTeam,1595,"$169,649.61"
15,Les coquelicots,2099,"$136,006.48"
16,Équipe__93183,1531,"$129,185.63"
17,Les campagnards,1556,"$122,010.75"
18,The_team,1856,"$102,675.47"
19,Solar leaders,1768,"$101,059.86"
20,LeCercle,1640,"($2,540.38)"
21,CookieClickerPGM,2054,"($29,248.65)"
22,L'OBRG,1994,"($63,596.25)"
23,groupe13,1971,"($196,587.20)"
24,HomeIsNotAWorkPlace,1731,"($250,063.73)"
25,pacyma,1823,"($372,561.39)"
26,Saison raclette ouverte,712,"($412,577.92)"
27,Col partners,1096,"($578,524.57)"
28,EHTP,1226,"($580,173.47)"
29,DinoCo,1544,"($651,306.09)"
30,Harissa,1238,"($654,141.24)"
31,Panelli 2000,1696,"($675,444.01)"
32,Emily Franquiel,1252,"($858,620.79)"
33,CapitaineAbandonné,1227,"($880,145.53)"
34,Les 4 fantastiques,1649,"($967,924.41)"
35,Max Verstappen,1252,"($1,018,975.20)"
36,Solar1200,1729,"($1,090,041.75)"
37,Le Renard,1238,"($1,286,475.57)"
38,Châlon’s Limited,1173,"($1,320,975.50)"
39,Nuclear > Solar,1669,"($1,332,172.14)"
40,Les Backstreet Boyz,1706,"($1,349,889.51)"
41,team11,1232,"($1,390,686.23)"
42,BR Électricité,1240,"($1,401,498.15)"
43,Les Clunsois,1191,"($1,412,787.86)"
44,Les fifrelins,1684,"($1,455,075.36)"
45,ANTIBE,1688,"($1,563,436.27)"
46,Solar Cover,1252,"($1,609,240.24)"
47,Les foufous2,1656,"($1,621,065.65)"
48,Factorylearn,1244,"($1,636,480.11)"
49,151160,1586,"($1,723,536.50)"
50,Solar Team,1214,"($1,776,277.58)"
51,ça zinzinule,1776,"($1,813,495.86)"
52,PoêleWater,1503,"($1,834,955.95)"
53,xX_K1ll3rC4rd1_Xx,1233,"($1,845,352.21)"
54,PPM CORP. AND ASSOCIATES,1336,"($1,890,947.18)"
55,Cocorico,1555,"($1,899,454.94)"
56,équipe sans action,1252,"($1,975,099.88)"
57,Les foufous,1252,"($1,975,099.88)"
58,Vivrela,1252,"($1,975,099.88)"
59,Pucela,1252,"($1,975,099.88)"
60,L'Horizon,1240,"($1,977,912.36)"
61,D’or et de platine,1240,"($1,977,912.38)"
62,Chad Industries,1240,"($1,977,912.38)"
63,AL-Suppliers,1549,"($2,073,092.83)"
64,27kiπne,1536,"($2,191,313.97)"
65,TEAM257778126,1240,"($2,214,993.25)"
66,solo factory,1240,"($2,418,592.07)"
67,Nom d’équipe,1240,"($2,468,912.70)"
68,HPC 220,1195,"($2,503,814.16)"
69,Erasmus,1423,"($2,608,269.48)"
70,J&TS,1252,"($2,737,100.34)"
71,Ninte,1569,"($2,808,138.13)"
72,Palanca,1252,"($2,812,599.98)"
73,Equipe 7,1638,"($2,843,845.11)"
74,A&C,1416,"($3,296,376.05)"
75,décUV,1591,"($3,634,911.57)"
76,GADZ CREDA,1221,"($3,661,522.59)"
