,Team,Orders Out,Cash
0,groupe13,3676,"$1,547,724.78"
1,Photovoltamites,2770,"$1,241,749.66"
2,HomeIsNotAWorkPlace,3070,"$1,235,685.49"
3,Lux,3643,"$1,074,716.66"
4,Les campagnards,2572,"$1,038,772.68"
5,Les coquelicots,3798,"$923,534.27"
6,SalsaBaguette,2976,"$887,800.63"
7,La Qualiteam,3260,"$876,224.35"
8,Campagn'Arts Sibersssois,2565,"$712,125.08"
9,GPTeam,2673,"$687,996.59"
10,Solar leaders,3244,"$677,559.29"
11,CACIB LargeCap Industry,3249,"$673,345.64"
12,Équipe__93183,2666,"$639,435.11"
13,CookieClickerPGM,3229,"$529,500.65"
14,L'OBRG,3724,"$416,957.88"
15,Missile Sol-Air,2923,"$345,060.77"
16,ElectroFusion innovation Inc.,2566,"$305,263.31"
17,pacyma,3186,"$293,833.91"
18,Solary,3356,"$270,161.51"
19,The_team,3589,"$229,861.77"
20,BRJEUX,1898,"$167,909.55"
21,Panelli 2000,2686,"$107,055.40"
22,Serious team,2814,"$22,412.75"
23,Equipe_42,3367,"($18,178.01)"
24,LeCercle,2870,"($38,040.91)"
25,Harissa,1910,"($38,741.47)"
26,Le dernier rang,2239,"($54,951.83)"
27,Solairestp,3380,"($76,409.94)"
28,Saison raclette ouverte,1268,"($76,578.40)"
29,Châlon’s Limited,1666,"($157,138.34)"
30,Le Renard,1883,"($162,950.99)"
31,Les 4 fantastiques,2557,"($244,547.34)"
32,Les Clunsois,1812,"($278,948.63)"
33,Cocorico,2366,"($312,005.40)"
34,EHTP,1866,"($349,221.09)"
35,CapitaineAbandonné,1840,"($357,021.61)"
36,Col partners,1552,"($369,657.70)"
37,Max Verstappen,1912,"($370,700.46)"
38,Les fifrelins,2660,"($437,575.79)"
39,DinoCo,2375,"($451,494.30)"
40,Solar1200,2709,"($461,604.81)"
41,Emily Franquiel,1912,"($517,821.25)"
42,PPM CORP. AND ASSOCIATES,2196,"($603,948.62)"
43,Les Backstreet Boyz,2691,"($627,140.28)"
44,team11,1820,"($645,155.28)"
45,ça zinzinule,2626,"($666,996.29)"
46,ANTIBE,2696,"($706,572.47)"
47,Nuclear > Solar,2580,"($742,922.80)"
48,Solar Cover,1904,"($823,334.78)"
49,BR Électricité,1900,"($834,761.69)"
50,Les foufous2,2426,"($1,005,754.13)"
51,Solar Team,1727,"($1,085,328.22)"
52,PoêleWater,2057,"($1,132,456.46)"
53,151160,2466,"($1,133,537.03)"
54,xX_K1ll3rC4rd1_Xx,1814,"($1,179,665.37)"
55,27kiπne,2325,"($1,316,790.82)"
56,AL-Suppliers,2445,"($1,341,093.60)"
57,Erasmus,1523,"($1,408,863.45)"
58,HPC 220,1830,"($1,595,939.88)"
59,Factorylearn,1750,"($1,694,480.56)"
60,Ninte,2493,"($1,845,888.55)"
61,Equipe 7,2612,"($1,981,100.99)"
62,Pucela,1826,"($2,098,100.62)"
63,A&C,2204,"($2,108,314.04)"
64,Palanca,1785,"($2,168,476.26)"
65,décUV,2352,"($2,317,349.73)"
66,Vivrela,1787,"($2,436,350.54)"
67,GADZ CREDA,2504,"($2,531,742.35)"
68,Nom d’équipe,1912,"($2,597,601.20)"
69,J&TS,1912,"($2,833,101.41)"
70,TEAM257778126,1900,"($3,282,025.08)"
71,Chad Industries,1900,"($4,180,100.32)"
72,D’or et de platine,1912,"($4,180,100.33)"
73,équipe sans action,1912,"($4,180,100.33)"
74,Les foufous,1912,"($4,180,100.33)"
75,L'Horizon,1900,"($4,433,090.29)"
76,solo factory,1900,"($4,623,592.51)"
