,Team,Orders Out,Cash
0,groupe13,5818,3046849.113449
1,Les coquelicots,5989,2879283.123439
2,Photovoltamites,4257,2461999.109914
3,SalsaBaguette,4491,2258774.725261
4,Lux,5671,2147615.805654
5,HomeIsNotAWorkPlace,4659,2143934.425248
6,GPTeam,3865,1781725.882284
7,LeCercle,4789,1575208.54782
8,La Qualiteam,5431,1493546.450742
9,pacyma,5023,1479583.129647
10,CookieClickerPGM,4880,1466999.810587
11,CACIB LargeCap Industry,5387,1461596.723731
12,Équipe__93183,4489,1378684.473728
13,Panelli 2000,4038,1026554.703804
14,Equipe_42,5433,964947.901852
15,EHTP,2671,936028.384132
16,Serious team,4878,919223.966353
17,Les 4 fantastiques,3799,870110.852415
18,BRJEUX,3187,791158.936039
19,Harissa,2738,693258.255322
20,Solar leaders,5432,672445.86325
21,L'OBRG,5881,578144.61237
22,Les campagnards,4294,557409.161732
23,Solairestp,5559,520339.000578
24,Les Clunsois,2652,519350.37124
25,PPM CORP. AND ASSOCIATES,3316,486050.244415
26,CapitaineAbandonné,2857,480914.842973
27,Solary,5525,457366.621072
28,Le Renard,2484,429836.329758
29,Les Backstreet Boyz,3926,414608.762097
30,Les fifrelins,3920,413923.447834
31,The_team,5431,412109.167951
32,Châlon’s Limited,2361,354473.754888
33,Missile Sol-Air,4684,351435.257059
34,Saison raclette ouverte,1888,329420.987395
35,ANTIBE,3938,257637.604869
36,Max Verstappen,2730,232392.998754
37,Le dernier rang,3845,221584.818139
38,ça zinzinule,3562,208565.692002
39,ElectroFusion innovation Inc.,4093,192449.8792
40,Solar1200,3784,148191.623926
41,Cocorico,3386,60006.870042
42,Les foufous2,3634,27244.574794
43,PoêleWater,2767,4542.919284
44,Col partners,2065,-15233.514184
45,BR Électricité,2740,-86192.559895
46,team11,2658,-102655.599906
47,Solar Cover,2744,-117616.471482
48,151160,3552,-156537.63517
49,Nuclear > Solar,3713,-159173.400922
50,Campagn'Arts Sibersssois,4317,-196063.5089
51,DinoCo,3467,-230932.600152
52,xX_K1ll3rC4rd1_Xx,2576,-295867.824253
53,Emily Franquiel,2740,-419534.314283
54,Solar Team,2287,-450204.018684
55,27kiπne,3301,-548291.208716
56,AL-Suppliers,3549,-705094.530077
57,HPC 220,2670,-789940.539655
58,Equipe 7,3854,-1040804.765008
59,Ninte,3749,-1101555.902143
60,Palanca,2610,-1191326.803205
61,Factorylearn,2339,-1301231.376853
62,Erasmus,1523,-1408864.501938
63,A&C,3286,-1417701.941008
64,Pucela,2521,-1709851.028336
65,décUV,3320,-1728725.382844
66,GADZ CREDA,4184,-1913248.4809
67,Nom d’équipe,2740,-2262102.36169
68,Vivrela,1856,-2722101.884671
69,J&TS,2752,-2758915.256274
70,TEAM257778126,2740,-3880025.998663
71,L'Horizon,2740,-5106300.570469
72,D’or et de platine,2740,-6311600.759427
73,équipe sans action,2740,-6385100.877365
74,Les foufous,2740,-6385100.877365
75,Chad Industries,2740,-6385100.877365
76,solo factory,2752,-6828593.064865
