,Team,Orders Out,Cash
0,groupe13,5397,2766099.24861
1,Les coquelicots,5539,2666283.379132
2,Photovoltamites,3956,2170249.218335
3,SalsaBaguette,4190,1861939.891573
4,HomeIsNotAWorkPlace,4323,1698434.637197
5,GPTeam,3627,1654358.519389
6,Lux,5260,1586065.977494
7,CookieClickerPGM,4545,1311562.483347
8,LeCercle,4398,1172958.660952
9,pacyma,4620,1080333.28596
10,La Qualiteam,4986,1013796.630053
11,Équipe__93183,4078,935434.586709
12,Solar leaders,4984,892658.568806
13,Panelli 2000,3748,809554.833968
14,Missile Sol-Air,4290,749810.382526
15,EHTP,2498,742278.47593
16,L'OBRG,5460,677957.284363
17,Le dernier rang,3498,677577.499647
18,Les 4 fantastiques,3547,657110.987811
19,Solar1200,3575,641116.189317
20,Serious team,4467,623224.295373
21,Solairestp,5138,589589.217165
22,Solary,5101,576366.854321
23,BRJEUX,2907,528284.056124
24,Harissa,2570,456858.311505
25,CapitaineAbandonné,2601,396915.031906
26,ElectroFusion innovation Inc.,3784,394137.558027
27,Campagn'Arts Sibersssois,3903,360499.21997
28,Les fifrelins,3668,344923.617442
29,Les campagnards,3909,344134.413991
30,Cocorico,3181,332656.91563
31,Les Clunsois,2484,323150.422023
32,The_team,5061,321234.433539
33,Le Renard,2357,314286.366098
34,PPM CORP. AND ASSOCIATES,3092,232050.43441
35,Max Verstappen,2562,193100.871019
36,DinoCo,3241,162567.543972
37,Châlon’s Limited,2221,156473.835785
38,ANTIBE,3686,89913.814396
39,Nuclear > Solar,3483,35326.72198
40,Les Backstreet Boyz,3656,20608.951332
41,Col partners,1975,-29858.480199
42,BR Électricité,2572,-50466.364583
43,Saison raclette ouverte,1762,-111578.898208
44,CACIB LargeCap Industry,4966,-117153.033907
45,team11,2478,-127655.530809
46,ça zinzinule,3373,-133496.702606
47,Les foufous2,3382,-151755.145452
48,PoêleWater,2627,-250456.957298
49,Emily Franquiel,2572,-296834.192013
50,Solar Cover,2564,-313346.339477
51,xX_K1ll3rC4rd1_Xx,2401,-452117.754548
52,Solar Team,2175,-456828.859156
53,151160,3318,-558037.508682
54,27kiπne,3091,-622291.121746
55,AL-Suppliers,3325,-669094.362221
56,Equipe_42,5033,-713926.819662
57,HPC 220,2502,-833940.404383
58,Ninte,3497,-1016722.403728
59,Palanca,2442,-1268326.652287
60,Equipe 7,3602,-1289804.642945
61,Erasmus,1523,-1408864.288277
62,A&C,3046,-1584201.843323
63,Pucela,2381,-1648850.941384
64,Factorylearn,2228,-1741481.141305
65,décUV,3131,-1871662.753792
66,J&TS,2572,-2429243.087072
67,GADZ CREDA,3848,-2452516.540416
68,Nom d’équipe,2572,-2565602.133633
69,Vivrela,1842,-2774601.607293
70,TEAM257778126,2572,-3798025.805272
71,L'Horizon,2572,-4888800.537605
72,D’or et de platine,2572,-5794100.68963
73,équipe sans action,2572,-5944100.768205
74,Les foufous,2572,-5944100.768205
75,Chad Industries,2572,-5944100.768205
76,solo factory,2584,-6387592.955705
