,Team,Orders Out,Cash
0,groupe13,4626,"$2,058,849.48"
1,Lux,4519,"$1,640,116.29"
2,Les coquelicots,4790,"$1,610,033.75"
3,Photovoltamites,3439,"$1,572,499.41"
4,HomeIsNotAWorkPlace,3699,"$1,260,435.01"
5,SalsaBaguette,3651,"$1,219,595.22"
6,GPTeam,3200,"$1,011,886.28"
7,Serious team,3732,"$860,349.76"
8,L'OBRG,4682,"$758,457.56"
9,Les campagnards,3245,"$583,859.81"
10,pacyma,3896,"$558,333.55"
11,CookieClickerPGM,3946,"$557,187.77"
12,Missile Sol-Air,3637,"$544,185.58"
13,EHTP,2222,"$530,778.62"
14,La Qualiteam,4210,"$514,796.94"
15,Campagn'Arts Sibersssois,3287,"$464,499.63"
16,LeCercle,3695,"$399,708.85"
17,Solar leaders,4243,"$394,108.90"
18,Panelli 2000,3232,"$348,055.08"
19,Solairestp,4361,"$346,839.57"
20,Équipe__93183,3342,"$278,934.79"
21,ElectroFusion innovation Inc.,3251,"$215,262.90"
22,Harissa,2270,"$192,258.41"
23,Les 4 fantastiques,3115,"$161,611.22"
24,Solary,4356,"$141,517.25"
25,Le Renard,2153,"$138,336.42"
26,Châlon’s Limited,1971,"$83,786.49"
27,Solar1200,3179,"$60,269.97"
28,Col partners,1822,"$56,842.10"
29,Cocorico,2822,"$29,207.00"
30,BRJEUX,2432,"($11,653.23)"
31,Le dernier rang,2881,"($11,739.67)"
32,Saison raclette ouverte,1538,"($13,578.68)"
33,Max Verstappen,2272,"($41,034.96)"
34,PPM CORP. AND ASSOCIATES,2692,"($197,449.21)"
35,Equipe_42,4311,"($223,678.61)"
36,CapitaineAbandonné,2199,"($234,584.63)"
37,Les fifrelins,3218,"($253,576.11)"
38,ANTIBE,3236,"($256,307.22)"
39,Nuclear > Solar,3074,"($304,423.06)"
40,ça zinzinule,3049,"($339,746.53)"
41,BR Électricité,2272,"($356,037.49)"
42,DinoCo,2853,"($382,807.19)"
43,Solar Cover,2276,"($386,046.10)"
44,AL-Suppliers,2925,"($417,093.99)"
45,CACIB LargeCap Industry,4191,"($432,376.36)"
46,Les Backstreet Boyz,3206,"($456,890.70)"
47,Emily Franquiel,2284,"($465,834.00)"
48,team11,2192,"($470,155.42)"
49,Les foufous2,2932,"($520,254.65)"
50,xX_K1ll3rC4rd1_Xx,2135,"($530,535.36)"
51,Les Clunsois,2184,"($584,949.36)"
52,151160,2946,"($668,037.30)"
53,Solar Team,1975,"($688,766.08)"
54,PoêleWater,2387,"($782,456.74)"
55,27kiπne,2731,"($1,025,790.98)"
56,Factorylearn,2033,"($1,187,043.33)"
57,HPC 220,2202,"($1,372,940.17)"
58,Erasmus,1523,"($1,408,863.91)"
59,Palanca,2154,"($1,439,326.45)"
60,Ninte,3047,"($1,526,388.81)"
61,Equipe 7,3170,"($1,686,804.42)"
62,A&C,2662,"($1,916,201.69)"
63,Pucela,2141,"($1,962,850.76)"
64,décUV,2792,"($2,082,225.01)"
65,The_team,4398,"($2,430,764.25)"
66,J&TS,2284,"($2,444,102.00)"
67,Nom d’équipe,2272,"($2,471,601.69)"
68,GADZ CREDA,3248,"($2,549,630.78)"
69,Vivrela,1817,"($2,868,351.08)"
70,TEAM257778126,2272,"($4,112,025.50)"
71,L'Horizon,2272,"($4,578,800.48)"
72,D’or et de platine,2272,"($5,062,100.57)"
73,Chad Industries,2272,"($5,062,100.57)"
74,équipe sans action,2284,"($5,062,100.57)"
75,Les foufous,2284,"($5,062,100.57)"
76,solo factory,2272,"($5,505,592.76)"
