,Team,Orders Out,Cash
0,SalsaBaguette,2585,"$1,643,810.20"
1,The_team,3015,"$923,362.15"
2,Photovoltamites,2383,"$798,499.81"
3,Missile Sol-Air,2571,"$775,748.38"
4,groupe13,3168,"$754,162.45"
5,HomeIsNotAWorkPlace,2638,"$673,185.75"
6,Les campagnards,2221,"$645,247.88"
7,CACIB LargeCap Industry,2769,"$632,444.99"
8,La Qualiteam,2720,"$609,224.56"
9,L'OBRG,3143,"$567,708.09"
10,BRJEUX,1619,"$550,722.25"
11,GPTeam,2335,"$548,881.75"
12,Les coquelicots,3222,"$516,099.67"
13,ElectroFusion innovation Inc.,2151,"$512,888.53"
14,Équipe__93183,2277,"$482,685.26"
15,Lux,3115,"$443,366.89"
16,Serious team,2371,"$440,038.07"
17,Le dernier rang,1901,"$374,013.36"
18,Solar leaders,2701,"$266,309.47"
19,CookieClickerPGM,2879,"$199,000.86"
20,Campagn'Arts Sibersssois,2198,"$142,875.33"
21,Solary,2824,"$124,702.41"
22,LeCercle,2453,"($9,790.74)"
23,Solairestp,2834,"($61,009.74)"
24,Panelli 2000,2362,"($78,944.40)"
25,pacyma,2739,"($91,684.16)"
26,Harissa,1682,"($185,141.39)"
27,Saison raclette ouverte,1106,"($202,578.24)"
28,CapitaineAbandonné,1633,"($257,271.29)"
29,Châlon’s Limited,1512,"($270,725.79)"
30,Les 4 fantastiques,2297,"($326,924.78)"
31,Col partners,1412,"($334,657.62)"
32,EHTP,1659,"($369,470.86)"
33,Le Renard,1681,"($372,225.93)"
34,Les Clunsois,1608,"($374,148.54)"
35,Max Verstappen,1696,"($484,259.76)"
36,DinoCo,2119,"($497,744.07)"
37,Cocorico,2117,"($569,555.33)"
38,Solar1200,2385,"($654,604.65)"
39,team11,1644,"($672,009.37)"
40,Les Backstreet Boyz,2367,"($740,140.02)"
41,Equipe_42,2780,"($801,677.68)"
42,Emily Franquiel,1696,"($854,321.11)"
43,Les fifrelins,2354,"($857,575.67)"
44,Nuclear > Solar,2283,"($893,672.66)"
45,Solar Cover,1688,"($965,334.54)"
46,ça zinzinule,2365,"($982,746.16)"
47,BR Électricité,1696,"($1,030,062.04)"
48,PoêleWater,1877,"($1,079,456.29)"
49,ANTIBE,2372,"($1,133,931.62)"
50,PPM CORP. AND ASSOCIATES,1924,"($1,139,448.24)"
51,151160,2178,"($1,191,536.86)"
52,Les foufous2,2165,"($1,237,003.84)"
53,xX_K1ll3rC4rd1_Xx,1622,"($1,240,415.15)"
54,Solar Team,1591,"($1,348,765.52)"
55,Erasmus,1523,"($1,408,863.17)"
56,27kiπne,2075,"($1,525,790.73)"
57,AL-Suppliers,2157,"($1,545,093.35)"
58,Factorylearn,1638,"($1,636,480.42)"
59,HPC 220,1626,"($1,774,939.71)"
60,Equipe 7,2288,"($2,322,960.17)"
61,Ninte,2192,"($2,388,638.41)"
62,A&C,1930,"($2,405,126.43)"
63,Pucela,1696,"($2,416,100.41)"
64,Vivrela,1696,"($2,477,600.32)"
65,décUV,2090,"($2,550,912.09)"
66,J&TS,1696,"($2,605,101.03)"
67,TEAM257778126,1696,"($2,696,024.86)"
68,Nom d’équipe,1696,"($2,750,600.89)"
69,Palanca,1617,"($2,791,600.91)"
70,GADZ CREDA,2096,"($3,034,929.60)"
71,D’or et de platine,1696,"($3,298,100.18)"
72,Chad Industries,1696,"($3,298,100.18)"
73,Les foufous,1696,"($3,298,100.18)"
74,équipe sans action,1696,"($3,298,100.18)"
75,L'Horizon,1696,"($3,565,689.97)"
76,solo factory,1696,"($3,741,592.37)"
