,Team,Orders Out,Cash
0,SalsaBaguette,2605,"$1,375,532.06"
1,The_team,3047,"$1,043,362.15"
2,Photovoltamites,2407,"$888,499.80"
3,groupe13,3200,"$874,162.44"
4,CACIB LargeCap Industry,2799,"$744,944.98"
5,L'OBRG,3173,"$680,208.09"
6,Les coquelicots,3254,"$636,073.61"
7,GPTeam,2352,"$617,944.24"
8,HomeIsNotAWorkPlace,2662,"$611,685.74"
9,BRJEUX,1632,"$603,222.24"
10,ElectroFusion innovation Inc.,2175,"$602,888.52"
11,Les campagnards,2242,"$602,247.87"
12,Lux,3145,"$555,866.87"
13,Serious team,2395,"$520,475.55"
14,Missile Sol-Air,2591,"$475,685.87"
15,Équipe__93183,2298,"$418,435.25"
16,Solar leaders,2731,"$378,809.46"
17,CookieClickerPGM,2899,"$282,500.84"
18,La Qualiteam,2750,"$278,724.55"
19,Solary,2854,"$237,163.33"
20,Campagn'Arts Sibersssois,2220,"$229,812.82"
21,Le dernier rang,1919,"$101,200.85"
22,LeCercle,2475,"$72,709.25"
23,Solairestp,2866,"$58,990.25"
24,Panelli 2000,2380,"($11,444.41)"
25,pacyma,2739,"($91,684.18)"
26,Harissa,1694,"($140,141.40)"
27,Saison raclette ouverte,1114,"($174,578.25)"
28,CapitaineAbandonné,1644,"($216,021.31)"
29,Châlon’s Limited,1522,"($232,538.29)"
30,Col partners,1422,"($304,657.62)"
31,Le Renard,1693,"($327,225.94)"
32,EHTP,1670,"($328,220.88)"
33,Les Clunsois,1620,"($329,148.55)"
34,Les 4 fantastiques,2311,"($363,424.79)"
35,Max Verstappen,1708,"($439,350.91)"
36,DinoCo,2135,"($444,494.08)"
37,Cocorico,2133,"($509,555.34)"
38,team11,1656,"($627,009.38)"
39,Equipe_42,2812,"($681,677.71)"
40,Solar1200,2403,"($765,104.66)"
41,Les fifrelins,2372,"($790,075.68)"
42,Emily Franquiel,1708,"($812,321.12)"
43,Nuclear > Solar,2301,"($826,172.67)"
44,ça zinzinule,2381,"($922,746.17)"
45,Solar Cover,1700,"($923,334.55)"
46,BR Électricité,1708,"($985,153.20)"
47,PoêleWater,1887,"($1,037,456.29)"
48,ANTIBE,2390,"($1,066,522.78)"
49,PPM CORP. AND ASSOCIATES,1940,"($1,079,448.26)"
50,Les Backstreet Boyz,2385,"($1,115,640.04)"
51,151160,2194,"($1,131,536.87)"
52,xX_K1ll3rC4rd1_Xx,1633,"($1,199,602.65)"
53,Les foufous2,2180,"($1,307,253.86)"
54,Solar Team,1599,"($1,315,328.04)"
55,Erasmus,1523,"($1,408,863.19)"
56,27kiπne,2091,"($1,465,790.74)"
57,AL-Suppliers,2173,"($1,485,093.37)"
58,Factorylearn,1649,"($1,636,480.43)"
59,HPC 220,1638,"($1,729,939.72)"
60,Equipe 7,2306,"($2,255,460.19)"
61,Ninte,2210,"($2,321,138.42)"
62,Pucela,1708,"($2,416,100.42)"
63,Vivrela,1708,"($2,477,600.34)"
64,décUV,2106,"($2,490,912.10)"
65,A&C,1946,"($2,524,626.44)"
66,J&TS,1708,"($2,569,101.04)"
67,TEAM257778126,1708,"($2,696,024.88)"
68,Nom d’équipe,1708,"($2,726,600.90)"
69,Palanca,1618,"($2,788,600.94)"
70,GADZ CREDA,2120,"($2,944,929.62)"
71,D’or et de platine,1708,"($3,298,100.19)"
72,Chad Industries,1708,"($3,298,100.19)"
73,équipe sans action,1708,"($3,298,100.19)"
74,Les foufous,1708,"($3,298,100.19)"
75,L'Horizon,1708,"($3,565,689.99)"
76,solo factory,1708,"($3,741,592.38)"
