,Team,Orders Out,Cash
0,SalsaBaguette,2265,"$1,324,408.81"
1,The_team,2540,"$888,112.49"
2,CACIB LargeCap Industry,2349,"$816,544.34"
3,Photovoltamites,2068,"$787,249.93"
4,groupe13,2697,"$728,912.58"
5,pacyma,2350,"$705,625.84"
6,Solar leaders,2287,"$480,809.62"
7,ElectroFusion innovation Inc.,1800,"$371,964.24"
8,Lux,2673,"$367,767.08"
9,L'OBRG,2675,"$316,708.26"
10,Missile Sol-Air,2287,"$249,185.97"
11,HomeIsNotAWorkPlace,2278,"$229,185.97"
12,Solary,2433,"$224,878.16"
13,Les coquelicots,2742,"$190,756.17"
14,LeCercle,2114,"$182,959.39"
15,BRJEUX,1374,"$135,909.89"
16,Solairestp,2376,"$125,290.46"
17,Les campagnards,1930,"$115,848.04"
18,La Qualiteam,2272,"$101,836.72"
19,Équipe__93183,1957,"$91,685.40"
20,Campagn'Arts Sibersssois,1900,"$81,713.04"
21,Serious team,2015,"$50,975.82"
22,GPTeam,2047,"$48,926.88"
23,CapitaineAbandonné,1460,"($23,895.96)"
24,Le dernier rang,1631,"($88,878.98)"
25,CookieClickerPGM,2570,"($168,686.44)"
26,Saison raclette ouverte,970,"($237,578.10)"
27,Col partners,1304,"($239,524.73)"
28,EHTP,1486,"($262,220.65)"
29,Harissa,1502,"($331,541.33)"
30,Panelli 2000,2092,"($362,444.25)"
31,Les Clunsois,1454,"($432,475.59)"
32,Châlon’s Limited,1378,"($507,538.24)"
33,Max Verstappen,1516,"($533,292.51)"
34,Les 4 fantastiques,2037,"($611,924.64)"
35,Emily Franquiel,1516,"($773,620.98)"
36,Le Renard,1501,"($780,225.84)"
37,Cocorico,1902,"($865,205.26)"
38,team11,1487,"($937,311.40)"
39,ça zinzinule,2146,"($1,011,996.05)"
40,Les Backstreet Boyz,2098,"($1,089,889.81)"
41,DinoCo,1895,"($1,100,493.90)"
42,Les fifrelins,2084,"($1,141,075.55)"
43,Solar Cover,1508,"($1,163,084.35)"
44,BR Électricité,1516,"($1,185,744.72)"
45,PoêleWater,1727,"($1,233,456.15)"
46,Solar1200,2136,"($1,248,792.00)"
47,Nuclear > Solar,2039,"($1,253,672.46)"
48,Solar Team,1471,"($1,324,327.85)"
49,ANTIBE,2102,"($1,358,712.67)"
50,Erasmus,1523,"($1,408,862.95)"
51,xX_K1ll3rC4rd1_Xx,1465,"($1,477,102.47)"
52,PPM CORP. AND ASSOCIATES,1684,"($1,554,947.84)"
53,Les foufous2,1948,"($1,556,253.60)"
54,AL-Suppliers,1917,"($1,569,093.14)"
55,151160,1938,"($1,580,536.73)"
56,27kiπne,1880,"($1,599,814.09)"
57,Factorylearn,1478,"($1,636,480.29)"
58,HPC 220,1449,"($1,847,752.07)"
59,TEAM257778126,1516,"($1,968,524.73)"
60,Ninte,1968,"($2,214,138.29)"
61,Equipe 7,2026,"($2,353,959.99)"
62,Pucela,1516,"($2,416,100.19)"
63,Vivrela,1516,"($2,477,600.14)"
64,Equipe_42,2300,"($2,565,090.98)"
65,L'Horizon,1516,"($2,566,099.90)"
66,A&C,1704,"($2,655,126.32)"
67,J&TS,1516,"($2,737,100.76)"
68,décUV,1860,"($2,742,036.96)"
69,Nom d’équipe,1516,"($2,750,600.61)"
70,Palanca,1516,"($2,812,600.54)"
71,D’or et de platine,1516,"($2,857,100.07)"
72,équipe sans action,1516,"($2,857,100.07)"
73,Chad Industries,1516,"($2,857,100.07)"
74,Les foufous,1516,"($2,857,100.07)"
75,GADZ CREDA,1724,"($3,134,116.85)"
76,solo factory,1516,"($3,300,592.26)"
