,Team,Orders Out,Cash
0,Photovoltamites,2923,"$1,311,499.61"
1,Lux,3844,"$1,280,766.58"
2,groupe13,3897,"$1,272,099.69"
3,Les campagnards,2710,"$1,180,647.61"
4,Les coquelicots,4022,"$1,123,034.14"
5,HomeIsNotAWorkPlace,3188,"$1,052,122.86"
6,Solar leaders,3468,"$925,059.23"
7,GPTeam,2802,"$785,796.51"
8,Équipe__93183,2826,"$763,435.03"
9,SalsaBaguette,3157,"$610,050.55"
10,Campagn'Arts Sibersssois,2718,"$551,874.98"
11,Le dernier rang,2384,"$527,798.10"
12,CookieClickerPGM,3397,"$518,000.54"
13,Solary,3580,"$515,555.14"
14,CACIB LargeCap Industry,3500,"$514,595.54"
15,Missile Sol-Air,3071,"$414,435.73"
16,ElectroFusion innovation Inc.,2754,"$388,513.21"
17,La Qualiteam,3476,"$350,068.02"
18,pacyma,3388,"$329,333.83"
19,Panelli 2000,2812,"$295,055.33"
20,Serious team,3017,"$289,850.11"
21,Solairestp,3625,"$207,839.93"
22,Equipe_42,3575,"$149,821.90"
23,L'OBRG,3946,"$83,457.80"
24,Harissa,1994,"$79,458.51"
25,BRJEUX,2012,"$74,409.48"
26,LeCercle,3046,$959.03
27,EHTP,1946,"($49,221.20)"
28,CapitaineAbandonné,1918,"($64,521.78)"
29,Les 4 fantastiques,2683,"($66,888.55)"
30,Le Renard,1948,"($108,876.01)"
31,Cocorico,2485,"($113,142.93)"
32,Col partners,1616,"($129,657.73)"
33,Max Verstappen,1996,"($217,738.51)"
34,Châlon’s Limited,1741,"($245,525.88)"
35,Les fifrelins,2804,"($267,075.84)"
36,Saison raclette ouverte,1330,"($300,578.47)"
37,Nuclear > Solar,2697,"($304,172.86)"
38,Solar1200,2835,"($322,104.86)"
39,PPM CORP. AND ASSOCIATES,2324,"($608,448.80)"
40,Les foufous2,2528,"($623,254.24)"
41,team11,1904,"($655,155.32)"
42,ça zinzinule,2725,"($674,996.34)"
43,DinoCo,2497,"($677,994.40)"
44,Solar Cover,1988,"($688,858.31)"
45,Les Backstreet Boyz,2812,"($724,390.38)"
46,BR Électricité,1996,"($724,490.92)"
47,Emily Franquiel,1996,"($743,165.06)"
48,Les Clunsois,1908,"($765,948.77)"
49,PoêleWater,2147,"($838,456.52)"
50,AL-Suppliers,2557,"($921,093.68)"
51,ANTIBE,2822,"($1,020,710.59)"
52,151160,2574,"($1,074,474.60)"
53,xX_K1ll3rC4rd1_Xx,1891,"($1,105,477.96)"
54,The_team,3788,"($1,130,763.38)"
55,Solar Team,1791,"($1,152,828.31)"
56,27kiπne,2421,"($1,203,290.86)"
57,HPC 220,1926,"($1,235,939.94)"
58,Erasmus,1523,"($1,408,863.56)"
59,Factorylearn,1817,"($1,561,480.63)"
60,Pucela,1898,"($1,831,100.65)"
61,Palanca,1866,"($1,864,726.33)"
62,Ninte,2633,"($1,906,888.62)"
63,Equipe 7,2738,"($1,967,929.18)"
64,A&C,2293,"($2,011,026.57)"
65,décUV,2459,"($2,220,787.30)"
66,Vivrela,1794,"($2,410,100.62)"
67,J&TS,1996,"($2,576,101.53)"
68,Nom d’équipe,1996,"($2,630,101.31)"
69,GADZ CREDA,2696,"($2,638,083.62)"
70,TEAM257778126,1996,"($3,868,025.21)"
71,Chad Industries,1996,"($4,180,100.38)"
72,D’or et de platine,1996,"($4,180,100.38)"
73,équipe sans action,1996,"($4,180,100.38)"
74,Les foufous,1996,"($4,180,100.38)"
75,L'Horizon,1996,"($4,464,900.36)"
76,solo factory,1996,"($4,623,592.57)"
