,Team,Orders Out,Cash
0,SalsaBaguette,2521,"$1,740,689.92"
1,groupe13,3074,"$1,050,662.48"
2,Photovoltamites,2340,"$970,249.83"
3,Lux,3056,"$829,316.92"
4,The_team,2951,"$683,362.17"
5,Missile Sol-Air,2533,"$617,685.89"
6,Équipe__93183,2213,"$575,685.29"
7,Solary,2776,"$528,865.47"
8,Les campagnards,2182,"$484,622.90"
9,ElectroFusion innovation Inc.,2079,"$444,388.56"
10,BRJEUX,1588,"$437,284.76"
11,Le dernier rang,1865,"$429,808.38"
12,HomeIsNotAWorkPlace,2566,"$403,185.79"
13,Solairestp,2738,"$397,890.32"
14,La Qualiteam,2660,"$384,224.58"
15,L'OBRG,3082,"$338,958.11"
16,GPTeam,2272,"$319,569.27"
17,CACIB LargeCap Industry,2679,"$294,945.04"
18,Campagn'Arts Sibersssois,2158,"$281,312.87"
19,Les coquelicots,3158,"$276,112.72"
20,Serious team,2325,"$264,725.59"
21,Solar leaders,2651,"$199,309.49"
22,LeCercle,2383,"$170,709.29"
23,pacyma,2657,"$153,815.87"
24,CookieClickerPGM,2817,"$120,875.90"
25,Panelli 2000,2326,"($70,944.38)"
26,Saison raclette ouverte,1088,"($265,578.23)"
27,Harissa,1658,"($275,141.39)"
28,Les 4 fantastiques,2261,"($280,424.76)"
29,Les Clunsois,1576,"($319,262.08)"
30,Châlon’s Limited,1486,"($326,588.28)"
31,CapitaineAbandonné,1610,"($343,521.25)"
32,Col partners,1386,"($412,657.60)"
33,Max Verstappen,1672,"($412,677.46)"
34,EHTP,1636,"($455,720.83)"
35,Le Renard,1657,"($462,225.93)"
36,Solar1200,2331,"($524,104.62)"
37,Cocorico,2075,"($556,855.32)"
38,DinoCo,2075,"($652,994.05)"
39,team11,1620,"($762,009.37)"
40,Les foufous2,2136,"($851,253.80)"
41,Les Backstreet Boyz,2331,"($875,139.99)"
42,Les fifrelins,2300,"($917,075.64)"
43,Emily Franquiel,1672,"($938,321.09)"
44,ça zinzinule,2336,"($962,496.15)"
45,Solar Cover,1664,"($1,049,334.51)"
46,Nuclear > Solar,2235,"($1,073,672.63)"
47,Equipe_42,2684,"($1,161,677.56)"
48,PoêleWater,1857,"($1,163,456.28)"
49,BR Électricité,1660,"($1,164,788.57)"
50,Solar Team,1567,"($1,226,077.99)"
51,ANTIBE,2336,"($1,268,749.31)"
52,PPM CORP. AND ASSOCIATES,1876,"($1,277,948.16)"
53,151160,2146,"($1,311,536.85)"
54,xX_K1ll3rC4rd1_Xx,1601,"($1,320,477.63)"
55,Erasmus,1523,"($1,408,863.14)"
56,27kiπne,2045,"($1,471,790.72)"
57,Factorylearn,1617,"($1,636,480.40)"
58,AL-Suppliers,2109,"($1,725,093.31)"
59,HPC 220,1590,"($1,909,939.68)"
60,Ninte,2148,"($1,967,638.37)"
61,Equipe 7,2252,"($2,124,960.15)"
62,A&C,1898,"($2,373,626.42)"
63,Pucela,1672,"($2,416,100.38)"
64,Vivrela,1672,"($2,477,600.30)"
65,décUV,2042,"($2,586,412.07)"
66,J&TS,1672,"($2,677,101.00)"
67,TEAM257778126,1660,"($2,696,024.84)"
68,Nom d’équipe,1660,"($2,750,600.83)"
69,GADZ CREDA,2027,"($2,762,679.54)"
70,Palanca,1615,"($2,797,600.86)"
71,L'Horizon,1660,"($2,815,099.93)"
72,Chad Industries,1660,"($3,298,100.16)"
73,D’or et de platine,1672,"($3,298,100.17)"
74,équipe sans action,1672,"($3,298,100.17)"
75,Les foufous,1672,"($3,298,100.17)"
76,solo factory,1660,"($3,741,592.35)"
