,Team,Orders Out,Cash
0,groupe13,7966,4912097.993495
1,SalsaBaguette,6663,4152004.452497
2,Les coquelicots,8199,4150390.619082
3,HomeIsNotAWorkPlace,6449,4133893.825823
4,CookieClickerPGM,6657,3933560.99621
5,Photovoltamites,5801,3923310.711483
6,pacyma,7211,3875581.889091
7,Lux,8177,3675802.039444
8,Équipe__93183,6432,2856473.371111
9,GPTeam,5094,2846177.287046
10,Solairestp,8262,2802798.420046
11,La Qualiteam,7651,2674419.910792
12,Serious team,7127,2527755.791885
13,Solar leaders,7747,2306302.488761
14,Les campagnards,6413,2208094.597629
15,Panelli 2000,5557,2187741.131478
16,CapitaineAbandonné,4116,2165164.014162
17,Campagn'Arts Sibersssois,6716,2115434.729049
18,The_team,7396,1693044.57424
19,PPM CORP. AND ASSOCIATES,4816,1635111.444026
20,EHTP,3565,1594027.755858
21,LeCercle,6975,1506840.414926
22,Les fifrelins,5483,1408734.544053
23,ElectroFusion innovation Inc.,6129,1363925.272203
24,Harissa,3685,1342816.578413
25,Missile Sol-Air,7108,1197284.05587
26,ANTIBE,5294,1166711.926481
27,ça zinzinule,4602,1166127.422574
28,Solary,8076,1132914.856439
29,team11,3499,1126093.886316
30,Nuclear > Solar,5047,1057263.128728
31,Le Renard,2978,1028848.11916
32,151160,4748,949461.54475
33,Solar Cover,3658,884227.71485
34,Les Clunsois,3604,855649.735784
35,Solar1200,5359,727089.246477
36,Les Backstreet Boyz,5551,718930.33216
37,Saison raclette ouverte,2623,696920.118463
38,PoêleWater,3570,691104.483928
39,Col partners,2732,686932.610898
40,Châlon’s Limited,3061,631135.89241
41,BR Électricité,3677,604254.918344
42,AL-Suppliers,5009,581904.140821
43,L'OBRG,8293,559205.795482
44,Les 4 fantastiques,5455,525547.126375
45,Les foufous2,5035,470930.046076
46,Solar Team,2942,445232.394779
47,xX_K1ll3rC4rd1_Xx,3504,425631.234556
48,Cocorico,4542,411363.224411
49,DinoCo,4654,395577.081135
50,Le dernier rang,5992,385270.880459
51,Max Verstappen,3795,364796.02104
52,Emily Franquiel,3712,302564.818173
53,27kiπne,4443,283895.638544
54,BRJEUX,5358,269407.805717
55,Ninte,5069,188476.975844
56,Factorylearn,2971,-43669.895006
57,Equipe 7,5203,-98430.662641
58,Equipe_42,7809,-244546.814717
59,HPC 220,3598,-473816.551084
60,Pucela,3302,-499414.231549
61,GADZ CREDA,5895,-656627.34495
62,CACIB LargeCap Industry,8034,-690843.392411
63,A&C,4367,-844093.448729
64,Erasmus,1523,-1408865.967047
65,décUV,4119,-1507101.148581
66,Nom d’équipe,3704,-1745104.061256
67,Palanca,3554,-1958702.791233
68,Vivrela,1949,-2384603.47487
69,J&TS,3724,-4117180.038103
70,TEAM257778126,3714,-5631936.143169
71,L'Horizon,3251,-6344600.777828
72,solo factory,3531,-6928218.904086
73,D’or et de platine,3892,-9694101.227258
74,Chad Industries,3880,-9913101.625585
75,Les foufous,3904,-9913101.63316
76,équipe sans action,3892,-9913101.63316
