,Team,Orders Out,Cash
0,groupe13,7294,4576098.185763
1,SalsaBaguette,5991,3445565.07617
2,Les coquelicots,7527,3385351.891026
3,Photovoltamites,5328,3358560.941989
4,HomeIsNotAWorkPlace,5873,3211394.118944
5,CookieClickerPGM,6089,3036061.237991
6,pacyma,6539,2817582.086219
7,Lux,7317,2732152.301012
8,Serious team,6485,2657232.805823
9,GPTeam,4705,2510530.048244
10,Équipe__93183,5802,2346473.554458
11,Solar leaders,6977,2111802.837426
12,Solairestp,7413,1890048.698734
13,Panelli 2000,5103,1800241.344244
14,La Qualiteam,6942,1736607.730548
15,Les campagnards,5753,1725345.054059
16,CapitaineAbandonné,3760,1712164.157214
17,EHTP,3324,1564777.890142
18,ElectroFusion innovation Inc.,5550,1174303.100127
19,PPM CORP. AND ASSOCIATES,4368,1127111.681396
20,Harissa,3421,1078216.6865
21,ça zinzinule,4305,1065315.093164
22,ANTIBE,4898,1002717.377607
23,L'OBRG,7435,982956.083377
24,Les Clunsois,3328,939649.890093
25,team11,3275,936093.988417
26,Le Renard,2852,814835.658964
27,Nuclear > Solar,4657,788763.319949
28,Les 4 fantastiques,4828,787297.405023
29,Campagn'Arts Sibersssois,5923,785247.574392
30,LeCercle,6270,747718.178355
31,PoêleWater,3350,719104.690623
32,Les fifrelins,5015,705734.831823
33,Col partners,2568,678120.258244
34,Le dernier rang,5269,603971.219281
35,BR Électricité,3425,574619.189799
36,BRJEUX,4591,563158.095413
37,Solary,7240,529002.705245
38,151160,4412,498461.702133
39,Solar Cover,3406,484866.969136
40,Les Backstreet Boyz,5028,468545.1722
41,DinoCo,4318,467689.153118
42,Cocorico,4213,461006.518793
43,Saison raclette ouverte,2425,444920.297758
44,AL-Suppliers,4392,370154.393925
45,The_team,6758,334794.86599
46,Les foufous2,4533,318930.444562
47,Solar1200,4885,309659.698302
48,Châlon’s Limited,2851,296883.457511
49,Max Verstappen,3476,268659.842165
50,Solar Team,2774,261045.129629
51,Missile Sol-Air,6247,248559.302803
52,xX_K1ll3rC4rd1_Xx,3252,224131.349404
53,CACIB LargeCap Industry,7199,157157.157954
54,27kiπne,4113,154895.771879
55,Ninte,4691,90477.110567
56,Emily Franquiel,3448,89264.994358
57,HPC 220,3346,-161503.83866
58,Equipe 7,4807,-502430.494876
59,Factorylearn,2806,-716044.739128
60,Pucela,3072,-775914.08293
61,GADZ CREDA,5391,-1072871.910373
62,A&C,4031,-1174710.419097
63,Erasmus,1523,-1408865.631293
64,décUV,3895,-1545100.932779
65,Palanca,3290,-1735077.590118
66,Nom d’équipe,3440,-1830103.688263
67,Vivrela,1924,-2467103.162544
68,J&TS,3472,-3388835.874789
69,Equipe_42,7055,-3419795.000378
70,TEAM257778126,3462,-5196227.540758
71,L'Horizon,3133,-6006600.748111
72,solo factory,3343,-7188593.730864
73,D’or et de platine,3628,-8962101.121513
74,Chad Industries,3628,-9031101.451671
75,équipe sans action,3628,-9031101.451671
76,Les foufous,3652,-9031101.456112
