,Team,Orders Out,Cash
0,groupe13,5578,2795849.184841
1,Les coquelicots,5720,2704533.287528
2,Photovoltamites,4085,2320999.175559
3,HomeIsNotAWorkPlace,4467,2238434.543904
4,SalsaBaguette,4319,2021164.831455
5,Lux,5441,1955815.9073
6,GPTeam,3729,1634675.950451
7,CookieClickerPGM,4689,1198937.396792
8,Solar leaders,5165,1191908.490665
9,LeCercle,4563,1170708.609878
10,Équipe__93183,4257,1057684.534757
11,La Qualiteam,5167,1036546.549116
12,pacyma,4799,1020583.218632
13,EHTP,2567,914528.448985
14,Missile Sol-Air,4458,843497.826007
15,CapitaineAbandonné,2703,779414.96177
16,Solary,5282,770616.736447
17,Les 4 fantastiques,3655,722610.928563
18,Le dernier rang,3648,688747.411257
19,Panelli 2000,3872,688554.776997
20,ElectroFusion innovation Inc.,3913,686074.980865
21,Serious team,4638,678474.146216
22,BRJEUX,3027,654659.006737
23,Solairestp,5319,633839.119562
24,PPM CORP. AND ASSOCIATES,3188,592050.358789
25,L'OBRG,5641,590707.205114
26,Campagn'Arts Sibersssois,4068,584936.617008
27,CACIB LargeCap Industry,5147,561596.827193
28,Harissa,2642,530058.286604
29,Solar1200,3660,493683.851533
30,Les campagnards,4077,479221.802787
31,Les Backstreet Boyz,3764,425608.878435
32,Cocorico,3269,422656.897249
33,Nuclear > Solar,3582,406576.675158
34,Châlon’s Limited,2281,385598.808777
35,Les Clunsois,2556,376250.400322
36,Le Renard,2408,371998.851735
37,DinoCo,3334,333317.503793
38,The_team,5222,254484.278313
39,Max Verstappen,2634,230953.970227
40,Col partners,2029,172641.500116
41,Les fifrelins,3776,86923.548293
42,Saison raclette ouverte,1816,77421.041844
43,ça zinzinule,3454,53815.754693
44,Equipe_42,5210,23885.516273
45,ANTIBE,3794,-58633.135149
46,Solar Cover,2636,-61346.388982
47,team11,2550,-182655.559146
48,BR Électricité,2644,-196463.297976
49,151160,3411,-209287.556747
50,AL-Suppliers,3421,-309094.440193
51,PoêleWater,2687,-331457.011774
52,Emily Franquiel,2644,-336034.244841
53,Les foufous2,3490,-361255.259877
54,xX_K1ll3rC4rd1_Xx,2470,-419867.783673
55,Solar Team,2223,-509703.932214
56,27kiπne,3181,-679791.15928
57,HPC 220,2574,-1006940.447708
58,Equipe 7,3710,-1173804.691589
59,Ninte,3605,-1198555.815714
60,Erasmus,1523,-1408864.379846
61,Pucela,2441,-1423850.973284
62,Palanca,2514,-1551326.728696
63,Factorylearn,2276,-1551918.754736
64,A&C,3142,-1555201.88291
65,décUV,3212,-1872475.308705
66,GADZ CREDA,3992,-1917672.855481
67,J&TS,2644,-2210711.909167
68,Nom d’équipe,2644,-2313602.234641
69,Vivrela,1848,-2752101.727737
70,TEAM257778126,2644,-4168025.888432
71,L'Horizon,2644,-4998300.549353
72,D’or et de platine,2644,-6160100.721795
73,équipe sans action,2644,-6385100.819898
74,Les foufous,2644,-6385100.819898
75,Chad Industries,2644,-6385100.819898
76,solo factory,2656,-6828593.007398
