,Team,Orders Out,Cash
0,groupe13,4933,"$2,118,099.39"
1,Photovoltamites,3632,"$1,963,249.34"
2,HomeIsNotAWorkPlace,3963,"$1,917,434.88"
3,Les coquelicots,5072,"$1,833,533.62"
4,SalsaBaguette,3866,"$1,475,480.09"
5,GPTeam,3370,"$1,296,248.68"
6,Lux,4818,"$1,269,966.17"
7,L'OBRG,4996,"$1,169,957.45"
8,La Qualiteam,4523,"$1,032,546.82"
9,pacyma,4184,"$907,333.46"
10,LeCercle,3977,"$836,208.78"
11,Missile Sol-Air,3879,"$776,560.50"
12,Equipe_42,4611,"$588,258.73"
13,Les campagnards,3511,"$554,197.16"
14,EHTP,2326,"$552,278.57"
15,Solar leaders,4524,"$537,458.77"
16,Panelli 2000,3438,"$534,554.98"
17,CookieClickerPGM,4185,"$496,625.15"
18,Équipe__93183,3636,"$482,434.71"
19,ElectroFusion innovation Inc.,3461,"$407,575.26"
20,Les 4 fantastiques,3277,"$403,111.13"
21,Solary,4638,"$377,017.10"
22,BRJEUX,2607,"$331,846.69"
23,CapitaineAbandonné,2349,"$327,915.22"
24,CACIB LargeCap Industry,4506,"$311,873.36"
25,Harissa,2390,"$310,458.37"
26,Serious team,4016,"$308,349.62"
27,Solairestp,4678,"$269,589.44"
28,Campagn'Arts Sibersssois,3506,"$225,061.97"
29,Les fifrelins,3398,"$208,423.80"
30,Le Renard,2229,"$196,173.90"
31,Cocorico,2966,"$167,806.96"
32,Solar1200,3321,"$147,832.41"
33,DinoCo,3008,"$145,005.21"
34,Max Verstappen,2392,"$106,253.54"
35,Le dernier rang,3123,"$62,247.70"
36,Châlon’s Limited,2071,"$24,661.42"
37,PPM CORP. AND ASSOCIATES,2852,"($40,449.36)"
38,Col partners,1875,"($76,723.02)"
39,Les Clunsois,2304,"($134,949.50)"
40,ANTIBE,3416,"($135,218.81)"
41,Saison raclette ouverte,1628,"($139,578.77)"
42,Nuclear > Solar,3236,"($183,923.14)"
43,Solar Cover,2384,"($264,546.18)"
44,ça zinzinule,3168,"($267,059.09)"
45,team11,2298,"($319,155.46)"
46,Les Backstreet Boyz,3386,"($332,890.83)"
47,Les foufous2,3112,"($398,254.86)"
48,PoêleWater,2477,"($404,456.82)"
49,BR Électricité,2392,"($475,099.05)"
50,151160,3085,"($479,787.37)"
51,Emily Franquiel,2392,"($507,334.08)"
52,xX_K1ll3rC4rd1_Xx,2229,"($512,117.68)"
53,Solar Team,2055,"($655,391.19)"
54,AL-Suppliers,3085,"($693,094.16)"
55,27kiπne,2865,"($888,291.04)"
56,HPC 220,2322,"($922,940.25)"
57,The_team,4665,"($1,336,452.41)"
58,Factorylearn,2107,"($1,341,730.93)"
59,Erasmus,1523,"($1,408,864.06)"
60,Ninte,3227,"($1,437,388.92)"
61,Equipe 7,3332,"($1,488,304.51)"
62,Pucela,2229,"($1,632,850.83)"
63,Palanca,2262,"($1,765,326.53)"
64,A&C,2806,"($1,778,701.75)"
65,décUV,2927,"($2,066,912.61)"
66,GADZ CREDA,3488,"($2,371,625.70)"
67,Nom d’équipe,2392,"($2,534,601.88)"
68,Vivrela,1827,"($2,830,851.30)"
69,J&TS,2392,"($2,975,570.91)"
70,TEAM257778126,2392,"($3,752,025.61)"
71,L'Horizon,2392,"($4,683,300.50)"
72,D’or et de platine,2392,"($5,276,600.62)"
73,Chad Industries,2392,"($5,503,100.66)"
74,équipe sans action,2392,"($5,503,100.66)"
75,Les foufous,2392,"($5,503,100.66)"
76,solo factory,2404,"($5,946,592.84)"
