,Team,Orders Out,Cash
0,groupe13,5944,2901098.803665
1,Photovoltamites,4379,2453748.893783
2,HomeIsNotAWorkPlace,4792,2448871.602471
3,Les coquelicots,6092,2389032.582849
4,SalsaBaguette,4609,2312749.432095
5,Lux,5795,2001915.461485
6,GPTeam,3979,1747698.099969
7,La Qualiteam,5555,1374296.088648
8,pacyma,5150,1266082.748907
9,CookieClickerPGM,4997,1261124.501005
10,Équipe__93183,4617,929184.141313
11,Panelli 2000,4163,925054.445248
12,CapitaineAbandonné,2964,924039.557076
13,Solar leaders,5534,879795.573165
14,EHTP,2768,844778.205956
15,Les 4 fantastiques,3921,709798.079978
16,Solary,5646,652416.203096
17,Harissa,2851,588408.123313
18,Le Renard,2565,575636.278382
19,Serious team,4980,474348.411228
20,PPM CORP. AND ASSOCIATES,3434,376487.385088
21,L'OBRG,5998,338081.747574
22,Les Clunsois,2758,337050.260049
23,team11,2758,297344.260269
24,ElectroFusion innovation Inc.,4211,284324.558044
25,ça zinzinule,3669,267253.026254
26,Les Backstreet Boyz,4067,236295.901399
27,Saison raclette ouverte,1981,213920.790062
28,Max Verstappen,2844,181192.869249
29,Missile Sol-Air,4801,177872.437524
30,Campagn'Arts Sibersssois,4434,168373.576759
31,Col partners,2170,168006.013746
32,CACIB LargeCap Industry,5516,142095.975988
33,LeCercle,4916,138458.288972
34,BRJEUX,3309,131346.213243
35,Châlon’s Limited,2450,127276.154428
36,Les campagnards,4415,118658.687227
37,DinoCo,3594,90442.186868
38,Cocorico,3503,80494.255289
39,ANTIBE,4073,59113.858148
40,Le dernier rang,3962,-14985.527412
41,PoêleWater,2862,-58019.804499
42,Solairestp,5684,-67911.412566
43,BR Électricité,2855,-77048.49358
44,151160,3661,-80787.808835
45,Solar Cover,2857,-94389.09202
46,Solar1200,3916,-115433.617594
47,Nuclear > Solar,3835,-169173.619215
48,Les foufous2,3761,-224380.917276
49,AL-Suppliers,3669,-241219.878338
50,Les fifrelins,4047,-299826.915386
51,Emily Franquiel,2878,-356034.541961
52,Solar Team,2374,-388141.766363
53,27kiπne,3415,-573728.8684
54,xX_K1ll3rC4rd1_Xx,2675,-928618.161857
55,Factorylearn,2424,-947419.082296
56,Equipe 7,3981,-956304.998005
57,HPC 220,2776,-978440.805729
58,The_team,5548,-1157454.099022
59,Equipe_42,5550,-1166915.228421
60,Ninte,3881,-1316118.69308
61,Pucela,2624,-1353601.182861
62,A&C,3378,-1388889.601597
63,Erasmus,1523,-1408864.807169
64,Palanca,2720,-1509827.031538
65,décUV,3429,-1772725.610605
66,GADZ CREDA,4331,-2034558.724619
67,Nom d’équipe,2870,-2290102.759541
68,J&TS,2895,-2294256.777991
69,Vivrela,1870,-2669602.261922
70,TEAM257778126,2892,-4033026.32351
71,L'Horizon,2947,-5530800.601562
72,D’or et de platine,2980,-6677600.873633
73,Chad Industries,2980,-6826101.06208
74,équipe sans action,2980,-6826101.06208
75,Les foufous,2992,-6826101.06208
76,solo factory,2992,-7269593.254804
