,Team,Orders Out,Cash
0,groupe13,4083,"$1,763,599.63"
1,Lux,4049,"$1,609,016.49"
2,Photovoltamites,3071,"$1,533,499.55"
3,HomeIsNotAWorkPlace,3315,"$1,389,435.27"
4,Les coquelicots,4246,"$1,278,534.05"
5,Solary,3804,"$1,024,355.05"
6,GPTeam,2924,"$837,113.95"
7,Serious team,3227,"$547,600.00"
8,SalsaBaguette,3288,"$426,545.44"
9,ElectroFusion innovation Inc.,2890,"$378,450.64"
10,Panelli 2000,2938,"$323,055.25"
11,CookieClickerPGM,3523,"$308,625.49"
12,La Qualiteam,3712,"$299,067.94"
13,Missile Sol-Air,3223,"$295,685.69"
14,Solar leaders,3684,"$293,559.15"
15,Équipe__93183,2946,"$292,434.96"
16,LeCercle,3208,"$258,458.99"
17,EHTP,2027,"$254,528.73"
18,Le dernier rang,2540,"$252,243.01"
19,BRJEUX,2137,"$224,346.92"
20,CapitaineAbandonné,1993,"$218,915.59"
21,Les campagnards,2861,"$214,360.03"
22,Harissa,2078,"$197,658.48"
23,L'OBRG,4169,"$153,707.73"
24,Campagn'Arts Sibersssois,2871,"$48,999.90"
25,Solairestp,3811,"$39,339.84"
26,Les 4 fantastiques,2809,"$28,111.39"
27,Le Renard,2008,"($48,713.54)"
28,Solar1200,2936,"($68,854.90)"
29,Saison raclette ouverte,1394,"($76,578.53)"
30,Châlon’s Limited,1801,"($124,400.92)"
31,Max Verstappen,2080,"($134,976.56)"
32,Cocorico,2575,"($177,042.95)"
33,pacyma,3521,"($220,541.26)"
34,PPM CORP. AND ASSOCIATES,2420,"($248,448.90)"
35,Equipe_42,3761,"($257,178.23)"
36,The_team,3978,"($349,263.59)"
37,Les Backstreet Boyz,2923,"($416,140.47)"
38,DinoCo,2590,"($507,244.49)"
39,Col partners,1670,"($513,157.78)"
40,Les fifrelins,2912,"($525,075.93)"
41,ANTIBE,2948,"($548,848.69)"
42,ça zinzinule,2817,"($578,746.40)"
43,BR Électricité,2068,"($601,537.85)"
44,Les foufous2,2644,"($631,254.35)"
45,Nuclear > Solar,2796,"($639,922.91)"
46,team11,1988,"($665,155.34)"
47,PoêleWater,2217,"($687,456.58)"
48,Emily Franquiel,2080,"($760,333.87)"
49,Solar Cover,2072,"($817,496.42)"
50,xX_K1ll3rC4rd1_Xx,1968,"($819,790.51)"
51,Solar Team,1839,"($952,203.39)"
52,151160,2682,"($1,039,037.16)"
53,CACIB LargeCap Industry,3649,"($1,097,875.99)"
54,27kiπne,2515,"($1,175,790.89)"
55,Factorylearn,1883,"($1,313,980.68)"
56,Les Clunsois,1980,"($1,349,948.96)"
57,Erasmus,1523,"($1,408,863.66)"
58,AL-Suppliers,2653,"($1,437,093.76)"
59,Ninte,2741,"($1,501,888.65)"
60,Palanca,1950,"($1,549,726.36)"
61,HPC 220,1998,"($1,551,940.00)"
62,Pucela,1967,"($1,744,350.67)"
63,Equipe 7,2864,"($2,005,783.42)"
64,A&C,2394,"($2,036,201.59)"
65,décUV,2546,"($2,231,849.85)"
66,Nom d’équipe,2068,"($2,790,601.42)"
67,Vivrela,1801,"($2,826,850.72)"
68,J&TS,2080,"($2,945,101.63)"
69,GADZ CREDA,2840,"($3,227,083.70)"
70,TEAM257778126,2068,"($3,868,025.28)"
71,L'Horizon,2068,"($4,467,100.40)"
72,Chad Industries,2068,"($4,621,100.44)"
73,équipe sans action,2080,"($4,621,100.45)"
74,Les foufous,2080,"($4,621,100.45)"
75,D’or et de platine,2080,"($4,621,100.45)"
76,solo factory,2068,"($5,064,592.63)"
