,Team,Orders Out,Cash
0,groupe13,5923,2806598.897352
1,Photovoltamites,4358,2359248.957409
2,HomeIsNotAWorkPlace,4771,2354371.695091
3,Les coquelicots,6066,2272032.790715
4,SalsaBaguette,4588,2218249.512319
5,Lux,5774,1907415.561495
6,GPTeam,3958,1906848.200154
7,CookieClickerPGM,4976,1719624.63682
8,La Qualiteam,5534,1279796.197116
9,pacyma,5129,1171582.887154
10,Équipe__93183,4596,850434.252146
11,Panelli 2000,4142,830554.526033
12,CapitaineAbandonné,2938,807102.147651
13,Solar leaders,5508,762795.666341
14,EHTP,2742,747278.271847
15,BRJEUX,3288,736846.278638
16,Les 4 fantastiques,3900,615360.670382
17,Solary,5625,557916.319412
18,Harissa,2830,509658.168388
19,Le Renard,2544,485761.292868
20,Les Clunsois,2737,475200.307551
21,Serious team,4954,357348.619678
22,PPM CORP. AND ASSOCIATES,3413,282925.013147
23,Les campagnards,4394,275158.852613
24,L'OBRG,5977,243581.859082
25,Col partners,2145,236006.028376
26,Solairestp,5663,229088.736551
27,Nuclear > Solar,3814,223326.479701
28,team11,2732,199844.313549
29,ElectroFusion innovation Inc.,4190,189824.654677
30,Châlon’s Limited,2429,180911.189453
31,ça zinzinule,3648,172815.571437
32,Les Backstreet Boyz,4046,141858.51215
33,Saison raclette ouverte,1960,140420.841325
34,ANTIBE,4052,131863.96109
35,Solar1200,3895,123066.467757
36,Max Verstappen,2823,102442.913661
37,Missile Sol-Air,4780,83372.536508
38,Campagn'Arts Sibersssois,4413,73873.691984
39,CACIB LargeCap Industry,5495,47596.194166
40,LeCercle,4895,43958.36819
41,BR Électricité,2834,16851.583421
42,DinoCo,3573,-3995.252384
43,Cocorico,3482,-13943.205027
44,Le dernier rang,3941,-109485.42472
45,PoêleWater,2841,-151582.237171
46,Les foufous2,3740,-167318.252386
47,151160,3635,-178287.757541
48,Solar Cover,2831,-206764.002624
49,Solar Team,2353,-327016.68116
50,AL-Suppliers,3648,-334782.2828
51,Les fifrelins,4026,-394326.784287
52,Emily Franquiel,2857,-429534.461312
53,27kiπne,3394,-590791.31657
54,xX_K1ll3rC4rd1_Xx,2649,-964618.014925
55,Factorylearn,2403,-1034606.529074
56,Equipe 7,3960,-1050804.927854
57,HPC 220,2755,-1057190.709407
58,The_team,5527,-1251953.857335
59,Equipe_42,5529,-1261415.01798
60,Ninte,3860,-1267556.073352
61,Erasmus,1523,-1408864.7156
62,A&C,3369,-1429389.548755
63,Pucela,2603,-1432351.14515
64,Palanca,2699,-1588576.928704
65,décUV,3408,-1718288.036428
66,GADZ CREDA,4310,-2129058.624581
67,Nom d’équipe,2849,-2363602.639764
68,J&TS,2869,-2388006.655875
69,Vivrela,1867,-2680852.150295
70,TEAM257778126,2871,-4106526.213474
71,L'Horizon,2908,-5389800.592631
72,D’or et de platine,2908,-6677600.843029
73,équipe sans action,2908,-6826101.011209
74,Les foufous,2920,-6826101.011209
75,Chad Industries,2908,-6826101.011209
76,solo factory,2920,-7269593.199166
