,Team,Orders Out,Cash
0,Les coquelicots,4182,"$1,723,034.09"
1,groupe13,4024,"$1,542,349.65"
2,Lux,3990,"$1,387,766.51"
3,Photovoltamites,3028,"$1,372,249.56"
4,HomeIsNotAWorkPlace,3267,"$1,209,435.29"
5,GPTeam,2874,"$813,896.48"
6,Solary,3740,"$784,355.07"
7,SalsaBaguette,3245,"$674,045.48"
8,Equipe_42,3703,"$518,321.83"
9,CookieClickerPGM,3481,"$478,250.50"
10,Solar leaders,3620,"$433,059.18"
11,LeCercle,3153,"$402,209.00"
12,Panelli 2000,2902,"$331,055.27"
13,Serious team,3167,"$322,600.03"
14,Campagn'Arts Sibersssois,2823,"$229,374.93"
15,ElectroFusion innovation Inc.,2846,"$206,388.17"
16,EHTP,2004,"$168,278.74"
17,Équipe__93183,2906,"$142,434.98"
18,CapitaineAbandonné,1970,"$137,228.13"
19,L'OBRG,4102,"$115,457.75"
20,Missile Sol-Air,3179,"$109,685.70"
21,Harissa,2054,"$107,658.49"
22,BRJEUX,2102,"$85,846.93"
23,Le dernier rang,2495,"$72,930.54"
24,Solairestp,3753,"$64,839.87"
25,La Qualiteam,3646,"$51,567.96"
26,Les campagnards,2813,"$17,360.05"
27,Les 4 fantastiques,2773,"($30,388.59)"
28,Le Renard,1991,"($117,651.03)"
29,Cocorico,2547,"($120,642.94)"
30,Saison raclette ouverte,1376,"($139,578.52)"
31,Solar1200,2907,"($177,604.89)"
32,Châlon’s Limited,1781,"($200,775.91)"
33,Max Verstappen,2056,"($224,794.26)"
34,Nuclear > Solar,2763,"($276,672.88)"
35,PPM CORP. AND ASSOCIATES,2388,"($368,448.87)"
36,pacyma,3477,"($396,791.23)"
37,team11,1964,"($430,155.33)"
38,Col partners,1652,"($437,657.76)"
39,Les Backstreet Boyz,2892,"($532,390.45)"
40,Emily Franquiel,2056,"($553,133.85)"
41,The_team,3926,"($566,263.54)"
42,Solar Cover,2048,"($605,814.10)"
43,DinoCo,2559,"($623,494.46)"
44,Les fifrelins,2876,"($660,075.90)"
45,AL-Suppliers,2621,"($681,093.72)"
46,ANTIBE,2912,"($683,666.38)"
47,ça zinzinule,2790,"($684,183.89)"
48,BR Électricité,2044,"($691,355.54)"
49,Les foufous2,2608,"($766,254.32)"
50,PoêleWater,2197,"($771,456.56)"
51,151160,2651,"($811,037.14)"
52,CACIB LargeCap Industry,3591,"($867,154.56)"
53,xX_K1ll3rC4rd1_Xx,1946,"($901,415.50)"
54,Solar Team,1823,"($1,019,078.36)"
55,27kiπne,2485,"($1,121,790.88)"
56,Factorylearn,1864,"($1,385,230.66)"
57,Erasmus,1523,"($1,408,863.63)"
58,Les Clunsois,1956,"($1,439,948.89)"
59,HPC 220,1974,"($1,498,939.97)"
60,Ninte,2705,"($1,636,888.64)"
61,Palanca,1926,"($1,639,726.36)"
62,Pucela,1946,"($1,823,100.67)"
63,A&C,2368,"($1,873,576.58)"
64,Equipe 7,2828,"($2,128,429.23)"
65,décUV,2517,"($2,335,162.34)"
66,J&TS,2056,"($2,366,101.59)"
67,Vivrela,1799,"($2,391,350.68)"
68,Nom d’équipe,2044,"($2,486,101.38)"
69,GADZ CREDA,2792,"($2,740,333.67)"
70,TEAM257778126,2044,"($3,868,025.26)"
71,L'Horizon,2044,"($4,467,100.39)"
72,Chad Industries,2044,"($4,621,100.42)"
73,Les foufous,2056,"($4,621,100.43)"
74,D’or et de platine,2056,"($4,621,100.43)"
75,équipe sans action,2056,"($4,621,100.43)"
76,solo factory,2044,"($5,064,592.61)"
