,Team,Orders Out,Cash
0,SalsaBaguette,2521,"$1,740,689.92"
1,groupe13,3074,"$1,050,662.48"
2,Photovoltamites,2321,"$898,999.83"
3,Lux,3027,"$720,566.93"
4,Équipe__93183,2213,"$575,685.29"
5,The_team,2919,"$563,362.18"
6,Les coquelicots,3126,"$562,638.78"
7,Missile Sol-Air,2515,"$541,560.89"
8,Solary,2757,"$457,615.48"
9,ElectroFusion innovation Inc.,2079,"$444,388.56"
10,Les campagnards,2164,"$408,497.91"
11,HomeIsNotAWorkPlace,2566,"$403,185.79"
12,Solairestp,2738,"$397,890.32"
13,Solar leaders,2621,"$388,309.50"
14,BRJEUX,1570,"$376,347.27"
15,Le dernier rang,1847,"$352,620.90"
16,GPTeam,2272,"$319,569.27"
17,CACIB LargeCap Industry,2679,"$294,945.04"
18,La Qualiteam,2630,"$271,724.59"
19,L'OBRG,3053,"$230,208.12"
20,Campagn'Arts Sibersssois,2140,"$205,187.88"
21,Serious team,2303,"$182,225.61"
22,LeCercle,2383,"$170,709.29"
23,pacyma,2657,"$153,815.87"
24,CookieClickerPGM,2817,"$120,875.90"
25,Harissa,1646,"($123,341.38)"
26,Panelli 2000,2308,"($138,444.37)"
27,Saison raclette ouverte,1078,"($300,578.22)"
28,Les Clunsois,1576,"($319,262.08)"
29,Châlon’s Limited,1486,"($326,588.28)"
30,Les 4 fantastiques,2243,"($347,924.75)"
31,CapitaineAbandonné,1598,"($388,521.23)"
32,Col partners,1386,"($412,657.60)"
33,Max Verstappen,1660,"($457,586.31)"
34,EHTP,1624,"($500,720.81)"
35,Le Renard,1645,"($507,225.92)"
36,Solar1200,2331,"($524,104.62)"
37,Cocorico,2075,"($556,855.32)"
38,DinoCo,2075,"($652,994.05)"
39,Emily Franquiel,1660,"($689,121.08)"
40,Solar Cover,1652,"($789,834.50)"
41,team11,1608,"($807,009.37)"
42,Les foufous2,2122,"($903,753.79)"
43,Les fifrelins,2300,"($917,075.64)"
44,Les Backstreet Boyz,2313,"($942,639.98)"
45,ça zinzinule,2323,"($1,011,246.14)"
46,Nuclear > Solar,2235,"($1,073,672.63)"
47,Equipe_42,2684,"($1,161,677.56)"
48,BR Électricité,1660,"($1,164,788.57)"
49,PoêleWater,1847,"($1,205,456.27)"
50,Solar Team,1567,"($1,226,077.99)"
51,PPM CORP. AND ASSOCIATES,1876,"($1,277,948.16)"
52,ANTIBE,2318,"($1,336,158.15)"
53,xX_K1ll3rC4rd1_Xx,1591,"($1,359,727.62)"
54,151160,2130,"($1,371,536.84)"
55,Erasmus,1523,"($1,408,863.13)"
56,27kiπne,2031,"($1,524,290.71)"
57,Factorylearn,1606,"($1,636,480.39)"
58,AL-Suppliers,2109,"($1,725,093.31)"
59,HPC 220,1590,"($1,909,939.68)"
60,Ninte,2148,"($1,967,638.37)"
61,Equipe 7,2234,"($2,115,960.13)"
62,Pucela,1660,"($2,416,100.36)"
63,A&C,1882,"($2,433,626.41)"
64,Vivrela,1660,"($2,477,600.29)"
65,décUV,2042,"($2,586,412.07)"
66,TEAM257778126,1660,"($2,696,024.84)"
67,J&TS,1660,"($2,713,100.99)"
68,Nom d’équipe,1660,"($2,750,600.83)"
69,GADZ CREDA,2027,"($2,762,679.54)"
70,Palanca,1614,"($2,800,600.84)"
71,L'Horizon,1660,"($2,815,099.93)"
72,D’or et de platine,1660,"($3,298,100.16)"
73,Chad Industries,1660,"($3,298,100.16)"
74,Les foufous,1660,"($3,298,100.16)"
75,équipe sans action,1660,"($3,298,100.16)"
76,solo factory,1660,"($3,741,592.35)"
