,Team,Orders Out,Cash
0,groupe13,4530,"$1,904,849.51"
1,Les coquelicots,4662,"$1,770,533.82"
2,Photovoltamites,3353,"$1,753,999.44"
3,Lux,4429,"$1,702,616.32"
4,HomeIsNotAWorkPlace,3627,"$1,653,435.07"
5,GPTeam,3151,"$1,242,693.81"
6,SalsaBaguette,3589,"$965,720.26"
7,Solar leaders,4100,"$765,258.96"
8,Serious team,3612,"$760,349.80"
9,Missile Sol-Air,3566,"$698,748.10"
10,BRJEUX,2362,"$614,534.30"
11,CACIB LargeCap Industry,4103,"$604,623.75"
12,La Qualiteam,4102,"$553,317.80"
13,LeCercle,3613,"$535,208.88"
14,Équipe__93183,3242,"$503,434.83"
15,CapitaineAbandonné,2154,"$472,665.45"
16,Le dernier rang,2826,"$465,402.88"
17,EHTP,2176,"$444,778.65"
18,CookieClickerPGM,3874,"$428,062.81"
19,Equipe_42,4216,"$414,571.48"
20,L'OBRG,4587,"$402,207.58"
21,Les campagnards,3175,"$357,759.84"
22,Campagn'Arts Sibersssois,3189,"$315,999.69"
23,Panelli 2000,3170,"$257,055.11"
24,Harissa,2234,"$254,058.43"
25,Les 4 fantastiques,3043,"$231,111.26"
26,Solar1200,3134,"$226,457.50"
27,pacyma,3807,"$224,583.57"
28,ElectroFusion innovation Inc.,3167,"$195,137.96"
29,PPM CORP. AND ASSOCIATES,2644,"$107,050.84"
30,Cocorico,2766,"$59,207.01"
31,Le Renard,2119,"$47,561.43"
32,Solairestp,4266,"($9,410.38)"
33,Max Verstappen,2236,"($14,361.51)"
34,Châlon’s Limited,1941,"($30,776.00)"
35,Col partners,1796,"($40,657.89)"
36,Les Backstreet Boyz,3152,"($108,390.64)"
37,Saison raclette ouverte,1510,"($111,578.65)"
38,Nuclear > Solar,3027,"($260,673.02)"
39,ça zinzinule,2995,"($283,621.49)"
40,Solary,4232,"($315,295.19)"
41,DinoCo,2807,"($362,682.14)"
42,ANTIBE,3182,"($387,033.75)"
43,team11,2144,"($405,155.40)"
44,Les fifrelins,3164,"($456,076.07)"
45,PoêleWater,2347,"($474,456.69)"
46,BR Électricité,2236,"($490,764.03)"
47,Solar Cover,2228,"($560,087.73)"
48,Les foufous2,2878,"($571,254.60)"
49,xX_K1ll3rC4rd1_Xx,2092,"($574,603.06)"
50,AL-Suppliers,2877,"($597,093.95)"
51,Emily Franquiel,2236,"($633,833.97)"
52,151160,2884,"($757,537.27)"
53,Les Clunsois,2136,"($764,949.29)"
54,Solar Team,1951,"($789,078.54)"
55,27kiπne,2685,"($1,031,790.96)"
56,Factorylearn,1999,"($1,315,855.80)"
57,Palanca,2106,"($1,352,326.43)"
58,HPC 220,2166,"($1,364,940.12)"
59,Erasmus,1523,"($1,408,863.86)"
60,Equipe 7,3098,"($1,645,804.39)"
61,Ninte,2993,"($1,728,888.78)"
62,A&C,2598,"($1,896,701.67)"
63,Pucela,2101,"($1,969,850.72)"
64,décUV,2738,"($2,101,849.98)"
65,Nom d’équipe,2236,"($2,597,601.64)"
66,J&TS,2236,"($2,612,101.94)"
67,The_team,4318,"($2,764,701.52)"
68,Vivrela,1814,"($2,879,601.01)"
69,GADZ CREDA,3152,"($2,903,589.08)"
70,TEAM257778126,2236,"($4,077,025.45)"
71,L'Horizon,2236,"($4,542,300.47)"
72,équipe sans action,2236,"($5,062,100.55)"
73,Les foufous,2236,"($5,062,100.55)"
74,Chad Industries,2236,"($5,062,100.55)"
75,D’or et de platine,2236,"($5,062,100.55)"
76,solo factory,2236,"($5,505,592.74)"
