,Team,Orders Out,Cash
0,groupe13,6558,3763098.395041
1,Les coquelicots,6791,3429188.207196
2,Photovoltamites,4855,2925811.138525
3,HomeIsNotAWorkPlace,5321,2861894.452969
4,CookieClickerPGM,5535,2674374.015338
5,SalsaBaguette,5255,2631903.857397
6,GPTeam,4333,2446490.279535
7,pacyma,5809,2273082.323066
8,Lux,6478,2009002.591138
9,Serious team,5716,1798261.845013
10,Équipe__93183,5112,1611473.750823
11,CapitaineAbandonné,3368,1565164.315939
12,Solar leaders,6156,1544553.113245
13,Panelli 2000,4627,1488741.580357
14,Missile Sol-Air,5492,1448759.535154
15,Campagn'Arts Sibersssois,5164,1427935.453837
16,Solairestp,6474,1291564.630605
17,EHTP,3059,1061528.016715
18,L'OBRG,6630,1050456.306411
19,Harissa,3145,965416.800249
20,ANTIBE,4484,832814.008332
21,La Qualiteam,6212,708545.601345
22,DinoCo,3978,676475.722549
23,team11,3030,667344.097914
24,Nuclear > Solar,4246,661513.530396
25,Le Renard,2714,629898.203766
26,Les fifrelins,4523,612735.116774
27,Solary,6444,608153.074487
28,PPM CORP. AND ASSOCIATES,3878,604611.949066
29,ça zinzinule,4008,568502.749716
30,Col partners,2370,514432.909571
31,Les Clunsois,3052,490650.059489
32,Châlon’s Limited,2667,480881.047038
33,Les Backstreet Boyz,4514,451045.459982
34,Le dernier rang,4601,417796.519405
35,ElectroFusion innovation Inc.,4803,408954.372221
36,The_team,6151,404982.632705
37,Les campagnards,5062,396845.509253
38,Les 4 fantastiques,4352,385797.735047
39,LeCercle,5544,356934.483681
40,Solar1200,4405,345503.590287
41,Solar Cover,3130,293383.518145
42,BRJEUX,3918,276408.338484
43,Cocorico,3855,234969.096537
44,PoêleWater,3120,229104.911888
45,AL-Suppliers,4014,228654.693927
46,Saison raclette ouverte,2217,157920.508203
47,Les foufous2,4089,124430.89826
48,BR Électricité,3149,109865.767035
49,151160,4044,70461.87939
50,Max Verstappen,3148,12911.474352
51,Emily Franquiel,3184,4265.179627
52,Solar Team,2590,-39517.11902
53,xX_K1ll3rC4rd1_Xx,2976,-74368.531893
54,27kiπne,3769,-176104.095002
55,Ninte,4292,-373681.550976
56,HPC 220,3070,-517066.137955
57,Factorylearn,2633,-544294.361872
58,Equipe 7,4411,-565430.303335
59,CACIB LargeCap Industry,6334,-827029.849323
60,Pucela,2870,-978913.919601
61,A&C,3663,-1251202.353651
62,décUV,3705,-1311850.820192
63,Erasmus,1523,-1408865.280277
64,Palanca,3026,-1511452.385215
65,GADZ CREDA,4839,-1643668.512688
66,Nom d’équipe,3164,-2028603.300273
67,Vivrela,1901,-2553352.802226
68,J&TS,3196,-2674554.174905
69,TEAM257778126,3186,-4515862.647467
70,L'Horizon,2971,-5580600.707783
71,Equipe_42,6227,-6904291.82483
72,solo factory,3320,-7257593.541615
73,D’or et de platine,3352,-7819101.020698
74,Chad Industries,3352,-8149101.260257
75,Les foufous,3376,-8149101.270561
76,équipe sans action,3364,-8149101.270561
