,Team,Orders Out,Cash
0,groupe13,5253,2669099.303433
1,Photovoltamites,3870,2351749.255116
2,Les coquelicots,5424,2235033.431976
3,HomeIsNotAWorkPlace,4203,2002934.719423
4,Lux,5119,1728016.049591
5,GPTeam,3540,1454471.071948
6,SalsaBaguette,4081,1422064.95993
7,Solar leaders,4875,1222808.629441
8,Équipe__93183,3936,951934.631996
9,La Qualiteam,4844,924296.694086
10,LeCercle,4263,844708.698432
11,CookieClickerPGM,4425,796250.030084
12,pacyma,4480,733333.340096
13,Panelli 2000,3646,728554.884137
14,Missile Sol-Air,4154,680622.922109
15,Solairestp,4996,680089.29199
16,Serious team,4358,664224.386714
17,ElectroFusion innovation Inc.,3675,606262.642184
18,Les 4 fantastiques,3457,596611.037261
19,EHTP,2452,569778.502533
20,PPM CORP. AND ASSOCIATES,3012,518050.506795
21,Solary,4992,498816.924151
22,Harissa,2510,366858.330837
23,BRJEUX,2827,365034.093253
24,CapitaineAbandonné,2533,354915.100866
25,L'OBRG,5314,343457.33359
26,Solar1200,3485,303616.205316
27,Cocorico,3109,302656.93244
28,Le dernier rang,3373,283067.568868
29,Le Renard,2323,278411.375952
30,Les Clunsois,2424,244150.441332
31,Les Backstreet Boyz,3566,234109.031418
32,Col partners,1957,230776.954262
33,Les campagnards,3775,228571.999399
34,Nuclear > Solar,3399,207326.77978
35,Saison raclette ouverte,1718,175421.153355
36,Max Verstappen,2502,129956.619613
37,Châlon’s Limited,2171,73536.369158
38,Les fifrelins,3578,7423.657851
39,ça zinzinule,3319,-77371.675962
40,Campagn'Arts Sibersssois,3796,-82250.70938
41,DinoCo,3163,-129932.401261
42,The_team,4930,-228327.88949
43,ANTIBE,3596,-247130.406278
44,CACIB LargeCap Industry,4811,-261376.823693
45,BR Électricité,2512,-275010.601042
46,team11,2430,-307655.514244
47,151160,3256,-314537.467654
48,PoêleWater,2577,-460456.91252
49,Emily Franquiel,2524,-464834.160591
50,xX_K1ll3rC4rd1_Xx,2355,-471117.735765
51,Solar Cover,2516,-481346.290802
52,Les foufous2,3292,-489255.052114
53,Solar Team,2135,-567516.305675
54,27kiπne,3015,-830791.094517
55,AL-Suppliers,3245,-969094.268511
56,HPC 220,2442,-1058940.363242
57,Equipe 7,3512,-1220304.596963
58,Palanca,2394,-1270326.626958
59,Equipe_42,4894,-1302176.630874
60,Ninte,3407,-1352139.025933
61,Erasmus,1523,-1408864.211969
62,A&C,2982,-1672701.819904
63,Pucela,2341,-1798850.907057
64,décUV,3062,-1868600.203535
65,Factorylearn,2187,-1901793.532379
66,GADZ CREDA,3728,-2189219.581288
67,Nom d’équipe,2512,-2292602.02791
68,J&TS,2524,-2574930.523336
69,Vivrela,1837,-2793351.505128
70,TEAM257778126,2512,-3978025.752703
71,L'Horizon,2512,-4824300.525225
72,D’or et de platine,2512,-5794100.66962
73,Chad Industries,2512,-5944100.732288
74,équipe sans action,2524,-5944100.741039
75,Les foufous,2524,-5944100.741039
76,solo factory,2524,-6387592.919788
