,Team,Orders Out,Cash
0,SalsaBaguette,1987,"$963,512.09"
1,Missile Sol-Air,2056,"$766,436.03"
2,pacyma,2063,"$527,438.51"
3,GPTeam,1786,"$468,029.50"
4,Equipe_42,2003,"$417,126.08"
5,BRJEUX,1185,"$375,160.01"
6,CookieClickerPGM,2298,"$357,751.23"
7,Solar leaders,1975,"$328,809.76"
8,Équipe__93183,1711,"$328,185.53"
9,groupe13,2289,"$318,912.71"
10,Campagn'Arts Sibersssois,1667,"$303,588.18"
11,Les campagnards,1696,"$299,060.66"
12,L'OBRG,2281,"$283,653.68"
13,Les coquelicots,2330,"$279,756.35"
14,Photovoltamites,1798,"$278,750.03"
15,Solary,2156,"$223,111.74"
16,HomeIsNotAWorkPlace,1966,"$188,186.14"
17,Lux,2294,"$187,417.25"
18,LeCercle,1840,"$126,459.52"
19,Le dernier rang,1405,"$102,111.17"
20,Serious team,1726,"$85,976.04"
21,Solairestp,2040,"$34,190.64"
22,ElectroFusion innovation Inc.,1536,"$30,339.35"
23,La Qualiteam,1960,"($132,163.14)"
24,Saison raclette ouverte,832,"($412,578.01)"
25,Harissa,1346,"($416,941.28)"
26,CapitaineAbandonné,1318,"($556,395.74)"
27,CACIB LargeCap Industry,1959,"($645,955.46)"
28,Panelli 2000,1858,"($653,944.11)"
29,The_team,2125,"($668,137.31)"
30,Col partners,1186,"($682,024.65)"
31,Max Verstappen,1360,"($794,307.55)"
32,EHTP,1334,"($809,173.60)"
33,Emily Franquiel,1360,"($900,120.87)"
34,DinoCo,1698,"($939,556.25)"
35,Les 4 fantastiques,1803,"($942,924.52)"
36,Châlon’s Limited,1264,"($966,725.64)"
37,Les Clunsois,1300,"($1,009,975.51)"
38,team11,1337,"($1,023,186.30)"
39,Solar1200,1909,"($1,036,041.85)"
40,Le Renard,1345,"($1,098,225.71)"
41,Les fifrelins,1850,"($1,131,075.44)"
42,BR Électricité,1360,"($1,201,409.70)"
43,ça zinzinule,1938,"($1,205,995.93)"
44,Solar Cover,1352,"($1,282,240.42)"
45,Nuclear > Solar,1829,"($1,287,172.27)"
46,Cocorico,1708,"($1,325,705.12)"
47,Les Backstreet Boyz,1868,"($1,401,389.63)"
48,Erasmus,1516,"($1,405,792.75)"
49,PoêleWater,1597,"($1,446,456.03)"
50,AL-Suppliers,1709,"($1,473,092.92)"
51,xX_K1ll3rC4rd1_Xx,1328,"($1,485,289.81)"
52,Solar Team,1323,"($1,521,527.71)"
53,Les foufous2,1777,"($1,580,065.83)"
54,Factorylearn,1340,"($1,636,480.18)"
55,ANTIBE,1868,"($1,681,597.89)"
56,151160,1730,"($1,694,536.60)"
57,PPM CORP. AND ASSOCIATES,1476,"($1,808,947.47)"
58,27kiπne,1686,"($1,821,814.03)"
59,TEAM257778126,1360,"($2,110,618.37)"
60,L'Horizon,1360,"($2,297,099.87)"
61,HPC 220,1299,"($2,385,439.38)"
62,Ninte,1734,"($2,412,388.21)"
63,D’or et de platine,1360,"($2,416,099.96)"
64,équipe sans action,1360,"($2,416,099.96)"
65,Chad Industries,1360,"($2,416,099.96)"
66,Les foufous,1360,"($2,416,099.96)"
67,Vivrela,1360,"($2,416,099.98)"
68,Pucela,1360,"($2,416,100.01)"
69,Equipe 7,1800,"($2,440,735.85)"
70,J&TS,1360,"($2,737,100.51)"
71,Nom d’équipe,1360,"($2,750,600.37)"
72,Palanca,1360,"($2,812,600.21)"
73,solo factory,1360,"($2,859,592.15)"
74,A&C,1542,"($3,165,126.20)"
75,décUV,1697,"($3,344,474.29)"
76,GADZ CREDA,1461,"($3,655,366.59)"
