,Team,Orders Out,Cash
0,SalsaBaguette,1795,"$1,021,751.24"
1,Campagn'Arts Sibersssois,1543,"$437,588.26"
2,Le dernier rang,1274,"$437,453.75"
3,Solary,1964,"$374,505.10"
4,BRJEUX,1095,"$342,160.10"
5,Serious team,1592,"$298,788.69"
6,La Qualiteam,1768,"$276,836.96"
7,Solairestp,1824,"$260,190.78"
8,GPTeam,1615,"$244,962.10"
9,Les coquelicots,2124,"$229,756.46"
10,Missile Sol-Air,1924,"$228,686.10"
11,The_team,1884,"$207,675.46"
12,Équipe__93183,1549,"$196,685.63"
13,Solar leaders,1792,"$191,059.85"
14,Les campagnards,1571,"$185,198.24"
15,Photovoltamites,1634,"$167,750.11"
16,L'OBRG,2053,"$157,653.74"
17,CACIB LargeCap Industry,1696,"$113,885.98"
18,LeCercle,1660,"$72,459.61"
19,CookieClickerPGM,2078,"$60,751.33"
20,ElectroFusion innovation Inc.,1395,"$53,339.45"
21,Lux,2062,"$40,617.36"
22,groupe13,2001,"($84,087.21)"
23,HomeIsNotAWorkPlace,1774,"($88,813.75)"
24,pacyma,1847,"($282,561.41)"
25,Equipe_42,1787,"($392,873.74)"
26,Saison raclette ouverte,736,"($412,577.94)"
27,Col partners,1106,"($541,024.57)"
28,EHTP,1238,"($544,173.48)"
29,Panelli 2000,1714,"($607,944.02)"
30,Harissa,1250,"($609,141.24)"
31,DinoCo,1560,"($769,306.11)"
32,Emily Franquiel,1264,"($816,620.80)"
33,CapitaineAbandonné,1239,"($844,145.56)"
34,Les 4 fantastiques,1665,"($907,924.42)"
35,Max Verstappen,1264,"($977,475.21)"
36,Le Renard,1249,"($1,245,225.59)"
37,Les Backstreet Boyz,1724,"($1,282,389.52)"
38,Châlon’s Limited,1182,"($1,287,225.51)"
39,team11,1244,"($1,348,686.24)"
40,BR Électricité,1252,"($1,356,589.30)"
41,Les Clunsois,1203,"($1,372,350.38)"
42,Les fifrelins,1702,"($1,435,637.87)"
43,Solar1200,1747,"($1,465,541.76)"
44,Les foufous2,1673,"($1,557,315.67)"
45,Solar Cover,1264,"($1,597,240.26)"
46,Factorylearn,1254,"($1,636,480.12)"
47,Nuclear > Solar,1687,"($1,641,672.16)"
48,ça zinzinule,1794,"($1,745,995.88)"
49,Solar Team,1222,"($1,752,277.59)"
50,PoêleWater,1513,"($1,792,955.96)"
51,xX_K1ll3rC4rd1_Xx,1243,"($1,806,102.22)"
52,PPM CORP. AND ASSOCIATES,1352,"($1,830,947.21)"
53,Cocorico,1570,"($1,843,204.96)"
54,L'Horizon,1252,"($1,975,099.86)"
55,Chad Industries,1252,"($1,975,099.88)"
56,Vivrela,1264,"($1,975,099.89)"
57,équipe sans action,1264,"($1,975,099.89)"
58,Les foufous,1264,"($1,975,099.89)"
59,D’or et de platine,1264,"($1,975,099.89)"
60,Pucela,1264,"($1,975,099.90)"
61,ANTIBE,1724,"($1,982,868.60)"
62,151160,1602,"($1,996,536.52)"
63,AL-Suppliers,1565,"($2,013,092.84)"
64,27kiπne,1566,"($2,078,813.99)"
65,TEAM257778126,1252,"($2,212,118.27)"
66,solo factory,1252,"($2,418,592.07)"
67,Nom d’équipe,1252,"($2,466,100.21)"
68,HPC 220,1207,"($2,500,939.18)"
69,Erasmus,1423,"($2,608,269.50)"
70,J&TS,1264,"($2,737,100.36)"
71,Ninte,1582,"($2,759,388.14)"
72,Equipe 7,1656,"($2,783,454.50)"
73,Palanca,1264,"($2,812,600.01)"
74,A&C,1432,"($3,296,376.07)"
75,décUV,1607,"($3,626,474.10)"
76,GADZ CREDA,1245,"($3,655,366.37)"
