,Team,Orders Out,Cash
0,groupe13,3759,"$1,218,474.74"
1,SalsaBaguette,3045,"$1,164,550.61"
2,Photovoltamites,2837,"$1,159,999.64"
3,Lux,3730,"$1,078,466.62"
4,Les coquelicots,3894,"$1,049,534.22"
5,Les campagnards,2632,"$911,297.65"
6,CookieClickerPGM,3292,"$799,313.12"
7,HomeIsNotAWorkPlace,3123,"$784,435.43"
8,La Qualiteam,3350,"$770,724.31"
9,Solar leaders,3340,"$579,559.26"
10,Solary,3452,"$520,055.22"
11,GPTeam,2730,"$504,046.55"
12,Campagn'Arts Sibersssois,2632,"$451,125.04"
13,CACIB LargeCap Industry,3371,"$430,845.57"
14,Équipe__93183,2730,"$403,435.07"
15,ElectroFusion innovation Inc.,2635,"$337,700.76"
16,Missile Sol-Air,2985,"$325,185.76"
17,LeCercle,2944,"$239,459.07"
18,Serious team,2901,"$233,287.69"
19,Le dernier rang,2303,"$206,360.63"
20,BRJEUX,1948,"$184,409.52"
21,Panelli 2000,2740,"$166,555.37"
22,Equipe_42,3437,"$158,321.95"
23,The_team,3676,"$156,111.75"
24,Harissa,1946,"$34,458.52"
25,pacyma,3290,"($47,166.14)"
26,Les 4 fantastiques,2611,"($48,388.51)"
27,Châlon’s Limited,1702,"($63,088.35)"
28,L'OBRG,3814,"($198,542.16)"
29,Cocorico,2411,"($221,555.41)"
30,EHTP,1900,"($221,721.14)"
31,CapitaineAbandonné,1874,"($229,521.69)"
32,Max Verstappen,1948,"($235,973.91)"
33,Le Renard,1912,"($250,876.00)"
34,Solar1200,2763,"($259,104.84)"
35,Col partners,1580,"($264,657.71)"
36,DinoCo,2419,"($296,244.32)"
37,Saison raclette ouverte,1294,"($318,578.43)"
38,Solairestp,3463,"($399,660.00)"
39,Les Backstreet Boyz,2745,"($532,640.31)"
40,Les fifrelins,2732,"($537,075.82)"
41,Nuclear > Solar,2631,"($551,672.83)"
42,team11,1856,"($676,655.29)"
43,Solar Cover,1940,"($697,334.82)"
44,BR Électricité,1936,"($700,035.15)"
45,Emily Franquiel,1948,"($702,990.02)"
46,ça zinzinule,2670,"($759,871.32)"
47,PPM CORP. AND ASSOCIATES,2260,"($806,948.71)"
48,Les foufous2,2470,"($840,754.18)"
49,Solar Team,1759,"($951,578.26)"
50,151160,2513,"($957,287.06)"
51,Les Clunsois,1848,"($990,948.68)"
52,PoêleWater,2087,"($1,006,456.49)"
53,ANTIBE,2750,"($1,057,345.94)"
54,AL-Suppliers,2493,"($1,161,093.64)"
55,27kiπne,2361,"($1,261,790.84)"
56,xX_K1ll3rC4rd1_Xx,1847,"($1,268,727.91)"
57,Erasmus,1523,"($1,408,863.49)"
58,HPC 220,1878,"($1,415,939.91)"
59,Ninte,2547,"($1,643,388.56)"
60,Factorylearn,1779,"($1,700,980.59)"
61,Equipe 7,2666,"($1,832,429.14)"
62,Pucela,1858,"($1,981,100.64)"
63,Palanca,1818,"($2,044,726.29)"
64,A&C,2245,"($2,068,376.55)"
65,décUV,2388,"($2,248,224.76)"
66,Vivrela,1790,"($2,425,100.58)"
67,Nom d’équipe,1948,"($2,596,101.24)"
68,J&TS,1948,"($2,725,101.46)"
69,GADZ CREDA,2576,"($2,913,304.91)"
70,TEAM257778126,1948,"($3,868,025.15)"
71,Chad Industries,1936,"($4,180,100.35)"
72,D’or et de platine,1948,"($4,180,100.36)"
73,équipe sans action,1948,"($4,180,100.36)"
74,Les foufous,1948,"($4,180,100.36)"
75,L'Horizon,1936,"($4,433,090.32)"
76,solo factory,1936,"($4,623,592.54)"
