,Team,Orders Out,Cash
0,groupe13,4053,"$1,651,099.65"
1,Les coquelicots,4214,"$1,565,034.07"
2,Photovoltamites,3052,"$1,462,249.56"
3,Lux,3990,"$1,387,766.51"
4,HomeIsNotAWorkPlace,3267,"$1,209,435.29"
5,Solary,3772,"$904,355.06"
6,GPTeam,2889,"$877,396.47"
7,CookieClickerPGM,3502,"$568,437.99"
8,LeCercle,3181,"$507,209.00"
9,Serious team,3197,"$435,100.02"
10,Panelli 2000,2920,"$398,555.26"
11,SalsaBaguette,3264,"$334,295.46"
12,ElectroFusion innovation Inc.,2865,"$285,513.15"
13,Équipe__93183,2930,"$232,434.97"
14,EHTP,2015,"$209,528.74"
15,CapitaineAbandonné,1981,"$173,915.61"
16,Solar leaders,3652,"$173,559.16"
17,Solairestp,3781,"$169,839.86"
18,Le dernier rang,2520,"$168,555.52"
19,Harissa,2066,"$152,658.48"
20,BRJEUX,2117,"$149,034.42"
21,Les campagnards,2839,"$121,360.04"
22,L'OBRG,4102,"$115,457.75"
23,Missile Sol-Air,3179,"$109,685.70"
24,La Qualiteam,3646,"$51,567.96"
25,Les 4 fantastiques,2791,"$37,111.40"
26,Campagn'Arts Sibersssois,2849,"($44,000.09)"
27,Cocorico,2562,"($64,392.95)"
28,Le Renard,2000,"($81,901.03)"
29,Solar1200,2925,"($110,104.90)"
30,Saison raclette ouverte,1376,"($139,578.52)"
31,Châlon’s Limited,1791,"($162,588.41)"
32,Nuclear > Solar,2778,"($220,422.90)"
33,Max Verstappen,2056,"($224,794.26)"
34,pacyma,3501,"($304,041.24)"
35,PPM CORP. AND ASSOCIATES,2404,"($308,448.89)"
36,Equipe_42,3731,"($369,678.20)"
37,The_team,3951,"($460,701.06)"
38,Les Backstreet Boyz,2905,"($483,640.46)"
39,Col partners,1660,"($550,657.77)"
40,DinoCo,2574,"($567,244.47)"
41,Les fifrelins,2894,"($592,575.92)"
42,ça zinzinule,2806,"($625,683.89)"
43,team11,1976,"($630,155.34)"
44,BR Électricité,2056,"($646,446.70)"
45,ANTIBE,2912,"($683,666.38)"
46,PoêleWater,2207,"($729,456.57)"
47,Les foufous2,2608,"($766,254.32)"
48,Emily Franquiel,2068,"($802,333.86)"
49,xX_K1ll3rC4rd1_Xx,1957,"($860,603.00)"
50,Solar Cover,2060,"($862,405.26)"
51,Solar Team,1831,"($985,640.88)"
52,151160,2667,"($1,095,287.15)"
53,27kiπne,2485,"($1,121,790.88)"
54,CACIB LargeCap Industry,3613,"($1,222,667.62)"
55,Factorylearn,1874,"($1,347,730.67)"
56,Les Clunsois,1968,"($1,394,948.92)"
57,Erasmus,1523,"($1,408,863.63)"
58,HPC 220,1986,"($1,453,939.98)"
59,AL-Suppliers,2637,"($1,497,093.74)"
60,Ninte,2723,"($1,569,388.65)"
61,Palanca,1938,"($1,594,726.36)"
62,Pucela,1958,"($1,778,100.67)"
63,Equipe 7,2846,"($2,067,106.33)"
64,A&C,2378,"($2,095,576.59)"
65,décUV,2531,"($2,284,162.35)"
66,J&TS,2068,"($2,324,101.61)"
67,Vivrela,1800,"($2,387,600.70)"
68,Nom d’équipe,2056,"($2,826,601.40)"
69,GADZ CREDA,2816,"($3,249,208.69)"
70,TEAM257778126,2056,"($3,868,025.27)"
71,L'Horizon,2056,"($4,467,100.39)"
72,Chad Industries,2056,"($4,621,100.43)"
73,D’or et de platine,2056,"($4,621,100.43)"
74,équipe sans action,2068,"($4,621,100.44)"
75,Les foufous,2068,"($4,621,100.44)"
76,solo factory,2056,"($5,064,592.62)"
