,Team,Orders Out,Cash
0,SalsaBaguette,2009,"$1,045,777.70"
1,Missile Sol-Air,2073,"$835,186.03"
2,pacyma,2087,"$617,438.49"
3,Solar leaders,1999,"$418,809.74"
4,BRJEUX,1197,"$411,160.00"
5,L'OBRG,2313,"$403,653.67"
6,GPTeam,1807,"$396,354.49"
7,Équipe__93183,1729,"$395,685.53"
8,Les coquelicots,2360,"$392,256.34"
9,Campagn'Arts Sibersssois,1683,"$369,775.67"
10,Photovoltamites,1822,"$368,750.03"
11,Les campagnards,1712,"$365,248.15"
12,Solary,2180,"$311,497.14"
13,Lux,2324,"$299,917.24"
14,HomeIsNotAWorkPlace,1990,"$278,186.13"
15,LeCercle,1860,"$201,459.51"
16,Le dernier rang,1421,"$169,423.66"
17,Solairestp,2064,"$124,190.62"
18,Equipe_42,2027,"$72,766.07"
19,ElectroFusion innovation Inc.,1536,"$30,339.35"
20,groupe13,2321,"($4,087.30)"
21,La Qualiteam,1984,"($42,163.15)"
22,CookieClickerPGM,2328,"($82,748.78)"
23,Serious team,1742,"($306,273.98)"
24,Saison raclette ouverte,844,"($412,578.02)"
25,Harissa,1358,"($484,941.28)"
26,CapitaineAbandonné,1328,"($518,895.77)"
27,CACIB LargeCap Industry,1989,"($533,455.48)"
28,The_team,2157,"($548,137.34)"
29,Panelli 2000,1876,"($586,444.12)"
30,Col partners,1196,"($644,524.66)"
31,Max Verstappen,1372,"($749,398.70)"
32,EHTP,1346,"($768,173.62)"
33,Emily Franquiel,1372,"($858,120.88)"
34,Les 4 fantastiques,1821,"($875,424.53)"
35,DinoCo,1714,"($886,306.26)"
36,Châlon’s Limited,1273,"($930,725.65)"
37,Les Clunsois,1312,"($964,975.52)"
38,Solar1200,1927,"($968,541.87)"
39,team11,1348,"($984,686.31)"
40,Le Renard,1357,"($1,053,225.73)"
41,Les fifrelins,1868,"($1,063,575.45)"
42,ça zinzinule,1956,"($1,138,495.95)"
43,BR Électricité,1372,"($1,156,500.85)"
44,Solar Cover,1364,"($1,239,349.81)"
45,Cocorico,1722,"($1,273,205.13)"
46,Les Backstreet Boyz,1886,"($1,333,889.65)"
47,Erasmus,1523,"($1,405,792.76)"
48,AL-Suppliers,1725,"($1,413,092.95)"
49,xX_K1ll3rC4rd1_Xx,1339,"($1,444,477.32)"
50,Solar Team,1335,"($1,476,527.72)"
51,Les foufous2,1789,"($1,591,628.35)"
52,Nuclear > Solar,1847,"($1,596,672.29)"
53,ANTIBE,1886,"($1,614,814.05)"
54,Factorylearn,1350,"($1,636,480.19)"
55,PoêleWater,1607,"($1,737,456.05)"
56,PPM CORP. AND ASSOCIATES,1492,"($1,748,947.50)"
57,27kiπne,1700,"($1,842,314.04)"
58,151160,1746,"($1,967,536.62)"
59,TEAM257778126,1372,"($2,074,618.37)"
60,L'Horizon,1372,"($2,297,099.88)"
61,HPC 220,1311,"($2,343,439.40)"
62,Ninte,1752,"($2,344,888.21)"
63,Equipe 7,1818,"($2,407,376.48)"
64,équipe sans action,1372,"($2,416,099.97)"
65,Chad Industries,1372,"($2,416,099.97)"
66,Les foufous,1372,"($2,416,099.97)"
67,D’or et de platine,1372,"($2,416,099.97)"
68,Vivrela,1372,"($2,416,099.99)"
69,Pucela,1372,"($2,416,100.02)"
70,J&TS,1372,"($2,737,100.53)"
71,Nom d’équipe,1372,"($2,750,600.38)"
72,Palanca,1372,"($2,812,600.24)"
73,solo factory,1372,"($2,859,592.16)"
74,A&C,1557,"($3,108,876.21)"
75,décUV,1707,"($3,306,974.31)"
76,GADZ CREDA,1461,"($3,655,366.59)"
