,Team,Orders Out,Cash
0,groupe13,6462,3846098.424515
1,Les coquelicots,6695,3141188.254694
2,Photovoltamites,4769,2774311.175045
3,pacyma,5719,2666582.365056
4,HomeIsNotAWorkPlace,5249,2591894.502237
5,GPTeam,4301,2530740.297944
6,CookieClickerPGM,5463,2365186.540637
7,SalsaBaguette,5159,2272021.109781
8,Lux,6374,2116702.632425
9,Serious team,5608,1619761.884892
10,Équipe__93183,5022,1575473.773785
11,Panelli 2000,4565,1397741.60483
12,CapitaineAbandonné,3318,1377664.333244
13,EHTP,3025,1353528.044651
14,Missile Sol-Air,5399,1196009.56202
15,Solar leaders,6030,1072131.265641
16,La Qualiteam,6113,956545.65309
17,Campagn'Arts Sibersssois,5034,903560.505999
18,Les campagnards,4973,857095.582066
19,Harissa,3109,830416.813233
20,PPM CORP. AND ASSOCIATES,3814,807611.984816
21,ANTIBE,4430,782087.466713
22,ça zinzinule,3954,753627.78602
23,Solairestp,6330,751564.663501
24,L'OBRG,6541,680081.344071
25,Les 4 fantastiques,4292,653735.277107
26,DinoCo,3943,620191.881594
27,Le Renard,2696,576910.710049
28,team11,2998,547344.10864
29,Solary,6290,515278.125958
30,Col partners,2370,514432.909571
31,Saison raclette ouverte,2191,507920.542735
32,Nuclear > Solar,4192,459013.546136
33,Châlon’s Limited,2643,457068.557647
34,BRJEUX,3800,447408.381391
35,PoêleWater,3090,436104.940869
36,The_team,6067,432107.653127
37,LeCercle,5444,424934.507528
38,Solar1200,4333,408503.606331
39,Cocorico,3807,404969.105265
40,BR Électricité,3113,396789.23816
41,Les fifrelins,4459,372735.146701
42,Le dernier rang,4508,364734.038842
43,Les Clunsois,3016,355650.089119
44,Max Verstappen,3102,351993.778298
45,Les foufous2,4046,310493.457427
46,Les Backstreet Boyz,4454,226045.501453
47,151160,3996,223461.91054
48,Solar Cover,3094,158656.982567
49,xX_K1ll3rC4rd1_Xx,2940,65131.485955
50,AL-Suppliers,3966,48654.730366
51,Solar Team,2566,11670.415341
52,ElectroFusion innovation Inc.,4679,-25837.262631
53,27kiπne,3723,-152104.075861
54,Emily Franquiel,3136,-163734.791648
55,Ninte,4238,-243181.52715
56,Factorylearn,2611,-634669.347244
57,HPC 220,3034,-639878.609352
58,Equipe 7,4339,-835430.274615
59,Pucela,2834,-1120913.906693
60,CACIB LargeCap Industry,6220,-1275342.260511
61,décUV,3685,-1374100.809235
62,Erasmus,1523,-1408865.234493
63,A&C,3615,-1419202.328554
64,Palanca,2978,-1603702.332288
65,GADZ CREDA,4767,-1895668.47227
66,Nom d’équipe,3128,-2154603.252484
67,Vivrela,1898,-2564602.752682
68,J&TS,3160,-2695647.88298
69,TEAM257778126,3150,-4079206.358647
70,L'Horizon,2951,-5569100.702926
71,solo factory,3317,-7266593.514384
72,Equipe_42,6119,-7358791.318942
73,D’or et de platine,3316,-7561101.004773
74,équipe sans action,3316,-8149101.246935
75,Les foufous,3328,-8149101.246935
76,Chad Industries,3316,-8149101.246935
