,Team,Orders Out,Cash
0,Les coquelicots,6247,3011532.234444
1,groupe13,6062,2969598.568839
2,Photovoltamites,4496,2920561.288837
3,Lux,5937,2569352.784919
4,SalsaBaguette,4729,2367734.244927
5,HomeIsNotAWorkPlace,4913,2238246.276467
6,GPTeam,4086,2209510.418425
7,La Qualiteam,5684,1771295.852503
8,pacyma,5285,1770832.479336
9,CookieClickerPGM,5127,1653311.715163
10,Solar leaders,5679,1476920.450938
11,Équipe__93183,4749,1421043.939532
12,CapitaineAbandonné,3080,1367164.433784
13,Serious team,5140,1134473.059175
14,EHTP,2864,1118278.122373
15,L'OBRG,6138,1075706.52921
16,Les 4 fantastiques,4044,1072485.397422
17,Panelli 2000,4277,1066616.742985
18,Solary,5830,908728.331317
19,PPM CORP. AND ASSOCIATES,3534,754862.138242
20,Harissa,2941,729016.882491
21,Les campagnards,4556,721658.344435
22,Le Renard,2629,569860.737438
23,Les Clunsois,2848,528550.179325
24,Missile Sol-Air,4950,488347.210209
25,Solairestp,5809,472338.294068
26,ANTIBE,4178,452863.664639
27,CACIB LargeCap Industry,5662,395095.524613
28,ça zinzinule,3781,341065.378122
29,Le dernier rang,4125,330664.207834
30,team11,2850,317344.182383
31,Max Verstappen,2934,307792.792545
32,Châlon’s Limited,2530,301463.602442
33,Solar1200,4030,299128.685938
34,Les Backstreet Boyz,4175,281795.695982
35,Cocorico,3598,264544.158555
36,LeCercle,5041,229645.549716
37,PoêleWater,2960,223105.069966
38,Campagn'Arts Sibersssois,4612,190748.239771
39,Les foufous2,3857,186931.248895
40,Solar Cover,2944,172655.772804
41,AL-Suppliers,3757,140904.947956
42,Les fifrelins,4161,131235.332765
43,BR Électricité,2945,113365.405228
44,Saison raclette ouverte,2065,66920.655304
45,ElectroFusion innovation Inc.,4341,53386.85687
46,Col partners,2245,16245.461954
47,Nuclear > Solar,3941,4763.683244
48,Emily Franquiel,2980,965.321425
49,BRJEUX,3461,471.006725
50,151160,3772,-140537.985043
51,Solar Team,2454,-146454.433359
52,DinoCo,3698,-171807.991436
53,The_team,5713,-426204.635879
54,27kiπne,3513,-477603.99616
55,Equipe_42,5698,-521915.662789
56,xX_K1ll3rC4rd1_Xx,2772,-564868.404156
57,HPC 220,2866,-627003.480349
58,Ninte,3986,-892181.433629
59,Equipe 7,4105,-901930.166394
60,Factorylearn,2513,-1033294.232833
61,A&C,3430,-1154889.703465
62,Palanca,2822,-1172514.729622
63,décUV,3527,-1387600.747093
64,Erasmus,1523,-1408865.020831
65,Pucela,2716,-1584726.299767
66,GADZ CREDA,4451,-1617871.406886
67,J&TS,2992,-1940585.098808
68,Nom d’équipe,2960,-2153103.000734
69,Vivrela,1885,-2613352.531196
70,TEAM257778126,2982,-3718026.521639
71,L'Horizon,2949,-5565700.653095
72,D’or et de platine,3148,-7043600.950982
73,Chad Industries,3148,-7267101.185998
74,Les foufous,3172,-7267101.189067
75,équipe sans action,3160,-7267101.189067
76,solo factory,3160,-7269593.384627
