,Team,Orders Out,Cash
0,groupe13,8030,5152097.979191
1,Les coquelicots,8231,4270273.409879
2,HomeIsNotAWorkPlace,6449,4133893.825823
3,CookieClickerPGM,6683,4042873.482814
4,Photovoltamites,5825,4013310.694869
5,SalsaBaguette,6695,3851815.373988
6,Lux,8177,3675802.039444
7,pacyma,7243,3442581.872815
8,Équipe__93183,6462,2968973.359053
9,GPTeam,5113,2919989.773742
10,Solairestp,8339,2848548.395945
11,La Qualiteam,7651,2674419.910792
12,Serious team,7163,2662755.77419
13,Solar leaders,7747,2306302.488761
14,Panelli 2000,5579,2270241.123506
15,CapitaineAbandonné,4134,2232664.01044
16,Les campagnards,6442,2132094.574768
17,Campagn'Arts Sibersssois,6750,1804622.208131
18,PPM CORP. AND ASSOCIATES,4858,1792611.422494
19,EHTP,3577,1639027.750738
20,LeCercle,6975,1506840.414926
21,Les fifrelins,5505,1491234.536514
22,The_team,7421,1480294.544233
23,ElectroFusion innovation Inc.,6150,1437466.922891
24,Harissa,3697,1252816.572914
25,Missile Sol-Air,7147,1198534.039952
26,ANTIBE,5294,1166711.926481
27,ça zinzinule,4602,1166127.422574
28,Solary,8076,1132914.856439
29,Nuclear > Solar,5065,1124763.119885
30,Le Renard,2984,1023010.616755
31,team11,3510,922343.878845
32,Solar Cover,3658,884227.71485
33,151160,4764,866461.532665
34,Les Clunsois,3628,802649.710546
35,Saison raclette ouverte,2631,724920.114219
36,Les Backstreet Boyz,5551,718930.33216
37,BR Électricité,3701,694072.607238
38,PoêleWater,3570,691104.483928
39,Col partners,2732,686932.610898
40,Les 4 fantastiques,5485,638047.11558
41,Châlon’s Limited,3071,583885.88972
42,AL-Suppliers,5009,581904.140821
43,L'OBRG,8293,559205.795482
44,Le dernier rang,6031,547833.36728
45,Solar Team,2958,512107.375481
46,DinoCo,4678,485577.079356
47,Solar1200,5383,483906.946195
48,Les foufous2,5035,470930.046076
49,xX_K1ll3rC4rd1_Xx,3516,470631.230426
50,Max Verstappen,3811,424639.76859
51,Ninte,5105,323476.96427
52,Emily Franquiel,3712,302564.818173
53,27kiπne,4443,283895.638544
54,BRJEUX,5358,269407.805717
55,Cocorico,4559,125113.217808
56,Factorylearn,2978,-14419.896443
57,Equipe 7,5221,-30930.670912
58,Equipe_42,7845,-93046.875334
59,HPC 220,3610,-432879.063753
60,Pucela,3302,-499414.231549
61,GADZ CREDA,5919,-570182.03715
62,CACIB LargeCap Industry,8034,-690843.392411
63,A&C,4367,-844093.448729
64,Erasmus,1523,-1408865.982309
65,Nom d’équipe,3716,-1703104.078523
66,décUV,4133,-1897601.165226
67,Palanca,3566,-1935640.300677
68,Vivrela,1950,-2380853.488316
69,J&TS,3736,-4110148.805212
70,TEAM257778126,3738,-5607123.652638
71,L'Horizon,3251,-6344600.780882
72,solo factory,3541,-6890406.408461
73,D’or et de platine,3904,-9694101.235334
74,Les foufous,3904,-9913101.63316
75,équipe sans action,3892,-9913101.63316
76,Chad Industries,3904,-9913101.639951
