,Team,Orders Out,Cash
0,Les coquelicots,4978,"$2,315,033.67"
1,groupe13,4809,"$2,302,099.43"
2,Photovoltamites,3568,"$2,056,249.36"
3,HomeIsNotAWorkPlace,3843,"$1,800,434.93"
4,SalsaBaguette,3780,"$1,491,380.14"
5,Lux,4697,"$1,291,916.22"
6,GPTeam,3302,"$1,275,273.72"
7,L'OBRG,4871,"$701,207.48"
8,Missile Sol-Air,3783,"$693,060.53"
9,Solar leaders,4435,"$633,108.82"
10,CookieClickerPGM,4090,"$618,437.70"
11,Équipe__93183,3520,"$568,434.75"
12,La Qualiteam,4397,"$560,046.87"
13,ElectroFusion innovation Inc.,3377,"$520,950.32"
14,pacyma,4069,"$476,083.48"
15,Equipe_42,4496,"$470,071.27"
16,Les 4 fantastiques,3223,"$451,111.16"
17,Serious team,3934,"$424,849.67"
18,EHTP,2291,"$421,028.59"
19,LeCercle,3863,"$408,708.80"
20,Le dernier rang,3025,"$369,722.74"
21,Panelli 2000,3356,"$368,555.02"
22,Harissa,2342,"$265,458.39"
23,Solar1200,3259,"$247,644.94"
24,Cocorico,2910,"$197,806.98"
25,Le Renard,2204,"$196,048.91"
26,Col partners,1857,"$188,092.10"
27,PPM CORP. AND ASSOCIATES,2788,"$162,550.70"
28,Les campagnards,3415,"$158,009.71"
29,CapitaineAbandonné,2298,"$136,665.26"
30,BRJEUX,2547,"$102,159.21"
31,Nuclear > Solar,3173,"$66,826.89"
32,Solary,4548,"$41,829.65"
33,Solairestp,4553,"$32,339.49"
34,Max Verstappen,2344,"($3,181.86)"
35,Châlon’s Limited,2031,"($20,088.55)"
36,Les Backstreet Boyz,3314,"($51,890.78)"
37,Les fifrelins,3326,"($61,576.18)"
38,DinoCo,2946,"($66,119.76)"
39,Campagn'Arts Sibersssois,3435,"($69,187.98)"
40,Saison raclette ouverte,1592,"($157,578.72)"
41,CACIB LargeCap Industry,4380,"($160,626.55)"
42,team11,2262,"($287,655.45)"
43,Les Clunsois,2256,"($314,949.45)"
44,Solar Cover,2348,"($390,546.16)"
45,ANTIBE,3344,"($404,854.19)"
46,ça zinzinule,3130,"($419,434.07)"
47,BR Électricité,2344,"($482,084.42)"
48,xX_K1ll3rC4rd1_Xx,2194,"($515,367.67)"
49,PoêleWater,2437,"($572,456.79)"
50,Emily Franquiel,2356,"($633,334.05)"
51,151160,3039,"($652,287.36)"
52,Les foufous2,3040,"($668,254.78)"
53,Solar Team,2023,"($732,641.15)"
54,27kiπne,2805,"($916,791.01)"
55,AL-Suppliers,3021,"($933,094.10)"
56,HPC 220,2274,"($1,102,940.23)"
57,Palanca,2226,"($1,347,326.49)"
58,Equipe 7,3278,"($1,401,804.48)"
59,Erasmus,1523,"($1,408,864.00)"
60,Factorylearn,2075,"($1,466,418.39)"
61,Ninte,3155,"($1,564,388.87)"
62,Pucela,2201,"($1,737,850.81)"
63,The_team,4562,"($1,770,014.66)"
64,A&C,2758,"($1,779,201.73)"
65,décUV,2873,"($2,006,537.57)"
66,J&TS,2356,"($2,208,836.46)"
67,Nom d’équipe,2344,"($2,596,101.81)"
68,GADZ CREDA,3392,"($2,728,188.17)"
69,Vivrela,1823,"($2,845,851.21)"
70,TEAM257778126,2344,"($3,896,025.57)"
71,L'Horizon,2344,"($4,595,300.49)"
72,D’or et de platine,2344,"($5,276,600.60)"
73,Chad Industries,2344,"($5,503,100.62)"
74,équipe sans action,2356,"($5,503,100.63)"
75,Les foufous,2356,"($5,503,100.63)"
76,solo factory,2356,"($5,946,592.81)"
