,Team,Orders Out,Cash
0,groupe13,4965,"$2,238,099.38"
1,HomeIsNotAWorkPlace,3987,"$2,007,434.86"
2,Les coquelicots,5104,"$1,953,533.60"
3,Photovoltamites,3655,"$1,878,499.33"
4,SalsaBaguette,3889,"$1,566,605.08"
5,GPTeam,3389,"$1,370,061.18"
6,Lux,4844,"$1,367,466.16"
7,pacyma,4212,"$1,012,333.44"
8,LeCercle,4004,"$937,458.77"
9,L'OBRG,5027,"$733,207.43"
10,Solar leaders,4555,"$653,708.76"
11,Panelli 2000,3460,"$617,054.97"
12,CookieClickerPGM,4209,"$599,687.64"
13,Équipe__93183,3666,"$594,934.70"
14,EHTP,2337,"$593,528.56"
15,La Qualiteam,4557,"$504,046.81"
16,ElectroFusion innovation Inc.,3484,"$497,200.25"
17,Les 4 fantastiques,3295,"$444,111.13"
18,Serious team,4052,"$443,349.60"
19,CACIB LargeCap Industry,4540,"$439,373.34"
20,BRJEUX,2627,"$408,409.18"
21,Solairestp,4709,"$385,839.44"
22,CapitaineAbandonné,2364,"$384,165.20"
23,Harissa,2402,"$355,458.37"
24,Equipe_42,4636,"$343,821.22"
25,Les campagnards,3534,"$337,072.14"
26,Campagn'Arts Sibersssois,3529,"$321,436.96"
27,Les fifrelins,3416,"$275,923.78"
28,Le Renard,2238,"$231,923.90"
29,Cocorico,2982,"$227,806.96"
30,Solar1200,3339,"$215,332.40"
31,DinoCo,3024,"$198,255.21"
32,Solary,4672,"$173,317.08"
33,Le dernier rang,3148,"$168,497.68"
34,Missile Sol-Air,3902,"$122,560.49"
35,Châlon’s Limited,2081,"$62,848.92"
36,PPM CORP. AND ASSOCIATES,2868,"$19,550.62"
37,Max Verstappen,2404,"($10,237.61)"
38,Col partners,1883,"($46,723.03)"
39,ANTIBE,3434,"($67,809.97)"
40,Les Clunsois,2316,"($89,949.51)"
41,Saison raclette ouverte,1636,"($111,578.78)"
42,Nuclear > Solar,3254,"($116,423.15)"
43,ça zinzinule,3184,"($208,559.10)"
44,Solar Cover,2396,"($222,546.19)"
45,Les Backstreet Boyz,3404,"($265,390.85)"
46,Les foufous2,3130,"($330,754.87)"
47,team11,2310,"($352,655.47)"
48,PoêleWater,2487,"($362,456.83)"
49,151160,3101,"($419,787.38)"
50,BR Électricité,2404,"($430,190.21)"
51,Emily Franquiel,2404,"($465,334.08)"
52,xX_K1ll3rC4rd1_Xx,2240,"($470,867.69)"
53,Solar Team,2063,"($621,953.70)"
54,AL-Suppliers,3101,"($633,094.17)"
55,HPC 220,2334,"($877,940.26)"
56,27kiπne,2881,"($948,291.04)"
57,The_team,4691,"($1,227,139.96)"
58,Factorylearn,2116,"($1,307,793.44)"
59,Ninte,3245,"($1,369,888.93)"
60,Erasmus,1523,"($1,408,864.07)"
61,Equipe 7,3350,"($1,420,804.52)"
62,Pucela,2241,"($1,587,850.83)"
63,A&C,2822,"($1,718,701.76)"
64,Palanca,2274,"($1,720,326.54)"
65,décUV,2942,"($2,014,600.12)"
66,GADZ CREDA,3512,"($2,460,485.10)"
67,Nom d’équipe,2404,"($2,492,601.89)"
68,Vivrela,1828,"($2,827,101.32)"
69,J&TS,2404,"($2,939,149.06)"
70,TEAM257778126,2404,"($3,716,025.62)"
71,L'Horizon,2404,"($4,683,300.50)"
72,D’or et de platine,2404,"($5,276,600.63)"
73,équipe sans action,2404,"($5,503,100.66)"
74,Les foufous,2404,"($5,503,100.66)"
75,Chad Industries,2404,"($5,503,100.66)"
76,solo factory,2416,"($5,946,592.85)"
