,Team,Orders Out,Cash
0,groupe13,6814,4074098.32228
1,Les coquelicots,7047,3512688.081395
2,Photovoltamites,5027,3237811.073294
3,HomeIsNotAWorkPlace,5513,3218894.347313
4,SalsaBaguette,5511,3171441.22604
5,CookieClickerPGM,5727,2767873.914375
6,pacyma,6059,2479582.241313
7,Lux,6800,2374302.495029
8,GPTeam,4452,2266812.710292
9,Serious team,5972,1988464.830996
10,Équipe__93183,5352,1893973.681471
11,CapitaineAbandonné,3504,1634164.262143
12,Missile Sol-Air,5748,1633859.458564
13,Solar leaders,6492,1617553.034778
14,Solairestp,6794,1610499.421584
15,Panelli 2000,4813,1600241.487492
16,EHTP,3151,1371027.97139
17,La Qualiteam,6497,1221045.45878
18,PPM CORP. AND ASSOCIATES,4048,1099111.863388
19,Harissa,3253,976816.756352
20,Les campagnards,5333,900095.334684
21,Solary,6730,859452.933894
22,Les Clunsois,3148,850650.014957
23,ANTIBE,4628,757584.729164
24,Le Renard,2762,727798.189485
25,ça zinzinule,4116,723252.695645
26,LeCercle,5794,673434.431351
27,team11,3115,661094.054902
28,DinoCo,4095,588543.391501
29,Les fifrelins,4695,533235.018878
30,Châlon’s Limited,2731,523361.017796
31,Solar1200,4570,521638.956718
32,Nuclear > Solar,4387,483263.450251
33,BRJEUX,4158,476408.243808
34,PoêleWater,3210,464104.819
35,Les 4 fantastiques,4532,439797.609476
36,CACIB LargeCap Industry,6662,431095.03065
37,Saison raclette ouverte,2289,409920.435586
38,ElectroFusion innovation Inc.,5050,326628.757933
39,BR Électricité,3245,322636.510727
40,Max Verstappen,3274,253694.263123
41,Cocorico,3977,248181.567396
42,Les Backstreet Boyz,4699,243795.340851
43,Solar Cover,3226,218384.279263
44,Campagn'Arts Sibersssois,5427,199747.80251
45,L'OBRG,6866,168206.214681
46,Col partners,2432,138557.821694
47,Le dernier rang,4860,116463.88535
48,151160,4172,74461.817978
49,Solar Team,2654,69482.792267
50,Les foufous2,4259,57430.718443
51,xX_K1ll3rC4rd1_Xx,3072,-10368.574281
52,The_team,6390,-72829.953375
53,Emily Franquiel,3280,-79234.892406
54,27kiπne,3889,-121104.139561
55,AL-Suppliers,4142,-167345.396452
56,Ninte,4423,-337522.773505
57,Equipe 7,4555,-410430.373394
58,HPC 220,3166,-632566.199565
59,Factorylearn,2701,-1143919.51651
60,A&C,3791,-1264202.441751
61,Pucela,2942,-1280913.995569
62,Palanca,3122,-1326952.453454
63,décUV,3765,-1354600.859572
64,Erasmus,1523,-1408865.417631
65,GADZ CREDA,5031,-1660551.42339
66,Nom d’équipe,3260,-1870603.416872
67,Vivrela,1910,-2519602.947334
68,J&TS,3292,-3494304.321129
69,TEAM257778126,3282,-4641946.10148
70,Equipe_42,6515,-5692293.070423
71,L'Horizon,3033,-5733100.721256
72,solo factory,3328,-7233593.611359
73,D’or et de platine,3448,-8078601.051634
74,Chad Industries,3448,-8590101.334937
75,équipe sans action,3460,-8590101.341336
76,Les foufous,3472,-8590101.341336
