,Team,Orders Out,Cash
0,groupe13,7934,4792098.001495
1,HomeIsNotAWorkPlace,6425,4043893.832301
2,SalsaBaguette,6631,4032043.533096
3,Les coquelicots,8167,4030507.821255
4,Photovoltamites,5782,3852060.714476
5,CookieClickerPGM,6629,3818436.007494
6,pacyma,7179,3755581.90337
7,Lux,8139,3593802.055704
8,GPTeam,5079,3084177.30133
9,Équipe__93183,6402,2743973.374825
10,Solairestp,8223,2656548.427922
11,La Qualiteam,7618,2541919.919205
12,Serious team,7091,2392755.811931
13,Panelli 2000,5537,2255741.140755
14,Solar leaders,7709,2163802.507294
15,CapitaineAbandonné,4100,2105164.018929
16,Les campagnards,6382,2080844.622514
17,Campagn'Arts Sibersssois,6678,1964372.246818
18,The_team,7367,1908919.590375
19,EHTP,3554,1552777.761697
20,PPM CORP. AND ASSOCIATES,4794,1552611.451993
21,ElectroFusion innovation Inc.,6100,1474761.215646
22,Solary,8038,1473977.377005
23,Missile Sol-Air,7070,1378846.569435
24,LeCercle,6937,1364340.418583
25,Harissa,3673,1297816.584695
26,Les Clunsois,3592,1253649.746427
27,Les fifrelins,5441,1251234.56318
28,PoêleWater,3560,1125104.497777
29,ça zinzinule,4591,1119189.929692
30,ANTIBE,5276,1099303.085553
31,team11,3489,1088593.892707
32,Le Renard,2972,1002285.620741
33,Nuclear > Solar,5011,922263.149941
34,151160,4732,889461.55045
35,Solar Cover,3646,840217.30566
36,Les 4 fantastiques,5427,688547.138999
37,Saison raclette ouverte,2613,661920.123361
38,Solar1200,5335,640643.94416
39,Les Backstreet Boyz,5527,628930.341143
40,Col partners,2714,619432.616415
41,Châlon’s Limited,3053,595885.895787
42,BR Électricité,3665,559346.075073
43,Le dernier rang,5955,506495.896055
44,AL-Suppliers,4981,476904.14585
45,Max Verstappen,3779,466352.274797
46,Solar Team,2934,411794.905212
47,L'OBRG,8254,393143.31295
48,Les foufous2,5011,380930.065876
49,xX_K1ll3rC4rd1_Xx,3492,380631.239019
50,Ninte,5051,347476.983394
51,DinoCo,4638,335577.083959
52,27kiπne,4429,323895.645106
53,Cocorico,4518,321363.226025
54,Emily Franquiel,3700,260564.824122
55,Equipe 7,5185,123069.34613
56,BRJEUX,5316,111907.818273
57,Factorylearn,2963,-75544.893047
58,HPC 220,3586,-371754.037632
59,Equipe_42,7773,-396046.751748
60,CACIB LargeCap Industry,7972,-452530.81475
61,Pucela,3290,-544414.221483
62,GADZ CREDA,5871,-734361.713683
63,A&C,4351,-903741.87381
64,Erasmus,1523,-1408865.951786
65,décUV,4105,-1559601.133273
66,Nom d’équipe,3680,-1651104.0291
67,Palanca,3542,-1981765.281005
68,Vivrela,1948,-2388353.461359
69,J&TS,3712,-4124211.27021
70,TEAM257778126,3702,-5656748.632916
71,L'Horizon,3245,-6344600.777146
72,solo factory,3523,-6961406.399188
73,D’or et de platine,3880,-9694101.222561
74,Chad Industries,3868,-9913101.617226
75,Les foufous,3892,-9913101.625585
76,équipe sans action,3880,-9913101.625585
