,Team,Orders Out,Cash
0,SalsaBaguette,2093,"$1,258,769.84"
1,Solar leaders,2095,"$778,809.71"
2,Missile Sol-Air,2137,"$762,186.01"
3,Photovoltamites,1904,"$676,250.01"
4,Lux,2440,"$509,717.19"
5,GPTeam,1891,"$450,204.45"
6,groupe13,2441,"$445,912.67"
7,L'OBRG,2441,"$440,653.64"
8,Solary,2273,"$390,653.33"
9,ElectroFusion innovation Inc.,1639,"$338,714.31"
10,BRJEUX,1245,"$335,159.96"
11,Équipe__93183,1801,"$332,685.48"
12,La Qualiteam,2080,"$317,836.82"
13,Le dernier rang,1489,"$289,273.62"
14,Solairestp,2160,"$243,290.56"
15,LeCercle,1941,"$155,209.47"
16,Les coquelicots,2486,"$86,756.29"
17,Campagn'Arts Sibersssois,1745,"$77,025.63"
18,CookieClickerPGM,2408,"$69,376.16"
19,pacyma,2174,"$67,688.42"
20,Equipe_42,2124,"$55,191.03"
21,Serious team,1832,"$31,225.93"
22,Les campagnards,1774,"($21,051.88)"
23,HomeIsNotAWorkPlace,2086,"($47,813.93)"
24,The_team,2285,"($68,137.42)"
25,CACIB LargeCap Industry,2109,"($83,455.56)"
26,Harissa,1406,"($359,741.30)"
27,CapitaineAbandonné,1370,"($361,395.84)"
28,Saison raclette ouverte,892,"($412,578.05)"
29,Panelli 2000,1948,"($459,444.16)"
30,Col partners,1232,"($509,524.69)"
31,EHTP,1394,"($600,720.56)"
32,Les 4 fantastiques,1893,"($626,924.57)"
33,DinoCo,1775,"($676,493.79)"
34,Max Verstappen,1420,"($731,163.31)"
35,Châlon’s Limited,1307,"($791,850.69)"
36,Les Clunsois,1358,"($792,475.56)"
37,Le Renard,1405,"($873,225.77)"
38,Emily Franquiel,1420,"($981,320.91)"
39,Cocorico,1786,"($1,033,205.17)"
40,Les Backstreet Boyz,1958,"($1,063,889.69)"
41,Solar Cover,1412,"($1,082,891.53)"
42,Solar1200,1999,"($1,141,541.92)"
43,BR Électricité,1420,"($1,149,515.47)"
44,team11,1394,"($1,156,686.34)"
45,Les fifrelins,1940,"($1,238,075.49)"
46,Nuclear > Solar,1911,"($1,356,672.35)"
47,Erasmus,1523,"($1,405,792.82)"
48,ça zinzinule,2028,"($1,454,496.00)"
49,Les foufous2,1841,"($1,533,378.43)"
50,PPM CORP. AND ASSOCIATES,1556,"($1,550,447.62)"
51,PoêleWater,1647,"($1,569,456.09)"
52,Solar Team,1383,"($1,574,327.77)"
53,27kiπne,1760,"($1,617,314.05)"
54,Factorylearn,1393,"($1,636,480.23)"
55,151160,1810,"($1,727,536.66)"
56,xX_K1ll3rC4rd1_Xx,1381,"($1,797,352.36)"
57,ANTIBE,1958,"($1,898,530.26)"
58,AL-Suppliers,1789,"($2,049,093.03)"
59,HPC 220,1358,"($2,178,939.47)"
60,TEAM257778126,1420,"($2,257,055.90)"
61,Ninte,1824,"($2,297,888.23)"
62,Vivrela,1420,"($2,416,100.04)"
63,Pucela,1420,"($2,416,100.08)"
64,L'Horizon,1420,"($2,521,099.89)"
65,J&TS,1420,"($2,737,100.61)"
66,D’or et de platine,1420,"($2,749,100.00)"
67,Chad Industries,1420,"($2,749,100.00)"
68,Les foufous,1420,"($2,749,100.00)"
69,équipe sans action,1420,"($2,749,100.00)"
70,Nom d’équipe,1420,"($2,750,600.46)"
71,Equipe 7,1890,"($2,768,897.39)"
72,Palanca,1420,"($2,812,600.34)"
73,A&C,1608,"($2,917,626.26)"
74,décUV,1752,"($3,128,661.87)"
75,solo factory,1420,"($3,192,592.19)"
76,GADZ CREDA,1561,"($3,655,366.71)"
