,Team,Orders Out,Cash
0,SalsaBaguette,1689,"$703,470.05"
1,CACIB LargeCap Industry,1576,"$414,341.75"
2,Le dernier rang,1182,"$307,953.82"
3,Missile Sol-Air,1789,"$299,498.65"
4,Serious team,1501,"$280,538.80"
5,BRJEUX,1023,"$268,097.67"
6,Campagn'Arts Sibersssois,1450,"$260,963.32"
7,GPTeam,1526,"$256,212.15"
8,groupe13,1852,"$248,162.83"
9,Equipe_42,1667,"$237,526.35"
10,CookieClickerPGM,1958,"$193,178.49"
11,Équipe__93183,1459,"$192,185.68"
12,La Qualiteam,1624,"$179,837.03"
13,LeCercle,1558,"$155,772.18"
14,Solary,1820,"$149,087.50"
15,pacyma,1719,"$113,438.67"
16,HomeIsNotAWorkPlace,1647,"$107,623.82"
17,Solar leaders,1648,"$99,356.79"
18,Photovoltamites,1511,"$79,278.80"
19,Solairestp,1704,"$67,190.84"
20,Lux,1888,"$52,817.43"
21,The_team,1736,"$52,675.51"
22,L'OBRG,1881,"($44,346.21)"
23,ElectroFusion innovation Inc.,1301,"($96,910.51)"
24,Les campagnards,1475,"($108,351.70)"
25,Les coquelicots,1949,"($140,493.46)"
26,Saison raclette ouverte,664,"($417,499.77)"
27,CapitaineAbandonné,1167,"($600,275.61)"
28,Col partners,1058,"($676,555.79)"
29,Panelli 2000,1606,"($711,443.96)"
30,EHTP,1166,"($760,173.40)"
31,Harissa,1178,"($870,391.20)"
32,DinoCo,1483,"($880,056.07)"
33,Les 4 fantastiques,1563,"($957,424.36)"
34,Emily Franquiel,1192,"($1,059,162.43)"
35,Max Verstappen,1192,"($1,198,975.15)"
36,Solar1200,1657,"($1,360,041.71)"
37,Les fifrelins,1624,"($1,382,637.82)"
38,Châlon’s Limited,1147,"($1,418,475.42)"
39,Le Renard,1184,"($1,479,975.48)"
40,team11,1186,"($1,532,686.17)"
41,Nuclear > Solar,1605,"($1,559,922.09)"
42,ça zinzinule,1686,"($1,564,995.82)"
43,Les Clunsois,1151,"($1,565,975.29)"
44,BR Électricité,1192,"($1,581,133.52)"
45,Solar Cover,1192,"($1,683,302.62)"
46,Les Backstreet Boyz,1616,"($1,687,389.45)"
47,Factorylearn,1190,"($1,704,401.94)"
48,ANTIBE,1616,"($1,829,920.60)"
49,Les foufous2,1586,"($1,883,565.56)"
50,Solar Team,1178,"($1,884,277.51)"
51,Cocorico,1520,"($2,014,204.84)"
52,151160,1506,"($2,023,536.46)"
53,xX_K1ll3rC4rd1_Xx,1180,"($2,046,289.63)"
54,L'Horizon,1192,"($2,049,162.36)"
55,Vivrela,1192,"($2,049,162.36)"
56,Chad Industries,1192,"($2,049,162.36)"
57,Pucela,1192,"($2,049,162.36)"
58,Les foufous,1192,"($2,049,162.36)"
59,D’or et de platine,1192,"($2,049,162.36)"
60,équipe sans action,1192,"($2,049,162.36)"
61,PoêleWater,1449,"($2,055,455.88)"
62,PPM CORP. AND ASSOCIATES,1285,"($2,082,197.05)"
63,TEAM257778126,1192,"($2,270,993.20)"
64,AL-Suppliers,1485,"($2,313,092.76)"
65,27kiπne,1476,"($2,403,813.93)"
66,solo factory,1192,"($2,418,592.04)"
67,Erasmus,1335,"($2,519,238.16)"
68,Nom d’équipe,1192,"($2,540,162.63)"
69,HPC 220,1147,"($2,575,314.07)"
70,Equipe 7,1548,"($2,601,298.14)"
71,Palanca,1192,"($2,663,662.36)"
72,J&TS,1192,"($2,811,162.74)"
73,Ninte,1502,"($3,059,388.08)"
74,décUV,1527,"($3,394,911.48)"
75,A&C,1336,"($3,396,375.96)"
76,GADZ CREDA,1125,"($3,806,147.49)"
