,Team,Orders Out,Cash
0,groupe13,3785,"$1,316,224.73"
1,Photovoltamites,2856,"$1,231,249.63"
2,Les coquelicots,3926,"$1,169,534.20"
3,Lux,3730,"$1,078,466.62"
4,Les campagnards,2632,"$911,297.65"
5,SalsaBaguette,3068,"$903,675.60"
6,HomeIsNotAWorkPlace,3123,"$784,435.43"
7,La Qualiteam,3350,"$770,724.31"
8,Solary,3484,"$640,055.20"
9,Solar leaders,3372,"$565,059.25"
10,Campagn'Arts Sibersssois,2651,"$531,375.02"
11,GPTeam,2730,"$504,046.55"
12,Équipe__93183,2746,"$463,435.06"
13,ElectroFusion innovation Inc.,2662,"$433,638.25"
14,CACIB LargeCap Industry,3371,"$430,845.57"
15,CookieClickerPGM,3313,"$336,250.60"
16,Missile Sol-Air,2985,"$325,185.76"
17,Le dernier rang,2325,"$295,173.13"
18,The_team,3706,"$279,049.24"
19,BRJEUX,1966,"$251,909.51"
20,Equipe_42,3459,"$251,321.94"
21,LeCercle,2944,"$239,459.07"
22,Panelli 2000,2740,"$166,555.37"
23,Harissa,1946,"$34,458.52"
24,Les 4 fantastiques,2629,"$19,111.48"
25,Serious team,2931,"($21,149.83)"
26,pacyma,3290,"($47,166.14)"
27,Châlon’s Limited,1702,"($63,088.35)"
28,EHTP,1912,"($176,721.16)"
29,CapitaineAbandonné,1886,"($184,521.71)"
30,L'OBRG,3814,"($198,542.16)"
31,Le Renard,1920,"($217,688.50)"
32,Max Verstappen,1948,"($235,973.91)"
33,DinoCo,2435,"($247,494.33)"
34,Solar1200,2763,"($259,104.84)"
35,Col partners,1580,"($264,657.71)"
36,Solairestp,3493,"($287,160.02)"
37,Saison raclette ouverte,1294,"($318,578.43)"
38,Cocorico,2427,"($329,705.42)"
39,Les Backstreet Boyz,2745,"($532,640.31)"
40,Les fifrelins,2732,"($537,075.82)"
41,Nuclear > Solar,2631,"($551,672.83)"
42,Solar Cover,1952,"($652,584.83)"
43,BR Électricité,1948,"($655,126.30)"
44,Emily Franquiel,1960,"($680,958.78)"
45,ça zinzinule,2682,"($709,933.82)"
46,team11,1868,"($790,155.30)"
47,PPM CORP. AND ASSOCIATES,2260,"($806,948.71)"
48,Les foufous2,2470,"($840,754.18)"
49,Les Clunsois,1860,"($945,948.70)"
50,Solar Team,1759,"($951,578.26)"
51,PoêleWater,2117,"($964,456.50)"
52,ANTIBE,2750,"($1,057,345.94)"
53,AL-Suppliers,2493,"($1,161,093.64)"
54,xX_K1ll3rC4rd1_Xx,1858,"($1,227,915.42)"
55,151160,2527,"($1,233,287.07)"
56,27kiπne,2361,"($1,261,790.84)"
57,Erasmus,1523,"($1,408,863.49)"
58,HPC 220,1878,"($1,415,939.91)"
59,Ninte,2565,"($1,575,888.57)"
60,Factorylearn,1788,"($1,669,480.60)"
61,Equipe 7,2684,"($1,769,429.15)"
62,Pucela,1866,"($1,951,100.64)"
63,Palanca,1830,"($1,999,726.30)"
64,A&C,2256,"($2,023,564.05)"
65,Vivrela,1790,"($2,425,100.58)"
66,décUV,2402,"($2,425,724.77)"
67,Nom d’équipe,1948,"($2,596,101.24)"
68,J&TS,1960,"($2,689,101.48)"
69,GADZ CREDA,2600,"($2,823,396.07)"
70,TEAM257778126,1948,"($3,868,025.15)"
71,D’or et de platine,1948,"($4,180,100.36)"
72,Chad Industries,1948,"($4,180,100.36)"
73,équipe sans action,1960,"($4,180,100.36)"
74,Les foufous,1960,"($4,180,100.36)"
75,L'Horizon,1948,"($4,433,090.33)"
76,solo factory,1948,"($4,623,592.54)"
