,Team,Orders Out,Cash
0,groupe13,5962,2982098.747563
1,Photovoltamites,4406,2575248.849785
2,Les coquelicots,6114,2488032.471158
3,SalsaBaguette,4627,2393749.384969
4,Lux,5822,2123415.387165
5,HomeIsNotAWorkPlace,4819,1907371.504586
6,GPTeam,4006,1869198.025505
7,pacyma,5168,1347082.663099
8,CookieClickerPGM,5015,1342124.416819
9,La Qualiteam,5582,1338796.000345
10,Panelli 2000,4190,1046366.880195
11,CapitaineAbandonné,2986,1022477.012409
12,Équipe__93183,4635,996684.073779
13,Solar leaders,5556,978795.527011
14,EHTP,2789,923528.175394
15,Les 4 fantastiques,3948,830735.513664
16,L'OBRG,6025,809581.663673
17,Harissa,2877,624108.092125
18,Le Renard,2587,607811.272023
19,Serious team,5002,573348.299204
20,PPM CORP. AND ASSOCIATES,3452,457299.806071
21,Les Clunsois,2776,404550.232698
22,team11,2778,372344.236913
23,ElectroFusion innovation Inc.,4229,365324.499978
24,Les Backstreet Boyz,4094,357233.318128
25,Saison raclette ouverte,2007,304920.756366
26,Missile Sol-Air,4828,299372.36406
27,Max Verstappen,2870,290630.341261
28,Campagn'Arts Sibersssois,4461,289873.489761
29,Solary,5673,289416.071684
30,CACIB LargeCap Industry,5543,263595.803196
31,BRJEUX,3336,252846.167769
32,Les campagnards,4442,240158.553775
33,Châlon’s Limited,2468,207026.137435
34,DinoCo,3612,171442.152726
35,Cocorico,3521,161494.230208
36,ANTIBE,4100,160363.77857
37,ça zinzinule,3696,121190.47979
38,Le dernier rang,3989,106514.396034
39,PoêleWater,2889,61605.148418
40,Solairestp,5702,13088.49438
41,Solar1200,3943,5878.801725
42,Solar Cover,2878,-4076.636014
43,BR Électricité,2873,-9548.541823
44,Nuclear > Solar,3862,-48111.192622
45,Les foufous2,3788,-103443.545662
46,AL-Suppliers,3696,-121594.948931
47,Les fifrelins,4074,-178514.515613
48,LeCercle,4943,-183041.787835
49,Col partners,2188,-221191.946611
50,Emily Franquiel,2904,-265034.600146
51,Solar Team,2392,-308391.816808
52,151160,3683,-331287.856502
53,27kiπne,3442,-650603.912759
54,Equipe 7,4008,-835242.549356
55,Factorylearn,2454,-839606.617691
56,xX_K1ll3rC4rd1_Xx,2696,-849868.2395
57,HPC 220,2794,-902440.863587
58,The_team,5575,-1035954.291405
59,Equipe_42,5568,-1085915.362359
60,Ninte,3899,-1235118.770745
61,Pucela,2650,-1256101.205265
62,A&C,3393,-1321389.640734
63,Palanca,2746,-1400764.60821
64,Erasmus,1523,-1408864.883477
65,décUV,3447,-1691913.157979
66,GADZ CREDA,4349,-1953558.784954
67,Nom d’équipe,2896,-2199102.850332
68,J&TS,2916,-2215506.840682
69,Vivrela,1875,-2650852.353313
70,TEAM257778126,2910,-3970026.390511
71,L'Horizon,2948,-5564000.616435
72,D’or et de platine,3040,-6677600.8909
73,Chad Industries,3028,-6826101.089638
74,Les foufous,3052,-6826101.09545
75,équipe sans action,3040,-6826101.09545
76,solo factory,3040,-7269593.291896
