,Team,Orders Out,Cash
0,groupe13,8062,5066097.972888
1,Les coquelicots,8295,4103538.997742
2,SalsaBaguette,6759,4091737.223238
3,CookieClickerPGM,6737,4089310.961246
4,HomeIsNotAWorkPlace,6521,3740893.786067
5,Lux,8288,3582352.001877
6,pacyma,7307,3504581.846824
7,Photovoltamites,5868,3298560.656559
8,GPTeam,5128,2983489.761679
9,Solairestp,8379,2767048.372892
10,Solar leaders,7862,2737552.447922
11,Serious team,7235,2631255.732212
12,Équipe__93183,6522,2576473.333881
13,La Qualiteam,7752,2572107.362777
14,Les campagnards,6502,2380844.534859
15,CapitaineAbandonné,4168,2360163.99896
16,Panelli 2000,5619,2278741.105438
17,LeCercle,7044,1765590.413815
18,EHTP,3600,1725277.742782
19,Campagn'Arts Sibersssois,6822,1683372.165751
20,Les fifrelins,5527,1573734.530411
21,Solary,8189,1451539.80911
22,PPM CORP. AND ASSOCIATES,4880,1432111.408798
23,ANTIBE,5348,1368938.456319
24,Harissa,3721,1342816.564267
25,ça zinzinule,4645,1330064.906183
26,Missile Sol-Air,7221,1283221.515037
27,ElectroFusion innovation Inc.,6227,1274716.897137
28,Nuclear > Solar,5083,1192263.112218
29,The_team,7479,1030294.489835
30,Le Renard,2996,993935.611986
31,team11,3531,921093.866057
32,Solar Cover,3694,866808.941351
33,Le dernier rang,6101,848208.347843
34,Les Clunsois,3640,847649.699102
35,PoêleWater,3600,817104.4463
36,AL-Suppliers,5069,806904.11692
37,Col partners,2750,754432.607732
38,BR Électricité,3713,738981.45286
39,BRJEUX,5468,681907.769927
40,Châlon’s Limited,3092,670698.385284
41,151160,4796,653461.511628
42,Les foufous2,5107,589429.985945
43,Solar1200,5407,573906.939147
44,Les 4 fantastiques,5543,554047.086225
45,Solar Team,2966,545544.866615
46,Max Verstappen,3843,543624.141758
47,xX_K1ll3rC4rd1_Xx,3540,539131.221815
48,27kiπne,4489,456395.624605
49,Saison raclette ouverte,2657,454920.092565
50,Emily Franquiel,3748,428564.802205
51,Les Backstreet Boyz,5608,423065.720974
52,DinoCo,4714,397577.069824
53,Ninte,5123,390976.960507
54,Equipe_42,7917,209953.010483
55,L'OBRG,8403,187268.24775
56,Equipe 7,5257,72569.314158
57,Cocorico,4574,-61378.973808
58,Factorylearn,2993,-176294.907788
59,HPC 220,3634,-351004.08674
60,CACIB LargeCap Industry,8120,-354905.959804
61,GADZ CREDA,5967,-933736.753126
62,A&C,4415,-976148.173837
63,Pucela,3331,-976664.267481
64,Erasmus,1523,-1408866.012832
65,Nom d’équipe,3728,-1767604.095006
66,Palanca,3590,-1867765.317607
67,décUV,4161,-1935601.197576
68,Vivrela,1952,-2373353.515012
69,J&TS,3760,-4096086.33708
70,TEAM257778126,3750,-5557498.669225
71,L'Horizon,3251,-6421100.783253
72,solo factory,3559,-7152406.430245
73,D’or et de platine,3928,-9845601.243188
74,Chad Industries,3916,-9913101.645959
75,Les foufous,3940,-9913101.651183
76,équipe sans action,3928,-9913101.651183
