,Team,Orders Out,Cash
0,groupe13,3840,"$1,516,287.22"
1,Photovoltamites,2899,"$1,392,499.61"
2,Lux,3817,"$1,346,216.59"
3,Les campagnards,2689,"$1,096,147.62"
4,Les coquelicots,3990,"$1,003,034.16"
5,HomeIsNotAWorkPlace,3156,"$919,560.39"
6,Solar leaders,3436,"$805,059.24"
7,GPTeam,2766,"$644,921.53"
8,SalsaBaguette,3113,"$634,475.57"
9,Équipe__93183,2786,"$613,435.05"
10,ElectroFusion innovation Inc.,2708,"$611,075.73"
11,CookieClickerPGM,3355,"$516,125.57"
12,Missile Sol-Air,3028,"$503,310.75"
13,Le dernier rang,2370,"$475,360.61"
14,Campagn'Arts Sibersssois,2694,"$458,499.99"
15,Equipe_42,3507,"$431,321.93"
16,LeCercle,2994,"$426,959.06"
17,Solary,3548,"$395,555.16"
18,BRJEUX,1998,"$371,909.49"
19,Panelli 2000,2794,"$369,055.34"
20,CACIB LargeCap Industry,3436,"$274,595.55"
21,La Qualiteam,3444,"$230,224.28"
22,Serious team,2989,"$191,850.13"
23,pacyma,3344,"$155,333.85"
24,Harissa,1982,"$34,458.51"
25,Solairestp,3557,"($47,160.05)"
26,Les 4 fantastiques,2665,"($57,888.53)"
27,EHTP,1935,"($90,471.19)"
28,CapitaineAbandonné,1907,"($105,771.76)"
29,Solar1200,2799,"($124,104.84)"
30,Le Renard,1938,"($146,688.51)"
31,L'OBRG,3878,"($171,542.18)"
32,Col partners,1598,"($197,157.72)"
33,Cocorico,2454,"($229,392.92)"
34,Max Verstappen,1972,"($307,556.21)"
35,Châlon’s Limited,1721,"($321,900.87)"
36,Saison raclette ouverte,1312,"($363,578.45)"
37,Les fifrelins,2768,"($402,075.83)"
38,Nuclear > Solar,2664,"($427,922.85)"
39,BR Électricité,1972,"($565,308.61)"
40,Les foufous2,2513,"($679,504.22)"
41,team11,1892,"($700,155.31)"
42,PPM CORP. AND ASSOCIATES,2292,"($728,448.76)"
43,ça zinzinule,2709,"($733,496.34)"
44,Solar Cover,1976,"($733,767.15)"
45,Emily Franquiel,1984,"($765,196.30)"
46,Les Backstreet Boyz,2799,"($773,140.36)"
47,DinoCo,2466,"($794,244.37)"
48,Les Clunsois,1884,"($855,948.73)"
49,PoêleWater,2137,"($880,456.51)"
50,ANTIBE,2786,"($922,528.26)"
51,AL-Suppliers,2525,"($1,041,093.66)"
52,Solar Team,1775,"($1,044,703.28)"
53,151160,2558,"($1,127,724.59)"
54,xX_K1ll3rC4rd1_Xx,1880,"($1,146,290.45)"
55,The_team,3761,"($1,242,200.84)"
56,27kiπne,2391,"($1,315,790.85)"
57,HPC 220,1902,"($1,325,939.93)"
58,Erasmus,1523,"($1,408,863.54)"
59,Factorylearn,1807,"($1,598,980.62)"
60,Pucela,1886,"($1,876,100.65)"
61,Ninte,2601,"($1,883,888.60)"
62,Palanca,1854,"($1,909,726.32)"
63,Equipe 7,2720,"($2,030,929.17)"
64,A&C,2282,"($2,051,339.06)"
65,décUV,2430,"($2,324,099.79)"
66,Vivrela,1793,"($2,413,850.61)"
67,J&TS,1984,"($2,617,101.51)"
68,GADZ CREDA,2648,"($2,689,458.60)"
69,Nom d’équipe,1972,"($2,702,101.28)"
70,TEAM257778126,1972,"($3,868,025.18)"
71,Chad Industries,1972,"($4,180,100.37)"
72,D’or et de platine,1972,"($4,180,100.37)"
73,équipe sans action,1984,"($4,180,100.37)"
74,Les foufous,1984,"($4,180,100.37)"
75,L'Horizon,1972,"($4,464,900.35)"
76,solo factory,1972,"($4,623,592.56)"
