,Team,Orders Out,Cash
0,SalsaBaguette,1555,"$618,136.84"
1,Équipe__93183,1317,"$535,685.80"
2,L'OBRG,1689,"$482,247.62"
3,Solairestp,1546,"$478,995.63"
4,Solary,1613,"$374,906.16"
5,The_team,1529,"$347,621.02"
6,Campagn'Arts Sibersssois,1314,"$344,150.94"
7,Lux,1667,"$334,567.55"
8,Missile Sol-Air,1588,"$333,998.73"
9,ElectroFusion innovation Inc.,1187,"$332,777.07"
10,Les campagnards,1400,"$327,398.38"
11,LeCercle,1420,"$276,303.52"
12,CookieClickerPGM,1781,"$275,428.60"
13,Equipe_42,1498,"$251,459.70"
14,groupe13,1638,"$222,662.90"
15,Solar leaders,1455,"$220,302.21"
16,Serious team,1353,"$189,163.94"
17,Photovoltamites,1414,"$163,328.34"
18,GPTeam,1382,"$117,974.80"
19,La Qualiteam,1422,"$106,040.28"
20,BRJEUX,937,"$63,285.28"
21,Le dernier rang,1057,"$57,053.91"
22,HomeIsNotAWorkPlace,1480,"($70,313.61)"
23,Les coquelicots,1732,"($113,092.30)"
24,pacyma,1535,"($225,506.53)"
25,Col partners,1048,"($251,743.21)"
26,CACIB LargeCap Industry,1369,"($358,301.29)"
27,CapitaineAbandonné,1063,"($379,869.13)"
28,Saison raclette ouverte,572,"($649,265.31)"
29,Panelli 2000,1454,"($996,943.86)"
30,EHTP,1062,"($1,072,173.21)"
31,Les 4 fantastiques,1416,"($1,081,174.27)"
32,Harissa,1074,"($1,222,391.06)"
33,Emily Franquiel,1088,"($1,295,974.84)"
34,Solar1200,1502,"($1,319,874.90)"
35,DinoCo,1354,"($1,363,805.95)"
36,Les fifrelins,1486,"($1,615,637.73)"
37,ANTIBE,1462,"($1,629,014.21)"
38,Châlon’s Limited,1054,"($1,635,975.22)"
39,Les Clunsois,1088,"($1,688,975.07)"
40,Max Verstappen,1088,"($1,695,975.03)"
41,Le Renard,1088,"($1,695,975.27)"
42,Les Backstreet Boyz,1461,"($1,717,639.32)"
43,team11,1088,"($1,754,686.01)"
44,BR Électricité,1088,"($1,782,135.96)"
45,Solar Cover,1088,"($1,920,114.88)"
46,AL-Suppliers,1347,"($1,929,467.65)"
47,Les foufous2,1454,"($1,934,849.23)"
48,PPM CORP. AND ASSOCIATES,1177,"($2,002,696.73)"
49,ça zinzinule,1531,"($2,003,245.72)"
50,Nuclear > Solar,1467,"($2,056,859.43)"
51,PoêleWater,1359,"($2,076,455.74)"
52,Solar Team,1088,"($2,082,277.32)"
53,Erasmus,1259,"($2,116,175.54)"
54,D’or et de platine,1088,"($2,177,974.77)"
55,Vivrela,1088,"($2,177,974.77)"
56,Chad Industries,1088,"($2,177,974.77)"
57,Factorylearn,1088,"($2,177,974.77)"
58,L'Horizon,1088,"($2,177,974.77)"
59,Pucela,1088,"($2,177,974.77)"
60,Les foufous,1088,"($2,177,974.77)"
61,équipe sans action,1088,"($2,177,974.77)"
62,151160,1368,"($2,205,786.35)"
63,Nom d’équipe,1088,"($2,222,474.95)"
64,xX_K1ll3rC4rd1_Xx,1088,"($2,382,164.43)"
65,Cocorico,1382,"($2,393,642.07)"
66,solo factory,1088,"($2,451,685.71)"
67,TEAM257778126,1088,"($2,492,368.06)"
68,Palanca,1088,"($2,586,974.71)"
69,Equipe 7,1392,"($2,807,646.93)"
70,HPC 220,1035,"($2,812,188.85)"
71,27kiπne,1340,"($2,863,813.76)"
72,J&TS,1088,"($3,047,975.04)"
73,A&C,1198,"($3,355,875.85)"
74,Ninte,1377,"($3,519,200.39)"
75,décUV,1389,"($3,708,911.29)"
76,GADZ CREDA,942,"($4,099,303.52)"
